dataset,field,old,new,kind
DE14DTO02,jcpCorrected::Sr/Ca,,0,added
DE14DTO02,jcpUsed::Sr/Ca,,0,added
DE14DTO02,datum::Sr/Ca,,0,added
DE14DTO02,coralExtensionRate::Sr/Ca,,3.93,added
DE14DTO02,coralExtensionRateNotes::Sr/Ca,,3.93 mm/yr,added
DE14DTO02,createdBy::Sr/Ca,,CoralHydro2k,added
DE14DTO03,pub1_citation,"DeLong, K. L., Flannery, J. A., Poore, R. Z., Quinn, T. M., Maupin, C. R., Lin, K. & Shen,","DeLong, K. L., Flannery, J. A., Poore, R. Z., Quinn, T. M., Maupin, C. R., Lin, K. & Shen,",changed
DE14DTO03,pub1_title,A reconstruction of sea surface temperature variability in the southeastern Gulf of Mexico,A reconstruction of sea surface temperature variability in the southeastern Gulf of Mexico,changed
DE14DTO03,pub2_title,Refining temperature reconstructions with the Atlantic coral Siderastrea siderea. ,Refining temperature reconstructions with the Atlantic coral Siderastrea siderea.,changed
DE14DTO03,number::Sr/Ca,1,2,changed
DE14DTO03,number::year,2,1,changed
DE14DTO03,dataSource,,https://www.ncdc.noaa.gov/paleo/study/16217,added
DE14DTO03,pub3_author,,"DeLong, K. L., Flannery, J. A., Maupin, C. R., Poore, R. Z. and Quinn, T. M.",added
DE14DTO03,pub3_citation,,"DeLong, K. L., Flannery, J. A., Maupin, C. R., Poore, R. Z. and Quinn, T. M. 2011. A coral",added
DE14DTO03,pub3_doi,,10.1016/j.palaeo.2011.05.005,added
DE14DTO03,pub3_firstauthor,,"DeLong, K.",added
DE14DTO03,pub3_journal,,"Palaeogeography, Palaeoclimatology, Palaeoecology",added
DE14DTO03,pub3_title,,A coral Sr/Ca calibration and replication study of two massive corals from the Gulf of Mex,added
DE14DTO03,pub3_year,,2011,added
DE14DTO03,createdBy::year,,CoralHydro2k,added
DE14DTO03,variableType::Sr/Ca,,measured,added
DE14DTO03,proxy::Sr/Ca,,Sr/Ca,added
DE14DTO03,jcpCorrected::Sr/Ca,,0,added
DE14DTO03,jcpUsed::Sr/Ca,,0,added
DE14DTO03,datum::Sr/Ca,,0,added
DE14DTO03,coralExtensionRate::Sr/Ca,,4.82,added
DE14DTO03,coralExtensionRateNotes::Sr/Ca,,4.82 mm/yr,added
DE14DTO03,createdBy::Sr/Ca,,CoralHydro2k,added
DE14DTO04,pub1_citation,"DeLong, K. L., Flannery, J. A., Poore, R. Z., Quinn, T. M., Maupin, C. R., Lin, K. & Shen,","DeLong, K. L., Flannery, J. A., Poore, R. Z., Quinn, T. M., Maupin, C. R., Lin, K. & Shen,",changed
DE14DTO04,pub1_title,A reconstruction of sea surface temperature variability in the southeastern Gulf of Mexico,A reconstruction of sea surface temperature variability in the southeastern Gulf of Mexico,changed
DE14DTO04,pub2_title,Refining temperature reconstructions with the Atlantic coral Siderastrea siderea. ,Refining temperature reconstructions with the Atlantic coral Siderastrea siderea.,changed
DE14DTO04,number::Sr/Ca,1,2,changed
DE14DTO04,number::year,2,1,changed
DE14DTO04,dataSource,,https://www.ncdc.noaa.gov/paleo/study/16217,added
DE14DTO04,pub3_author,,"DeLong, K. L., Flannery, J. A., Maupin, C. R., Poore, R. Z. and Quinn, T. M.",added
DE14DTO04,pub3_citation,,"DeLong, K. L., Flannery, J. A., Maupin, C. R., Poore, R. Z. and Quinn, T. M. 2011. A coral",added
DE14DTO04,pub3_doi,,10.1016/j.palaeo.2011.05.005,added
DE14DTO04,pub3_firstauthor,,"DeLong, K.",added
DE14DTO04,pub3_journal,,"Palaeogeography, Palaeoclimatology, Palaeoecology",added
DE14DTO04,pub3_title,,A coral Sr/Ca calibration and replication study of two massive corals from the Gulf of Mex,added
DE14DTO04,pub3_year,,2011,added
DE14DTO04,createdBy::year,,CoralHydro2k,added
DE14DTO04,variableType::Sr/Ca,,measured,added
DE14DTO04,proxy::Sr/Ca,,Sr/Ca,added
DE14DTO04,jcpCorrected::Sr/Ca,,0,added
DE14DTO04,jcpUsed::Sr/Ca,,0,added
DE14DTO04,datum::Sr/Ca,,0,added
DE14DTO04,coralExtensionRate::Sr/Ca,,3.83,added
DE14DTO04,coralExtensionRateNotes::Sr/Ca,,3.83 mm/yr,added
DE14DTO04,createdBy::Sr/Ca,,CoralHydro2k,added
DE16RED01,pub1_citation,"DeCarlo, T. M., Gaetani, G. A., Cohen, A. L., Foster, G. L., Alpert, A. E. and Stewart, J.","DeCarlo, T. M., Gaetani, G. A., Cohen, A. L., Foster, G. L., Alpert, A. E. and Stewart, J.",changed
DE16RED01,pub1_title,Coral SrU thermometryn,Coral Sr‐U thermometry,changed
DE16RED01,number::Sr/Ca,1,2,changed
DE16RED01,number::year,2,1,changed
DE16RED01,pub2_author,,"Alpert, A. E., Cohen, A. L., Oppo, D. W., DeCarlo, T. M., Gaetani, G. A., Hernandez-Delgad",added
DE16RED01,pub2_citation,,"Alpert, A. E., Cohen, A. L., Oppo, D. W., DeCarlo, T. M., Gaetani, G. A., Hernandez-Delgad",added
DE16RED01,pub2_doi,,10.1002/2016PA002976,added
DE16RED01,pub2_firstauthor,,"Alpert, A. E.",added
DE16RED01,pub2_journal,,Paleoceanography and Paleoclimatology,added
DE16RED01,pub2_title,,Twentieth century warming of the tropical Atlantic captured by Sr-U paleothermometry,added
DE16RED01,pub2_year,,2016,added
DE16RED01,createdBy::year,,CoralHydro2k,added
DE16RED01,variableType::Sr/Ca,,measured,added
DE16RED01,proxy::Sr/Ca,,Sr/Ca,added
DE16RED01,jcpCorrected::Sr/Ca,,1,added
DE16RED01,jcpMeasured::Sr/Ca,,8.87,added
DE16RED01,jcpNotes::Sr/Ca,,data were JCp-1 corrected,added
DE16RED01,jcpUsed::Sr/Ca,,1,added
DE16RED01,datum::Sr/Ca,,0,added
DE16RED01,coralExtensionRate::Sr/Ca,,9,added
DE16RED01,coralExtensionRateNotes::Sr/Ca,,0.9 cm/yr,added
DE16RED01,createdBy::Sr/Ca,,CoralHydro2k,added
DO18DAV01,pub1_citation,"D'Olivo, J. P., Sinclair, D. J., Rankenburg, K. and McCulloch, M. T. 2018. A universal mul","D'Olivo, J. P., Sinclair, D. J., Rankenburg, K. and McCulloch, M. T. 2018. A universal mul",changed
DO18DAV01,pub1_title,A universal multi-trace element calibration for reconstructing sea surface temperatures fr,A universal multi-trace element calibration for reconstructing sea surface temperatures fr,changed
DO18DAV01,analyticalErrorUnits::Sr/Ca,% RSD,%RSD,changed
DO18DAV01,number::Sr/Ca,1,2,changed
DO18DAV01,number::year,2,1,changed
DO18DAV01,createdBy::year,,CoralHydro2k,added
DO18DAV01,variableType::Sr/Ca,,measured,added
DO18DAV01,proxy::Sr/Ca,,Sr/Ca,added
DO18DAV01,jcpCorrected::Sr/Ca,,0,added
DO18DAV01,jcpMeasured::Sr/Ca,,8.85,added
DO18DAV01,jcpNotes::Sr/Ca,,table in paper with all JCp-1 values for multiple TE/Ca ratios,added
DO18DAV01,jcpUsed::Sr/Ca,,1,added
DO18DAV01,datum::Sr/Ca,,0,added
DO18DAV01,coralExtensionRate::Sr/Ca,,14.6,added
DO18DAV01,coralExtensionRateNotes::Sr/Ca,,14.6 mm/yr,added
DO18DAV01,coralTissueThickness::Sr/Ca,,6,added
DO18DAV01,createdBy::Sr/Ca,,CoralHydro2k,added
DO24FIJ01,(whole dataset),,NEW RECORD,new
DR00KSB01,pub1_citation,"Draschba, S., Paetzold, J. and Wefer, G. 2000. North Atlantic climate variability since AD","Draschba, S., Paetzold, J. and Wefer, G. 2000. North Atlantic climate variability since AD",changed
DR00KSB01,number::d18O,1,2,changed
DR00KSB01,number::year,2,1,changed
DR00KSB01,dataSource,,https://doi.pangaea.de/10.1594/PANGAEA.711835,added
DR00KSB01,createdBy::year,,CoralHydro2k,added
DR00KSB01,variableType::d18O,,measured,added
DR00KSB01,proxy::d18O,,d18O,added
DR00KSB01,jcpCorrected::d18O,,0,added
DR00KSB01,jcpUsed::d18O,,0,added
DR00KSB01,coralExtensionRate::d18O,,3.5,added
DR00KSB01,coralExtensionRateNotes::d18O,,0.35cm/yr,added
DR00KSB01,createdBy::d18O,,CoralHydro2k,added
DR00NBB01,pub1_citation,"Draschba, S., Paetzold, J. and Wefer, G. 2000. North Atlantic climate variability since AD","Draschba, S., Paetzold, J. and Wefer, G. 2000. North Atlantic climate variability since AD",changed
DR00NBB01,number::d18O,1,2,changed
DR00NBB01,number::year,2,1,changed
DR00NBB01,dataSource,,https://doi.pangaea.de/10.1594/PANGAEA.711835,added
DR00NBB01,createdBy::year,,CoralHydro2k,added
DR00NBB01,variableType::d18O,,measured,added
DR00NBB01,proxy::d18O,,d18O,added
DR00NBB01,jcpCorrected::d18O,,0,added
DR00NBB01,jcpUsed::d18O,,0,added
DR00NBB01,coralExtensionRate::d18O,,3.9,added
DR00NBB01,coralExtensionRateNotes::d18O,,0.39cm/yr,added
DR00NBB01,createdBy::d18O,,CoralHydro2k,added
DR99ABR01,pub1_citation,"Druffel, E. R. M. and Griffin, S. 1999. Variability of surface ocean radiocarbon and stabl","Druffel, E. R. M. and Griffin, S. 1999. Variability of surface ocean radiocarbon and stabl",changed
DR99ABR01,pub2_citation,"Druffel, E. R. M., and  Griffin, S. 1993. Large variations of surface ocean radiocarbon: E","Druffel, E. R. M., and  Griffin, S. 1993. Large variations of surface ocean radiocarbon: E",changed
DR99ABR01,number::d18O,1,3,changed
DR99ABR01,measurementTableName::year,measurementTable2,measurementTable1,changed
DR99ABR01,TSid::year,RmoF6TJPeidmbtd4y,R01AkWuetWy2LDmYU,changed
DR99ABR01,hasTimeTsid::year,RmoF6TJPeidmbtd4y,R01AkWuetWy2LDmYU,changed
DR99ABR01,number::year,2,1,changed
DR99ABR01,jcpCorrected::d18O,NA,0,changed
DR99ABR01,jcpUsed::d18O,NA,0,changed
DR99ABR01,dataSource,,https://www.ncdc.noaa.gov/paleo/study/1838,added
DR99ABR01,createdBy::year,,CoralHydro2k,added
DR99ABR01,variableType::d18O,,measured,added
DR99ABR01,proxy::d18O,,d18O,added
DR99ABR01,datum::d18O,,0,added
DR99ABR01,createdBy::d18O,,CoralHydro2k,added
DU94URV01,pub1_citation,"Dunbar, R. B., Wellington, G. M., Colgan, M. W. and Glynn, P. W. 1994. Eastern Pacific sea","Dunbar, R. B., Wellington, G. M., Colgan, M. W. and Glynn, P. W. 1994. Eastern Pacific sea",changed
DU94URV01,notes::d18O,"Core was collected in a subhorizontal, not vertical, orientation from coral colony; indist","Core was collected in a ""subhorizontal"", not vertical, orientation from coral colony; indi",changed
DU94URV01,number::d18O,1,3,changed
DU94URV01,measurementTableName::year,measurementTable2,measurementTable1,changed
DU94URV01,TSid::year,RFtpxkjO2eZ76Lwvv,R9J3YKwz1mdaKIN4S,changed
DU94URV01,hasTimeTsid::year,RFtpxkjO2eZ76Lwvv,R9J3YKwz1mdaKIN4S,changed
DU94URV01,number::year,2,1,changed
DU94URV01,jcpCorrected::d18O,NA,0,changed
DU94URV01,jcpUsed::d18O,NA,0,changed
DU94URV01,createdBy::year,,CoralHydro2k,added
DU94URV01,variableType::d18O,,measured,added
DU94URV01,proxy::d18O,,d18O,added
DU94URV01,datum::d18O,,0,added
DU94URV01,createdBy::d18O,,CoralHydro2k,added
DU94URV02,pub1_citation,"Dunbar, R. B., Wellington, G. M., Colgan, M. W. and Glynn, P. W. 1994. Eastern Pacific sea","Dunbar, R. B., Wellington, G. M., Colgan, M. W. and Glynn, P. W. 1994. Eastern Pacific sea",changed
DU94URV02,number::d18O,1,3,changed
DU94URV02,measurementTableName::year,measurementTable2,measurementTable1,changed
DU94URV02,TSid::year,ReLdT4gjC49JBY3Jc,R4ohy2axzfTAj22ZL,changed
DU94URV02,hasTimeTsid::year,ReLdT4gjC49JBY3Jc,R4ohy2axzfTAj22ZL,changed
DU94URV02,number::year,2,1,changed
DU94URV02,jcpCorrected::d18O,NA,0,changed
DU94URV02,jcpUsed::d18O,NA,0,changed
DU94URV02,createdBy::year,,CoralHydro2k,added
DU94URV02,variableType::d18O,,measured,added
DU94URV02,proxy::d18O,,d18O,added
DU94URV02,datum::d18O,,0,added
DU94URV02,createdBy::d18O,,CoralHydro2k,added
EV18ROC01,pub1_citation,"Evangelista, H., Sifeddine, A., Correge, T., Servain, J., Dassie, E. P., Logato, R., Corde","Evangelista, H., Sifeddine, A., Correge, T., Servain, J., Dassie, E. P., Logato, R., Corde",changed
EV18ROC01,archiveSpecies::Sr/Ca,Siderastrea stellata ,Siderastrea stellata,changed
EV18ROC01,number::Sr/Ca,1,3,changed
EV18ROC01,measurementTableName::year,measurementTable2,measurementTable1,changed
EV18ROC01,TSid::year,R3svkRslZHfa7pkcL,RbLSM9RPW02L4xLH6,changed
EV18ROC01,hasTimeTsid::year,R3svkRslZHfa7pkcL,RbLSM9RPW02L4xLH6,changed
EV18ROC01,number::year,2,1,changed
EV18ROC01,coralExtensionRateNotes::Sr/Ca,6.01 (1.08) mm/yr,6.01 (±1.08) mm/yr,changed
EV18ROC01,dataSource,,https://agupubs.onlinelibrary.wiley.com/action/downloadSupplement?doi=10.1002%2F2017GC0073,added
EV18ROC01,createdBy::year,,CoralHydro2k,added
EV18ROC01,variableType::Sr/Ca,,measured,added
EV18ROC01,proxy::Sr/Ca,,Sr/Ca,added
EV18ROC01,datum::Sr/Ca,,0,added
EV18ROC01,createdBy::Sr/Ca,,CoralHydro2k,added
EV98KIR01,number::d18O,1,2,changed
EV98KIR01,number::year,2,1,changed
EV98KIR01,createdBy::year,,CoralHydro2k,added
EV98KIR01,variableType::d18O,,measured,added
EV98KIR01,proxy::d18O,,d18O,added
EV98KIR01,jcpCorrected::d18O,,0,added
EV98KIR01,jcpUsed::d18O,,0,added
EV98KIR01,createdBy::d18O,,CoralHydro2k,added
FE09OGA01,analyticalError::d18O,NA,0.07,changed
FE09OGA01,notes::d18O,"Annual regression slopes (-0.213 / C, -0.140 mmol/mol / C) imply an apparent amplification","Annual regression slopes (-0.213‰ / °C, -0.140 mmol/mol / °C) imply an apparent amplificat",changed
FE09OGA01,number::d18O,1,4,changed
FE09OGA01,measurementTableName::year,measurementTable5,measurementTable4,changed
FE09OGA01,TSid::year,RgzYfTcgpg5G55cw0,R3MVSLhVboKiZ7dTa,changed
FE09OGA01,hasTimeTsid::year,RgzYfTcgpg5G55cw0,R3MVSLhVboKiZ7dTa,changed
FE09OGA01,number::year,2,1,changed
FE09OGA01,analyticalError::Sr/Ca,0.04,0.07,changed
FE09OGA01,notes::Sr/Ca,"Annual regression slopes (-0.213 / C, -0.140 mmol/mol / C) imply an apparent amplification","Annual regression slopes (-0.213‰ / °C, -0.140 mmol/mol / °C) imply an apparent amplificat",changed
FE09OGA01,number::Sr/Ca,1,3,changed
FE09OGA01,jcpCorrected::d18O,NA,0,changed
FE09OGA01,jcpUsed::d18O,NA,0,changed
FE09OGA01,dataSource,,https://doi.pangaea.de/10.1594/PANGAEA.743956,added
FE09OGA01,createdBy::year,,CoralHydro2k,added
FE09OGA01,variableType::d18O,,measured,added
FE09OGA01,proxy::d18O,,d18O,added
FE09OGA01,datum::d18O,,0,added
FE09OGA01,createdBy::d18O,,CoralHydro2k,added
FE09OGA01,variableType::Sr/Ca,,measured,added
FE09OGA01,proxy::Sr/Ca,,Sr/Ca,added
FE09OGA01,datum::Sr/Ca,,0,added
FE09OGA01,createdBy::Sr/Ca,,CoralHydro2k,added
FE18RUS01,analyticalError::d18O,NA,0.07,changed
FE18RUS01,notes::d18O,"Annual regression slopes (-0.29 / C, -0.115 mmol/mol / C) imply an apparent amplification ","Annual regression slopes (-0.29‰ / °C, -0.115 mmol/mol / °C) imply an apparent amplificati",changed
FE18RUS01,number::d18O,1,4,changed
FE18RUS01,measurementTableName::year,measurementTable5,measurementTable4,changed
FE18RUS01,TSid::year,RksRjrV1WFm3ME2BZ,RkgqoizFgPrWuoEmD,changed
FE18RUS01,hasTimeTsid::year,RksRjrV1WFm3ME2BZ,RkgqoizFgPrWuoEmD,changed
FE18RUS01,number::year,2,1,changed
FE18RUS01,analyticalError::Sr/Ca,0.019,0.07,changed
FE18RUS01,notes::Sr/Ca,"Annual regression slopes (-0.29 / C, -0.115 mmol/mol / C) imply an apparent amplification ","Annual regression slopes (-0.29‰ / °C, -0.115 mmol/mol / °C) imply an apparent amplificati",changed
FE18RUS01,number::Sr/Ca,1,3,changed
FE18RUS01,coralExtensionRateNotes::Sr/Ca, 1 cm/year,~ 1 cm/year,changed
FE18RUS01,jcpMeasured::Sr/Ca,NA,8.924,changed
FE18RUS01,jcpUsed::Sr/Ca,0,1,changed
FE18RUS01,coralExtensionRateNotes::d18O, 1 cm/year,~ 1 cm/year,changed
FE18RUS01,jcpCorrected::d18O,NA,0,changed
FE18RUS01,jcpMeasured::d18O,NA,8.924,changed
FE18RUS01,jcpUsed::d18O,NA,1,changed
FE18RUS01,dataSource,,https://doi.pangaea.de/10.1594/PANGAEA.891096,added
FE18RUS01,createdBy::year,,CoralHydro2k,added
FE18RUS01,variableType::d18O,,measured,added
FE18RUS01,proxy::d18O,,d18O,added
FE18RUS01,jcpNotes::d18O,,"8.924 +/-0.014, +/-1sd, n=9 (9 aliquots of JCp-1 powder were treated like samples, the ave",added
FE18RUS01,datum::d18O,,0,added
FE18RUS01,createdBy::d18O,,CoralHydro2k,added
FE18RUS01,variableType::Sr/Ca,,measured,added
FE18RUS01,proxy::Sr/Ca,,Sr/Ca,added
FE18RUS01,jcpNotes::Sr/Ca,,"8.924 +/-0.014, +/-1sd, n=9 (9 aliquots of JCp-1 powder were treated like samples, the ave",added
FE18RUS01,datum::Sr/Ca,,0,added
FE18RUS01,createdBy::Sr/Ca,,CoralHydro2k,added
FL17DTO01,pub2_journal,Journal of Coastal Research ,Journal of Coastal Research,changed
FL17DTO01,number::Sr/Ca,1,2,changed
FL17DTO01,number::year,2,1,changed
FL17DTO01,coralExtensionRateNotes::Sr/Ca,8.5(1.9) mm/yr,8.5(±1.9) mm/yr,changed
FL17DTO01,jcpNotes::Sr/Ca,"0.019, 2s, n=50","±0.019, 2s, n=50",changed
FL17DTO01,dataSource,,https://coastal.er.usgs.gov/data-release/doi-F7CC0XS9/,added
FL17DTO01,pub3_author,,"DeLong, K. L., Flannery, J. A., Maupin, C. R., Poore, R. Z. and Quinn, T. M.",added
FL17DTO01,pub3_citation,,"DeLong, K. L., Flannery, J. A., Maupin, C. R., Poore, R. Z. and Quinn, T. M. 2011. A coral",added
FL17DTO01,pub3_doi,,10.1016/j.palaeo.2011.05.005,added
FL17DTO01,pub3_firstauthor,,"DeLong, K.",added
FL17DTO01,pub3_journal,,"Palaeogeography, Palaeoclimatology, Palaeoecology",added
FL17DTO01,pub3_title,,A coral Sr/Ca calibration and replication study of two massive corals from the Gulf of Mex,added
FL17DTO01,pub3_year,,2011,added
FL17DTO01,createdBy::year,,CoralHydro2k,added
FL17DTO01,variableType::Sr/Ca,,measured,added
FL17DTO01,proxy::Sr/Ca,,Sr/Ca,added
FL17DTO01,datum::Sr/Ca,,0,added
FL17DTO01,createdBy::Sr/Ca,,CoralHydro2k,added
FL17DTO02,pub2_title,Collection methods and descriptions of coral cores extracted from massive corals in Dry To,Collection methods and descriptions of coral cores extracted from massive corals in Dry To,changed
FL17DTO02,number::Sr/Ca,1,2,changed
FL17DTO02,number::year,2,1,changed
FL17DTO02,jcpNotes::Sr/Ca,"0.019, 2s, n=50","±0.019, 2s, n=50",changed
FL17DTO02,dataSource,,https://coastal.er.usgs.gov/data-release/doi-F7CC0XS9/,added
FL17DTO02,createdBy::year,,CoralHydro2k,added
FL17DTO02,variableType::Sr/Ca,,measured,added
FL17DTO02,proxy::Sr/Ca,,Sr/Ca,added
FL17DTO02,datum::Sr/Ca,,0,added
FL17DTO02,createdBy::Sr/Ca,,CoralHydro2k,added
FL18DTO01,pub3_journal,Journal of Coastal Research ,Journal of Coastal Research,changed
FL18DTO01,number::Sr/Ca,1,2,changed
FL18DTO01,number::year,2,1,changed
FL18DTO01,dataSource,,https://coastal.er.usgs.gov/data-release/doi-P90M2W6D/,added
FL18DTO01,createdBy::year,,CoralHydro2k,added
FL18DTO01,variableType::Sr/Ca,,measured,added
FL18DTO01,proxy::Sr/Ca,,Sr/Ca,added
FL18DTO01,jcpCorrected::Sr/Ca,,0,added
FL18DTO01,jcpMeasured::Sr/Ca,,8.823,added
FL18DTO01,jcpNotes::Sr/Ca,,"±0.019, 2s, n=50",added
FL18DTO01,jcpUsed::Sr/Ca,,1,added
FL18DTO01,datum::Sr/Ca,,0,added
FL18DTO01,coralExtensionRate::Sr/Ca,,6,added
FL18DTO01,coralExtensionRateNotes::Sr/Ca,,0.6(±0.08) cm/yr,added
FL18DTO01,createdBy::Sr/Ca,,CoralHydro2k,added
FL18DTO02,pub2_author,"Hickey, D., Reich, C. D., DeLong, K. L., Poore, R. Z. and Brock, J. C. ","Hickey, D., Reich, C. D., DeLong, K. L., Poore, R. Z. and Brock, J. C.",changed
FL18DTO02,pub2_title,Holocene core logs and site methods for modern reef and head-coral cores: Dry Tortugas Nat,Holocene core logs and site methods for modern reef and head-coral cores: Dry Tortugas Nat,changed
FL18DTO02,number::Sr/Ca,1,2,changed
FL18DTO02,number::year,2,1,changed
FL18DTO02,dataSource,,https://coastal.er.usgs.gov/data-release/doi-P90M2W6D/,added
FL18DTO02,createdBy::year,,CoralHydro2k,added
FL18DTO02,variableType::Sr/Ca,,measured,added
FL18DTO02,proxy::Sr/Ca,,Sr/Ca,added
FL18DTO02,jcpCorrected::Sr/Ca,,0,added
FL18DTO02,jcpMeasured::Sr/Ca,,8.823,added
FL18DTO02,jcpNotes::Sr/Ca,,"±0.019, 2s, n=50",added
FL18DTO02,jcpUsed::Sr/Ca,,1,added
FL18DTO02,datum::Sr/Ca,,0,added
FL18DTO02,coralExtensionRate::Sr/Ca,,7.7,added
FL18DTO02,coralExtensionRateNotes::Sr/Ca,,0.77(±0.11) cm/yr,added
FL18DTO02,createdBy::Sr/Ca,,CoralHydro2k,added
FL18DTO03,pub2_title,Collection methods and descriptions of coral cores extracted from massive corals in Dry To,Collection methods and descriptions of coral cores extracted from massive corals in Dry To,changed
FL18DTO03,number::Sr/Ca,1,2,changed
FL18DTO03,number::year,2,1,changed
FL18DTO03,dataSource,,https://coastal.er.usgs.gov/data-release/doi-P90M2W6D/,added
FL18DTO03,createdBy::year,,CoralHydro2k,added
FL18DTO03,variableType::Sr/Ca,,measured,added
FL18DTO03,proxy::Sr/Ca,,Sr/Ca,added
FL18DTO03,jcpCorrected::Sr/Ca,,0,added
FL18DTO03,jcpMeasured::Sr/Ca,,8.823,added
FL18DTO03,jcpNotes::Sr/Ca,,"±0.019, 2s, n=50",added
FL18DTO03,jcpUsed::Sr/Ca,,1,added
FL18DTO03,datum::Sr/Ca,,0,added
FL18DTO03,coralExtensionRate::Sr/Ca,,11.1,added
FL18DTO03,coralExtensionRateNotes::Sr/Ca,,1.11(±0.12) cm/yr,added
FL18DTO03,createdBy::Sr/Ca,,CoralHydro2k,added
FL18DTO04,pub2_title,Collection methods and descriptions of coral cores extracted from massive corals in Dry To,Collection methods and descriptions of coral cores extracted from massive corals in Dry To,changed
FL18DTO04,number::Sr/Ca,1,2,changed
FL18DTO04,number::year,2,1,changed
FL18DTO04,dataSource,,https://coastal.er.usgs.gov/data-release/doi-P90M2W6D/,added
FL18DTO04,createdBy::year,,CoralHydro2k,added
FL18DTO04,variableType::Sr/Ca,,measured,added
FL18DTO04,proxy::Sr/Ca,,Sr/Ca,added
FL18DTO04,jcpCorrected::Sr/Ca,,0,added
FL18DTO04,jcpMeasured::Sr/Ca,,8.823,added
FL18DTO04,jcpNotes::Sr/Ca,,"±0.019, 2s, n=50",added
FL18DTO04,jcpUsed::Sr/Ca,,1,added
FL18DTO04,datum::Sr/Ca,,0,added
FL18DTO04,coralExtensionRate::Sr/Ca,,8.3,added
FL18DTO04,coralExtensionRateNotes::Sr/Ca,,0.83(±0.17) cm/yr,added
FL18DTO04,createdBy::Sr/Ca,,CoralHydro2k,added
FL24MAR01,(whole dataset),,NEW RECORD,new
GA23SHI01,(whole dataset),,NEW RECORD,new
GE22LOM01,(whole dataset),,NEW RECORD,new
GO08BER01,pub3_citation,"Goodkin, N. F. 2007. Geochemistry of slowgrowing corals: Reconstructing sea surface temper","Goodkin, N. F. 2007. Geochemistry of slow‐growing corals: Reconstructing sea surface tempe",changed
GO08BER01,number::d18O,1,2,changed
GO08BER01,measurementTableName::year,measurementTable6,measurementTable4,changed
GO08BER01,TSid::year,RWqz8crf9DhuitnXX,Rcm0nBYRpV1TO8ZNx,changed
GO08BER01,hasTimeTsid::year,RWqz8crf9DhuitnXX,Rcm0nBYRpV1TO8ZNx,changed
GO08BER01,number::year,2,1,changed
GO08BER01,N::year,2304,218,changed
GO08BER01,SUM::year,4361812.66,411911,changed
GO08BER01,analyticalError::Sr/Ca,0.27,0.11,changed
GO08BER01,number::Sr/Ca,1,3,changed
GO08BER01,jcpCorrected::d18O,NA,0,changed
GO08BER01,jcpUsed::d18O,NA,0,changed
GO08BER01,analyticalError::uncertainty,0.27,,removed
GO08BER01,analyticalErrorUnits::uncertainty,% RSD,,removed
GO08BER01,archiveSpecies::uncertainty,Diploria labyrinthiformis,,removed
GO08BER01,ch2kCoreCode::uncertainty,GO08BER01,,removed
GO08BER01,coralExtensionRate::uncertainty,3.8,,removed
GO08BER01,coralExtensionRateNotes::uncertainty,3.8 mm/yr,,removed
GO08BER01,coralHydro2kGroup::uncertainty,1,,removed
GO08BER01,coreName::uncertainty,BB001,,removed
GO08BER01,isAnomaly::uncertainty,0,,removed
GO08BER01,isComposite::uncertainty,0,,removed
GO08BER01,isPrimary::uncertainty,FALSE,,removed
GO08BER01,jcpCorrected::uncertainty,0,,removed
GO08BER01,jcpMeasured::uncertainty,NA,,removed
GO08BER01,jcpUsed::uncertainty,0,,removed
GO08BER01,longName::uncertainty,SrCa,,removed
GO08BER01,measurementMaterial::uncertainty,Sr/Ca,,removed
GO08BER01,measurementTableName::uncertainty,measurementTable6,,removed
GO08BER01,medianRes12k::uncertainty,NA,,removed
GO08BER01,notes::uncertainty,See Goodkin et al 2005 for interannual Sr/Ca calibration,,removed
GO08BER01,samplingResolution::uncertainty,0.33 mm,,removed
GO08BER01,TSid::uncertainty,GO08BER01_SrCaUncertainty,GO08BER01_SrCa_err,changed
GO08BER01,primaryAgeColumn::uncertainty,FALSE,,removed
GO08BER01,hasTimeTsid::uncertainty,RWqz8crf9DhuitnXX,,removed
GO08BER01,interpretation::uncertainty,NA; climate; NA; climate,,removed
GO08BER01,calibration::uncertainty,Hydrostation S (local); 10.1; 0.86; -0.0358; 0.0018,,removed
GO08BER01,hasResolution::uncertainty,bimonthly_uneven,,removed
GO08BER01,number::uncertainty,1,5,changed
GO08BER01,maxYear::uncertainty,1999.58,,removed
GO08BER01,distinctYearsInCommonEra::uncertainty,219,,removed
GO08BER01,dataSource,,https://www.ncdc.noaa.gov/paleo/study/6115,added
GO08BER01,createdBy::year,,CoralHydro2k,added
GO08BER01,variableType::d18O,,measured,added
GO08BER01,proxy::d18O,,d18O,added
GO08BER01,datum::d18O,,0,added
GO08BER01,createdBy::d18O,,CoralHydro2k,added
GO08BER01,variableType::Sr/Ca,,measured,added
GO08BER01,proxy::Sr/Ca,,Sr/Ca,added
GO08BER01,datum::Sr/Ca,,0,added
GO08BER01,createdBy::Sr/Ca,,CoralHydro2k,added
GO08BER01,variableType::uncertainty,,measured,added
GO08BER01,uncertaintyFor::uncertainty,,Sr/Ca,added
GO08BER01,createdBy::uncertainty,,CoralHydro2k,added
GO12SBV01,samplingNotes::d18O,continuous milling ,continuous milling,changed
GO12SBV01,number::d18O,1,2,changed
GO12SBV01,number::year,2,1,changed
