dataset,field,old,new,kind
OS13NGP01,coralExtensionRate::d18O,,18.3,added
OS13NGP01,coralExtensionRateNotes::d18O,,18.3 +/- 3.9 mm/yr,added
OS13NGP01,createdBy::d18O,,CoralHydro2k,added
OS13NLP01,geo_description,"open lagoon, patch reef,4.3 km from land, and 3 km from open ocean","open lagoon, patch reef,~4.3 km from land, and ~3 km from open ocean",changed
OS13NLP01,number::d18O,1,2,changed
OS13NLP01,number::year,2,1,changed
OS13NLP01,createdBy::year,,CoralHydro2k,added
OS13NLP01,variableType::d18O,,measured,added
OS13NLP01,proxy::d18O,,d18O,added
OS13NLP01,jcpCorrected::d18O,,0,added
OS13NLP01,jcpUsed::d18O,,0,added
OS13NLP01,datum::d18O,,0,added
OS13NLP01,coralExtensionRate::d18O,,18.5,added
OS13NLP01,coralExtensionRateNotes::d18O,,18.5 +/- 3.3 mm/yr,added
OS13NLP01,createdBy::d18O,,CoralHydro2k,added
OS14RIP01,geo_description,"narrowly restricted lagoon, soft reef, restricted embayment with terrestrial inputs likely","narrowly restricted lagoon, soft reef, restricted embayment with terrestrial inputs likely",changed
OS14RIP01,notes::d18O,Multiple linear regression analyses using monthly (non-detrended) anomalies for coral and ,Multiple linear regression analyses using monthly (non-detrended) anomalies for coral and ,changed
OS14RIP01,number::d18O,1,2,changed
OS14RIP01,number::year,2,1,changed
OS14RIP01,createdBy::year,,CoralHydro2k,added
OS14RIP01,variableType::d18O,,measured,added
OS14RIP01,proxy::d18O,,d18O,added
OS14RIP01,jcpCorrected::d18O,,0,added
OS14RIP01,jcpUsed::d18O,,0,added
OS14RIP01,coralExtensionRate::d18O,,20.5,added
OS14RIP01,coralExtensionRateNotes::d18O,,20.5 +/- 3.3 mm/yr,added
OS14RIP01,createdBy::d18O,,CoralHydro2k,added
OS14UCP01,geo_description,"open ocean, fringing reef, minimal terrestrial inputs, experiences direct exchange with th","open ocean, fringing reef, minimal terrestrial inputs, experiences direct exchange with th",changed
OS14UCP01,notes::d18O,Multiple linear regression analyses using monthly (not detrended) anomalies for coral and ,Multiple linear regression analyses using monthly (not detrended) anomalies for coral and ,changed
OS14UCP01,number::d18O,1,2,changed
OS14UCP01,number::year,2,1,changed
OS14UCP01,createdBy::year,,CoralHydro2k,added
OS14UCP01,variableType::d18O,,measured,added
OS14UCP01,proxy::d18O,,d18O,added
OS14UCP01,jcpCorrected::d18O,,0,added
OS14UCP01,jcpUsed::d18O,,0,added
OS14UCP01,coralExtensionRate::d18O,,13.6,added
OS14UCP01,coralExtensionRateNotes::d18O,,13.6 +/- 2.0 mm/yr,added
OS14UCP01,createdBy::d18O,,CoralHydro2k,added
PE22MAR01,(whole dataset),,NEW RECORD,new
PE24ROC01,(whole dataset),,NEW RECORD,new
PF04PBA01,pub1_citation,"Pfeiffer, M., Dullo, W.-C. and Eisenhauer, A. 2004. Variability of the Intertropical Conve","Pfeiffer, M., Dullo, W.-C. and Eisenhauer, A. 2004. Variability of the Intertropical Conve",changed
PF04PBA01,number::d18O,1,2,changed
PF04PBA01,number::year,2,1,changed
PF04PBA01,createdBy::year,,CoralHydro2k,added
PF04PBA01,variableType::d18O,,measured,added
PF04PBA01,proxy::d18O,,d18O,added
PF04PBA01,jcpCorrected::d18O,,0,added
PF04PBA01,jcpUsed::d18O,,0,added
PF04PBA01,coralExtensionRate::d18O,,14.5,added
PF04PBA01,coralExtensionRateNotes::d18O,,14 - 15 mm,added
PF04PBA01,createdBy::d18O,,CoralHydro2k,added
PF17CHA01,(whole dataset),,NEW RECORD,new
PF17CHA02,(whole dataset),,NEW RECORD,new
PF17CHA03,(whole dataset),,NEW RECORD,new
PF17SEY01,(whole dataset),,NEW RECORD,new
PF19LAR01,pub2_citation,"Pfeiffer, M., Timm, O., Dullo, W.-C. and Podlech, S. 2004. Oceanic forcing of interannual ","Pfeiffer, M., Timm, O., Dullo, W.-C. and Podlech, S. 2004. Oceanic forcing of interannual ",changed
PF19LAR01,pub2_title,Oceanic forcing of interannual and multidecadal climate variability in the southwestern In,Oceanic forcing of interannual and multidecadal climate variability in the southwestern In,changed
PF19LAR01,number::d18O,1,2,changed
PF19LAR01,number::year,2,1,changed
PF19LAR01,analyticalError::Sr/Ca,0.01,0.06,changed
PF19LAR01,number::Sr/Ca,1,2,changed
PF19LAR01,createdBy::year,,CoralHydro2k,added
PF19LAR01,variableType::d18O,,measured,added
PF19LAR01,proxy::d18O,,d18O,added
PF19LAR01,jcpCorrected::d18O,,0,added
PF19LAR01,jcpMeasured::d18O,,8.83,added
PF19LAR01,jcpUsed::d18O,,1,added
PF19LAR01,datum::d18O,,0,added
PF19LAR01,coralExtensionRate::d18O,,11,added
PF19LAR01,coralExtensionRateNotes::d18O,,11 mm (1996-1900) and 5-8 mm (< 1900),added
PF19LAR01,createdBy::d18O,,CoralHydro2k,added
PF19LAR01,variableType::Sr/Ca,,measured,added
PF19LAR01,proxy::Sr/Ca,,Sr/Ca,added
PF19LAR01,jcpCorrected::Sr/Ca,,0,added
PF19LAR01,jcpMeasured::Sr/Ca,,8.83,added
PF19LAR01,jcpUsed::Sr/Ca,,1,added
PF19LAR01,datum::Sr/Ca,,0,added
PF19LAR01,coralExtensionRate::Sr/Ca,,11,added
PF19LAR01,coralExtensionRateNotes::Sr/Ca,,11 mm (1996-1900) and 5-8 mm (< 1900),added
PF19LAR01,createdBy::Sr/Ca,,CoralHydro2k,added
PF25ENG01,(whole dataset),,NEW RECORD,new
PR22KAH01,(whole dataset),,NEW RECORD,new
PR22KAH02,(whole dataset),,NEW RECORD,new
QU06RAB01,number::d18O,1,2,changed
QU06RAB01,measurementTableName::year,measurementTable2,measurementTable1,changed
QU06RAB01,TSid::year,R32cFCbSkv4nFrBLs,RKPDhhIZuPGHzzKPw,changed
QU06RAB01,hasTimeTsid::year,R32cFCbSkv4nFrBLs,RKPDhhIZuPGHzzKPw,changed
QU06RAB01,number::year,2,1,changed
QU06RAB01,analyticalError::Sr/Ca,0.0065,0.06,changed
QU06RAB01,number::Sr/Ca,1,3,changed
QU06RAB01,createdBy::year,,CoralHydro2k,added
QU06RAB01,variableType::d18O,,measured,added
QU06RAB01,proxy::d18O,,d18O,added
QU06RAB01,jcpCorrected::d18O,,0,added
QU06RAB01,jcpNotes::d18O,,"JCP did not exist, but laboratory standards were intercalibrated by TIMS at the University",added
QU06RAB01,jcpUsed::d18O,,0,added
QU06RAB01,datum::d18O,,0,added
QU06RAB01,coralExtensionRate::d18O,,13,added
QU06RAB01,coralExtensionRateNotes::d18O,,~13 mm/year,added
QU06RAB01,createdBy::d18O,,CoralHydro2k,added
QU06RAB01,variableType::Sr/Ca,,measured,added
QU06RAB01,proxy::Sr/Ca,,Sr/Ca,added
QU06RAB01,jcpCorrected::Sr/Ca,,0,added
QU06RAB01,jcpNotes::Sr/Ca,,"JCP did not exist, but laboratory standards were intercalibrated by TIMS at the University",added
QU06RAB01,jcpUsed::Sr/Ca,,0,added
QU06RAB01,datum::Sr/Ca,,0,added
QU06RAB01,coralExtensionRate::Sr/Ca,,13,added
QU06RAB01,coralExtensionRateNotes::Sr/Ca,,~13 mm/year,added
QU06RAB01,createdBy::Sr/Ca,,CoralHydro2k,added
QU96ESV01,pub1_citation,"Quinn, T. M., Crowley, T. J. and Taylor, F. W. 1996 New stable isotope results from a 173-","Quinn, T. M., Crowley, T. J. and Taylor, F. W. 1996 New stable isotope results from a 173-",changed
QU96ESV01,pub2_citation,"Quinn, T. M., Taylor, F. W. and Crowley, T. J. 1993. A 173 year stable isotope record from","Quinn, T. M., Taylor, F. W. and Crowley, T. J. 1993. A 173 year stable isotope record from",changed
QU96ESV01,number::d18O,1,2,changed
QU96ESV01,number::year,2,1,changed
QU96ESV01,createdBy::year,,CoralHydro2k,added
QU96ESV01,variableType::d18O,,measured,added
QU96ESV01,proxy::d18O,,d18O,added
QU96ESV01,jcpCorrected::d18O,,0,added
QU96ESV01,jcpUsed::d18O,,0,added
QU96ESV01,createdBy::d18O,,CoralHydro2k,added
RA17PAL01,(whole dataset),,NEW RECORD,new
RA19PAI01,number::d18O,1,2,changed
RA19PAI01,measurementTableName::year,measurementTable2,measurementTable1,changed
RA19PAI01,TSid::year,RDdxtQJyiSOdBKYcC,RfqRZ3Bmf0m4HY3xX,changed
RA19PAI01,hasTimeTsid::year,RDdxtQJyiSOdBKYcC,RfqRZ3Bmf0m4HY3xX,changed
RA19PAI01,number::year,2,1,changed
RA19PAI01,analyticalError::Sr/Ca,0.018,0.07,changed
RA19PAI01,number::Sr/Ca,1,3,changed
RA19PAI01,createdBy::year,,CoralHydro2k,added
RA19PAI01,variableType::d18O,,measured,added
RA19PAI01,proxy::d18O,,d18O,added
RA19PAI01,jcpCorrected::d18O,,0,added
RA19PAI01,jcpMeasured::d18O,,8.824,added
RA19PAI01,jcpNotes::d18O,,"Bulk coral powder reference material JCp‐1 (Okai et al., 2001) with a consensus Sr/Ca valu",added
RA19PAI01,jcpUsed::d18O,,1,added
RA19PAI01,datum::d18O,,0,added
RA19PAI01,coralExtensionRate::d18O,,13,added
RA19PAI01,coralExtensionRateNotes::d18O,,1.3 cm/year,added
RA19PAI01,createdBy::d18O,,CoralHydro2k,added
RA19PAI01,variableType::Sr/Ca,,measured,added
RA19PAI01,proxy::Sr/Ca,,Sr/Ca,added
RA19PAI01,jcpCorrected::Sr/Ca,,0,added
RA19PAI01,jcpMeasured::Sr/Ca,,8.824,added
RA19PAI01,jcpNotes::Sr/Ca,,"Bulk coral powder reference material JCp‐1 (Okai et al., 2001) with a consensus Sr/Ca valu",added
RA19PAI01,jcpUsed::Sr/Ca,,1,added
RA19PAI01,datum::Sr/Ca,,0,added
RA19PAI01,coralExtensionRate::Sr/Ca,,13,added
RA19PAI01,coralExtensionRateNotes::Sr/Ca,,1.3 cm/year,added
RA19PAI01,createdBy::Sr/Ca,,CoralHydro2k,added
RA20TAI01,pub1_author,"Ramos, R. D., Goodkin, N. F. and Fan, T.Y.","Ramos, R. D., Goodkin, N. F. and Fan, T.‐Y.",changed
RA20TAI01,pub1_citation,"Ramos, R. D., Goodkin, N. F. and Fan, T.Y. 2020. Coral records at the northern edge of the","Ramos, R. D., Goodkin, N. F. and Fan, T.‐Y. 2020. Coral records at the northern edge of th",changed
RA20TAI01,number::d18O,1,2,changed
RA20TAI01,measurementTableName::year,measurementTable2,measurementTable1,changed
RA20TAI01,TSid::year,RLOqgj0NNCqzd2zDb,Re6BmWi2KGjKepiYe,changed
RA20TAI01,hasTimeTsid::year,RLOqgj0NNCqzd2zDb,Re6BmWi2KGjKepiYe,changed
RA20TAI01,number::year,2,1,changed
RA20TAI01,analyticalError::Sr/Ca,0.018,0.07,changed
RA20TAI01,number::Sr/Ca,1,3,changed
RA20TAI01,createdBy::year,,CoralHydro2k,added
RA20TAI01,variableType::d18O,,measured,added
RA20TAI01,proxy::d18O,,d18O,added
RA20TAI01,jcpCorrected::d18O,,0,added
RA20TAI01,jcpMeasured::d18O,,8.824,added
RA20TAI01,jcpNotes::d18O,,from stds analyzed over a 2-yr period,added
RA20TAI01,jcpUsed::d18O,,1,added
RA20TAI01,datum::d18O,,0,added
RA20TAI01,coralExtensionRate::d18O,,12,added
RA20TAI01,coralExtensionRateNotes::d18O,,1.2 cm/year,added
RA20TAI01,createdBy::d18O,,CoralHydro2k,added
RA20TAI01,variableType::Sr/Ca,,measured,added
RA20TAI01,proxy::Sr/Ca,,Sr/Ca,added
RA20TAI01,jcpCorrected::Sr/Ca,,0,added
RA20TAI01,jcpMeasured::Sr/Ca,,8.824,added
RA20TAI01,jcpNotes::Sr/Ca,,from stds analyzed over a 2-yr period,added
RA20TAI01,jcpUsed::Sr/Ca,,1,added
RA20TAI01,datum::Sr/Ca,,0,added
RA20TAI01,coralExtensionRate::Sr/Ca,,12,added
RA20TAI01,coralExtensionRateNotes::Sr/Ca,,1.2 cm/year,added
RA20TAI01,createdBy::Sr/Ca,,CoralHydro2k,added
RE18CAY01,analyticalError::d18O,NA,0.06,changed
RE18CAY01,samplingNotes::d18O,"punch drill,  10 samples/year, adjusted path as needed to follow corallite wall","punch drill, ~ 10 samples/year, adjusted path as needed to follow corallite wall",changed
RE18CAY01,number::d18O,1,4,changed
RE18CAY01,measurementTableName::year,measurementTable5,measurementTable4,changed
RE18CAY01,TSid::year,RBQ3pu62e3hqxrOfC,RiSNxVhMyQYXrE8Oa,changed
RE18CAY01,hasTimeTsid::year,RBQ3pu62e3hqxrOfC,RiSNxVhMyQYXrE8Oa,changed
RE18CAY01,number::year,2,1,changed
RE18CAY01,analyticalError::Sr/Ca,0.15,0.06,changed
RE18CAY01,samplingNotes::Sr/Ca,"punch drill,  10 samples/year, adjusted path as needed to follow corallite wall","punch drill, ~ 10 samples/year, adjusted path as needed to follow corallite wall",changed
RE18CAY01,number::Sr/Ca,1,3,changed
RE18CAY01,coralExtensionRateNotes::Sr/Ca,5.07 mm/yr (0.84 mm),5.07 mm/yr (±0.84 mm),changed
RE18CAY01,coralExtensionRateNotes::d18O,5.07 mm/yr (0.84 mm),5.07 mm/yr (±0.84 mm),changed
RE18CAY01,jcpCorrected::d18O,NA,0,changed
RE18CAY01,jcpMeasured::d18O,NA,8.855,changed
RE18CAY01,jcpUsed::d18O,NA,1,changed
RE18CAY01,createdBy::year,,CoralHydro2k,added
RE18CAY01,variableType::d18O,,measured,added
RE18CAY01,proxy::d18O,,d18O,added
RE18CAY01,jcpNotes::d18O,,The average Sr/Ca value of the JCp-1 standard from multiple measurements on the same day a,added
RE18CAY01,datum::d18O,,0,added
RE18CAY01,createdBy::d18O,,CoralHydro2k,added
RE18CAY01,variableType::Sr/Ca,,measured,added
RE18CAY01,proxy::Sr/Ca,,Sr/Ca,added
RE18CAY01,datum::Sr/Ca,,0,added
RE18CAY01,createdBy::Sr/Ca,,CoralHydro2k,added
RE19GBR01,pub1_citation,"Reed, E. V., Cole, J. E., Lough, J. M. Thompson, D. M. and Cantin, N. E. 2019. Linking cli","Reed, E. V., Cole, J. E., Lough, J. M. Thompson, D. M. and Cantin, N. E. 2019. Linking cli",changed
RE19GBR01,number::d18O,1,2,changed
RE19GBR01,measurementTableName::year,measurementTable2,measurementTable1,changed
RE19GBR01,TSid::year,R3hAVBEc6uAJRYmP5,RCZJE28GHdpfWnxjY,changed
RE19GBR01,hasTimeTsid::year,R3hAVBEc6uAJRYmP5,RCZJE28GHdpfWnxjY,changed
RE19GBR01,number::year,2,1,changed
RE19GBR01,analyticalError::Sr/Ca,0.023,0.08,changed
RE19GBR01,number::Sr/Ca,1,3,changed
RE19GBR01,createdBy::year,,CoralHydro2k,added
RE19GBR01,variableType::d18O,,measured,added
RE19GBR01,proxy::d18O,,d18O,added
RE19GBR01,jcpCorrected::d18O,,0,added
RE19GBR01,jcpMeasured::d18O,,8.84,added
RE19GBR01,jcpUsed::d18O,,1,added
RE19GBR01,datum::d18O,,0,added
RE19GBR01,coralExtensionRate::d18O,,21.4,added
RE19GBR01,coralExtensionRateNotes::d18O,,21.4 mm/year,added
RE19GBR01,createdBy::d18O,,CoralHydro2k,added
RE19GBR01,variableType::Sr/Ca,,measured,added
RE19GBR01,proxy::Sr/Ca,,Sr/Ca,added
RE19GBR01,jcpCorrected::Sr/Ca,,0,added
RE19GBR01,jcpMeasured::Sr/Ca,,8.84,added
RE19GBR01,jcpUsed::Sr/Ca,,1,added
RE19GBR01,datum::Sr/Ca,,0,added
RE19GBR01,coralExtensionRate::Sr/Ca,,21.4,added
RE19GBR01,coralExtensionRateNotes::Sr/Ca,,21.4 mm/year,added
RE19GBR01,createdBy::Sr/Ca,,CoralHydro2k,added
RE19GBR02,pub1_citation,"Reed, E. V., Cole, J. E., Lough, J. M. Thompson, D. M. and Cantin, N. E. 2019. Linking cli","Reed, E. V., Cole, J. E., Lough, J. M. Thompson, D. M. and Cantin, N. E. 2019. Linking cli",changed
RE19GBR02,number::d18O,1,2,changed
RE19GBR02,number::year,2,1,changed
RE19GBR02,analyticalError::Sr/Ca,0.023,0.08,changed
RE19GBR02,number::Sr/Ca,1,2,changed
RE19GBR02,createdBy::year,,CoralHydro2k,added
RE19GBR02,variableType::d18O,,measured,added
RE19GBR02,proxy::d18O,,d18O,added
RE19GBR02,jcpCorrected::d18O,,0,added
RE19GBR02,jcpMeasured::d18O,,8.84,added
RE19GBR02,jcpUsed::d18O,,1,added
RE19GBR02,datum::d18O,,0,added
RE19GBR02,coralExtensionRate::d18O,,19.3,added
RE19GBR02,coralExtensionRateNotes::d18O,,19.3 mm/year,added
RE19GBR02,createdBy::d18O,,CoralHydro2k,added
RE19GBR02,variableType::Sr/Ca,,measured,added
RE19GBR02,proxy::Sr/Ca,,Sr/Ca,added
RE19GBR02,jcpCorrected::Sr/Ca,,0,added
RE19GBR02,jcpMeasured::Sr/Ca,,8.84,added
RE19GBR02,jcpUsed::Sr/Ca,,1,added
RE19GBR02,datum::Sr/Ca,,0,added
RE19GBR02,coralExtensionRate::Sr/Ca,,19.3,added
RE19GBR02,coralExtensionRateNotes::Sr/Ca,,19.3 mm/year,added
RE19GBR02,createdBy::Sr/Ca,,CoralHydro2k,added
RE19GBR03,pub1_citation,"Reed, E. V., Cole, J. E., Lough, J. M. Thompson, D. M. and Cantin, N. E. 2019. Linking cli","Reed, E. V., Cole, J. E., Lough, J. M. Thompson, D. M. and Cantin, N. E. 2019. Linking cli",changed
RE19GBR03,number::d18O,1,2,changed
RE19GBR03,number::year,2,1,changed
RE19GBR03,analyticalError::Sr/Ca,0.023,0.08,changed
RE19GBR03,number::Sr/Ca,1,2,changed
RE19GBR03,createdBy::year,,CoralHydro2k,added
RE19GBR03,variableType::d18O,,measured,added
RE19GBR03,proxy::d18O,,d18O,added
RE19GBR03,jcpCorrected::d18O,,0,added
RE19GBR03,jcpMeasured::d18O,,8.84,added
RE19GBR03,jcpUsed::d18O,,1,added
RE19GBR03,datum::d18O,,0,added
RE19GBR03,coralExtensionRate::d18O,,13.4,added
RE19GBR03,coralExtensionRateNotes::d18O,,13.4 mm/year,added
RE19GBR03,createdBy::d18O,,CoralHydro2k,added
RE19GBR03,variableType::Sr/Ca,,measured,added
RE19GBR03,proxy::Sr/Ca,,Sr/Ca,added
RE19GBR03,jcpCorrected::Sr/Ca,,0,added
RE19GBR03,jcpMeasured::Sr/Ca,,8.84,added
RE19GBR03,jcpUsed::Sr/Ca,,1,added
RE19GBR03,datum::Sr/Ca,,0,added
RE19GBR03,coralExtensionRate::Sr/Ca,,13.4,added
RE19GBR03,coralExtensionRateNotes::Sr/Ca,,13.4 mm/year,added
RE19GBR03,createdBy::Sr/Ca,,CoralHydro2k,added
RE19GBR04,pub1_citation,"Reed, E. V., Cole, J. E., Lough, J. M. Thompson, D. M. and Cantin, N. E. 2019. Linking cli","Reed, E. V., Cole, J. E., Lough, J. M. Thompson, D. M. and Cantin, N. E. 2019. Linking cli",changed
RE19GBR04,number::Sr/Ca,1,2,changed
RE19GBR04,number::year,2,1,changed
RE19GBR04,createdBy::year,,CoralHydro2k,added
RE19GBR04,variableType::Sr/Ca,,measured,added
RE19GBR04,proxy::Sr/Ca,,Sr/Ca,added
RE19GBR04,jcpCorrected::Sr/Ca,,0,added
RE19GBR04,jcpMeasured::Sr/Ca,,8.84,added
RE19GBR04,jcpUsed::Sr/Ca,,1,added
RE19GBR04,datum::Sr/Ca,,0,added
RE19GBR04,coralExtensionRate::Sr/Ca,,14.9,added
RE19GBR04,coralExtensionRateNotes::Sr/Ca,,14.9 mm/year,added
RE19GBR04,createdBy::Sr/Ca,,CoralHydro2k,added
RE19GBR05,pub1_citation,"Reed, E. V., Cole, J. E., Lough, J. M. Thompson, D. M. and Cantin, N. E. 2019. Linking cli","Reed, E. V., Cole, J. E., Lough, J. M. Thompson, D. M. and Cantin, N. E. 2019. Linking cli",changed
RE19GBR05,number::Sr/Ca,1,2,changed
RE19GBR05,number::year,2,1,changed
RE19GBR05,createdBy::year,,CoralHydro2k,added
RE19GBR05,variableType::Sr/Ca,,measured,added
RE19GBR05,proxy::Sr/Ca,,Sr/Ca,added
RE19GBR05,jcpCorrected::Sr/Ca,,0,added
RE19GBR05,jcpMeasured::Sr/Ca,,8.84,added
RE19GBR05,jcpUsed::Sr/Ca,,1,added
RE19GBR05,datum::Sr/Ca,,0,added
RE19GBR05,coralExtensionRate::Sr/Ca,,17.1,added
RE19GBR05,coralExtensionRateNotes::Sr/Ca,,17.1 mm/year,added
RE19GBR05,createdBy::Sr/Ca,,CoralHydro2k,added
RI10PBL01,pub1_title,Impact of monsoon-driven surface ocean processes on a coral off Port Blair on the Andaman ,Impact of monsoon-driven surface ocean processes on a coral off Port Blair on the Andaman ,changed
RI10PBL01,number::d18O,1,2,changed
RI10PBL01,number::year,2,1,changed
RI10PBL01,createdBy::year,,CoralHydro2k,added
RI10PBL01,variableType::d18O,,measured,added
RI10PBL01,proxy::d18O,,d18O,added
RI10PBL01,jcpCorrected::d18O,,0,added
RI10PBL01,jcpUsed::d18O,,0,added
RI10PBL01,datum::d18O,,0,added
RI10PBL01,coralExtensionRate::d18O,,11.9,added
RI10PBL01,coralExtensionRateNotes::d18O,,11.9 mm/yr,added
RI10PBL01,createdBy::d18O,,CoralHydro2k,added
RO19MAR01,pub1_citation,"Rodriguez, L. G., Cohen, A. L., Ramirez, W., Oppo, D. W., Pourmand, A., Edwards, R. L.,  A","Rodriguez, L. G., Cohen, A. L., Ramirez, W., Oppo, D. W., Pourmand, A., Edwards, R. L.,  A",changed
RO19MAR01,pub1_title,"MidHolocene, CoralBased Sea Surface Temperatures in the Western Tropical Atlantic","Mid‐Holocene, Coral‐Based Sea Surface Temperatures in the Western Tropical Atlantic",changed
RO19MAR01,number::Sr/Ca,1,2,changed
RO19MAR01,number::year,2,1,changed
RO19MAR01,createdBy::year,,CoralHydro2k,added
RO19MAR01,variableType::Sr/Ca,,measured,added
RO19MAR01,proxy::Sr/Ca,,Sr/Ca,added
RO19MAR01,jcpCorrected::Sr/Ca,,0,added
RO19MAR01,jcpUsed::Sr/Ca,,0,added
RO19MAR01,datum::Sr/Ca,,0,added
RO19MAR01,coralExtensionRate::Sr/Ca,,5.4,added
RO19MAR01,coralExtensionRateNotes::Sr/Ca,,5.4 mm/yr,added
RO19MAR01,createdBy::Sr/Ca,,CoralHydro2k,added
RO19PAR01,pub1_citation,"Rodriguez, L. G., Cohen, A. L., Ramirez, W., Oppo, D. W., Pourmand, A., Edwards, R. L.,  A","Rodriguez, L. G., Cohen, A. L., Ramirez, W., Oppo, D. W., Pourmand, A., Edwards, R. L.,  A",changed
RO19PAR01,pub1_title,"MidHolocene, CoralBased Sea Surface Temperatures in the Western Tropical Atlantic","Mid‐Holocene, Coral‐Based Sea Surface Temperatures in the Western Tropical Atlantic",changed
RO19PAR01,pub3_citation,"Watanabe, T., Winter, A. and Oba, T. 2001. Seasonal changes in sea surface temperature and","Watanabe, T., Winter, A. and Oba, T. 2001. Seasonal changes in sea surface temperature and",changed
RO19PAR01,number::Sr/Ca,1,2,changed
RO19PAR01,number::year,2,1,changed
RO19PAR01,createdBy::year,,CoralHydro2k,added
RO19PAR01,variableType::Sr/Ca,,measured,added
RO19PAR01,proxy::Sr/Ca,,Sr/Ca,added
RO19PAR01,jcpCorrected::Sr/Ca,,0,added
RO19PAR01,jcpUsed::Sr/Ca,,0,added
RO19PAR01,datum::Sr/Ca,,0,added
RO19PAR01,createdBy::Sr/Ca,,CoralHydro2k,added
RO19YUC01,pub1_citation,"Rodriguez, L. G., Cohen, A. L., Ramirez, W., Oppo, D. W., Pourmand, A., Edwards, R. L.,  A","Rodriguez, L. G., Cohen, A. L., Ramirez, W., Oppo, D. W., Pourmand, A., Edwards, R. L.,  A",changed
RO19YUC01,pub1_title,"MidHolocene, CoralBased Sea Surface Temperatures in the Western Tropical Atlantic","Mid‐Holocene, Coral‐Based Sea Surface Temperatures in the Western Tropical Atlantic",changed
RO19YUC01,pub2_journal,Paleoceanography ,Paleoceanography,changed
RO19YUC01,number::Sr/Ca,1,3,changed
RO19YUC01,measurementTableName::year,measurementTable3,measurementTable1,changed
RO19YUC01,TSid::year,RqW3bks6VMh7RsdFm,RYpogOad7TrMkksso,changed
RO19YUC01,hasTimeTsid::year,RqW3bks6VMh7RsdFm,RYpogOad7TrMkksso,changed
RO19YUC01,number::year,2,1,changed
RO19YUC01,analyticalError::uncertainty,NA,,removed
RO19YUC01,archiveSpecies::uncertainty,Siderastrea siderea,,removed
RO19YUC01,ch2kCoreCode::uncertainty,RO19YUC01,,removed
RO19YUC01,coralExtensionRate::uncertainty,5.4,,removed
RO19YUC01,coralExtensionRateNotes::uncertainty,5.4 mm/yr,,removed
RO19YUC01,coralHydro2kGroup::uncertainty,7,,removed
RO19YUC01,coreName::uncertainty,Jardin A,,removed
RO19YUC01,isAnomaly::uncertainty,0,,removed
RO19YUC01,isComposite::uncertainty,0,,removed
RO19YUC01,isPrimary::uncertainty,FALSE,,removed
RO19YUC01,jcpCorrected::uncertainty,0,,removed
RO19YUC01,jcpMeasured::uncertainty,NA,,removed
RO19YUC01,jcpUsed::uncertainty,0,,removed
RO19YUC01,longName::uncertainty,SrCa,,removed
RO19YUC01,measurementMaterial::uncertainty,Sr/Ca,,removed
RO19YUC01,measurementTableName::uncertainty,measurementTable3,,removed
RO19YUC01,medianRes12k::uncertainty,NA,,removed
RO19YUC01,notes::uncertainty,focused more on Sr/U calibrations,,removed
RO19YUC01,samplingNotes::uncertainty,dental drill fitted with a 0.3 mm diamond bit,,removed
RO19YUC01,samplingResolution::uncertainty,0.5 mm,,removed
RO19YUC01,TSid::uncertainty,RO19YUC01_SrCaUncertainty,RO19YUC01_SrCa_err,changed
RO19YUC01,primaryAgeColumn::uncertainty,FALSE,,removed
RO19YUC01,hasTimeTsid::uncertainty,RqW3bks6VMh7RsdFm,,removed
RO19YUC01,calibration::uncertainty,HadISST,,removed
RO19YUC01,hasResolution::uncertainty,annual,,removed
RO19YUC01,number::uncertainty,1,4,changed
RO19YUC01,createdBy::year,,CoralHydro2k,added
RO19YUC01,variableType::Sr/Ca,,measured,added
RO19YUC01,proxy::Sr/Ca,,Sr/Ca,added
RO19YUC01,datum::Sr/Ca,,0,added
RO19YUC01,createdBy::Sr/Ca,,CoralHydro2k,added
RO19YUC01,variableType::uncertainty,,measured,added
RO19YUC01,uncertaintyFor::uncertainty,,Sr/Ca,added
RO19YUC01,createdBy::uncertainty,,CoralHydro2k,added
SA16CLA01,number::d18O,1,2,changed
SA16CLA01,number::year,2,1,changed
SA16CLA01,createdBy::year,,CoralHydro2k,added
SA16CLA01,variableType::d18O,,measured,added
SA16CLA01,proxy::d18O,,d18O,added
SA16CLA01,jcpCorrected::d18O,,0,added
SA16CLA01,jcpUsed::d18O,,0,added
SA16CLA01,datum::d18O,,0,added
SA16CLA01,coralExtensionRate::d18O,,5,added
SA16CLA01,coralExtensionRateNotes::d18O,,4-6 mm/yr,added
SA16CLA01,createdBy::d18O,,CoralHydro2k,added
SA18GBR01,analyticalErrorUnits::Sr/Ca,% RSD,%RSD,changed
SA18GBR01,number::Sr/Ca,1,2,changed
SA18GBR01,number::year,2,1,changed
SA18GBR01,createdBy::year,,CoralHydro2k,added
SA18GBR01,variableType::Sr/Ca,,measured,added
SA18GBR01,proxy::Sr/Ca,,Sr/Ca,added
SA18GBR01,jcpCorrected::Sr/Ca,,0,added
SA18GBR01,jcpMeasured::Sr/Ca,,8.81,added
SA18GBR01,jcpUsed::Sr/Ca,,1,added
SA18GBR01,datum::Sr/Ca,,0,added
SA18GBR01,createdBy::Sr/Ca,,CoralHydro2k,added
