tsid,dataSetName,class,suggested_action,suggested_value,decision,sheet_value,csm_value,flat_private,flat_shared,is_member,sheet_membership,on_qc_tab,file_value_in_sheet_vocabulary
IC13BOCG04A,IC13BOCG,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TO,,,TRUE,TRUE,TRUE,FALSE
IC13OPAN01A,IC13OPAN,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"DVD, TO",,,TRUE,TRUE,TRUE,FALSE
IC13PALD01A,IC13PALD,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC13ST0101A,IC13ST01,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC13ST0401A,IC13ST04,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC13ST0501A,IC13ST05,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC13ST1201A,IC13ST12,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC13ST1301A,IC13ST13,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC13ST1501A,IC13ST15,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC13ST2101A,IC13ST21,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC13ST2201A,IC13ST22,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC13ST2401A,IC13ST24,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC13ST9101A,IC13ST91,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC13STN701A,IC13STN7,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC13STN801A,IC13STN8,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC13STSP01A,IC13STSP,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC13STWD02A,IC13STWD,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC13THFE01A,IC13THFE,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
SAm_035_iso2k,IC13THQU,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"RN, IAM",,,TRUE,TRUE,TRUE,FALSE
IC14EKVK00A,IC14EKVK,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC14VL1K01A,IC14VL1K,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC15GANK01A,IC15GANK,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TO,,,TRUE,TRUE,TRUE,FALSE
IC15MANE00A,IC15MANE,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC15MANE01B,IC15MANE,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC16GOBP01A,IC16GOBP,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC16WE1701A,IC16WE17,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC16WE1901A,IC16WE19,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC16WE2001A,IC16WE20,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC16WE2201A,IC16WE22,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC16WE2301A,IC16WE23,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC16WE2701A,IC16WE27,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC16WE2801A,IC16WE28,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC16WE3001A,IC16WE30,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC16WENG00A,IC16WENG,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC17BERI01A,IC17BERI,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC17EK4K01A,IC17EK4K,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC17EKN101A,IC17EKN1,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC17KOEL00B,IC17KOEL,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TO,,,TRUE,TRUE,TRUE,FALSE
IC17KOEL00D,IC17KOEL,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TO,,,TRUE,TRUE,TRUE,FALSE
IC76FIDE01A,IC76FIDE,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC76FIDE02A,IC76FIDE,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TP,,,TRUE,TRUE,TRUE,FALSE
IC82STVE01A,IC82STVE,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TO,,,TRUE,TRUE,TRUE,FALSE
IC82STVE01B,IC82STVE,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TO,,,TRUE,TRUE,TRUE,FALSE
IC82STVE01C,IC82STVE,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TO,,,TRUE,TRUE,TRUE,FALSE
IC85LAD201A,IC85LAD2,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC92HOML01A,IC92HOML,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TO,,,TRUE,TRUE,TRUE,FALSE
IC93BAGI01A,IC93BAGI,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC93BAGI02A,IC93BAGI,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TO,,,TRUE,TRUE,TRUE,FALSE
IC94THDP01A,IC94THDP,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC95FI8701A,IC95FI87,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC95THHU01B_iso2k,IC95THHU,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TO,,,TRUE,TRUE,TRUE,FALSE
IC95THHU02A_iso2k,IC95THHU,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TO,,,TRUE,TRUE,TRUE,FALSE
IC95THHU02B_iso2k,IC95THHU,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TO,,,TRUE,TRUE,TRUE,FALSE
IC95THHU02C_iso2k,IC95THHU,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TO,,,TRUE,TRUE,TRUE,FALSE
IC96ISE901A,IC96ISE9,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC96MOSS01A,IC96MOSS,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC97GRGI01A,IC97GRGI,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC97THGL01A,IC97THGL,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TO,,,TRUE,TRUE,TRUE,FALSE
IC98FIPE01A,IC98FIPE,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DVD,,,TRUE,TRUE,TRUE,FALSE
IC99OE0101A,IC99OE01,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC99OE0201A,IC99OE02,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC99OE0301A,IC99OE03,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC99OE0401A,IC99OE04,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC99OE0502A,IC99OE05,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC99OE0601A,IC99OE06,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC99OE0702A,IC99OE07,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC99OE0801A,IC99OE08,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC99OE0901A,IC99OE09,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
IC99OE1001A,IC99OE10,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AO,,,TRUE,TRUE,TRUE,FALSE
S2LRmFyj5UzbmJ,Jaragucave.Novello.2017,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"CH,CR",,,TRUE,TRUE,TRUE,FALSE
S2LRCb8IVUAAAd,Jiuxiancave.Cai.2010,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"CH, CR",,,TRUE,TRUE,TRUE,FALSE
S2LRhTtQNZMrVu,KNI-51.Denniston.2013,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"CH, CR",,,TRUE,TRUE,TRUE,FALSE
LS02ROSA-dup,LS02ROSA,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,BK_20191230,,,TRUE,TRUE,TRUE,FALSE
LS13KOLA01A,LS13KOLA,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,ET,,,TRUE,TRUE,TRUE,FALSE
LS13WASU01B,LS13WASU,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,ET,,,TRUE,TRUE,TRUE,FALSE
LS14ATJU01A,LS14ATJU,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AA,,,TRUE,,FALSE,FALSE
LS14ATJU01B,LS14ATJU,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,ET,,,TRUE,,FALSE,FALSE
LS14KOSA01A,LS14KOSA,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,ET,,,TRUE,TRUE,TRUE,FALSE
LS96CUPUb,LS96CUPU,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DK,,,TRUE,TRUE,TRUE,FALSE
LS98CUPE,LS98CUPE,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DK,,,TRUE,TRUE,TRUE,FALSE
LS99CUVAb,LS99CUVA,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DK,,,TRUE,TRUE,TRUE,FALSE
LS99CUVAc,LS99CUVA,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,DK,,,TRUE,TRUE,TRUE,FALSE
WEB98bf1888,LagunaPumacocha.Bird.2011,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,CR,,,TRUE,TRUE,TRUE,FALSE
LPDa57620f7bb,Leviathan.Lachniet.2014,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,CR,,,TRUE,TRUE,TRUE,FALSE
LPD17fc7c77,LimeLake.Steinman.2016,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,CR,,,TRUE,TRUE,TRUE,FALSE
LPDd6c25776,LimeLake.Steinman.2016,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,CR,,,TRUE,TRUE,TRUE,FALSE
WEB2606fc74,MS07JRGM,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,LJ 20/02/2019,,,TRUE,TRUE,TRUE,FALSE
MS07LSPG01b,MS07LSPG,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,LJ 20/02/2019,,,TRUE,TRUE,TRUE,FALSE
MS07LSSP01b,MS07LSSP,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,LJ 20/02/2019,,,TRUE,TRUE,TRUE,FALSE
MS07MMNP01b,MS07MMNP,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,REMOVE,,,TRUE,TRUE,TRUE,FALSE
MS09DOIP01b,MS09DOIP,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,LJ 12/12/2018,,,TRUE,TRUE,TRUE,FALSE
MS09TRFD01b,MS09TRFD,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,LJ 12/12/2018,,,TRUE,TRUE,TRUE,FALSE
MS10BLMS01b,MS10BLMS,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,LJ 12/12/2018 isotope data have depth,,,TRUE,TRUE,TRUE,FALSE
MS10JTMA001,MS10JTMA,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,GL and LJ,,,TRUE,TRUE,TRUE,FALSE
MS11ANMN01b,MS11ANMN,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,LJ 12/12/2018,,,TRUE,TRUE,TRUE,FALSE
MS11ANMS01b,MS11ANMS,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,LJ 12/12/2018,,,TRUE,TRUE,TRUE,FALSE
MS11CSCN01b,MS11CSCN,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,LJ 12/12/2018,,,TRUE,TRUE,TRUE,FALSE
MS11CSCS01b,MS11CSCS,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,LJ 12/12/2018,,,TRUE,TRUE,TRUE,FALSE
MS12CCCH01b,MS12CCCH,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,LJ 12/12/2018,,,TRUE,TRUE,TRUE,FALSE
MS14MOLS01b,MS14MOLS,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,LJ 12/12/2018,,,TRUE,TRUE,TRUE,FALSE
MS14MOLS02b,MS14MOLS,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,LJ 12/12/2018,,,TRUE,TRUE,TRUE,FALSE
MS14MORR01b,MS14MORR,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,LJ 12/12/2018,,,TRUE,TRUE,TRUE,FALSE
MS14CCBC01b,MS15VIBC,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,LJ 12/12/2018,,,TRUE,TRUE,TRUE,FALSE
S2LR9DSUVgi2FG,MacalChasm.Akers.2016,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"CH, CR",,,TRUE,TRUE,TRUE,FALSE
S2LRE5ZXEOA0gV,MacalChasm.Akers.2016,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"CH, CR",,,TRUE,TRUE,TRUE,FALSE
WEB85c563b9,MiddenCluster2.Harbert.2018,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AD,,,TRUE,,FALSE,FALSE
WEBc9823492,MiddenCluster2.Harbert.2018,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,AD,,,TRUE,,FALSE,FALSE
lcR3ODiGVrOdeMTGOjO,MoonLake.Laird.1996,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,CH,,,TRUE,TRUE,TRUE,FALSE
WEB88fe721c,Nar.Roberts.2016,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,SHA,,,TRUE,TRUE,TRUE,FALSE
WEB75eec6a6,NevadaPrecip.Hughes.1996,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,SHA,,,TRUE,TRUE,TRUE,FALSE
S2LRKkd7T4UOdy,Paraisocave.Wang.2017,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"CH, CR",,,TRUE,TRUE,TRUE,FALSE
WEBb3fd19e6,RebeccaLagoon.Saunders.2012,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,CH,,,TRUE,TRUE,TRUE,FALSE
SP05MAAT01A,SP05MAAT,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,LCB,,,TRUE,TRUE,TRUE,FALSE
SP12FOAT01A,SP12FOAT,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,MF (31/12/19),,,TRUE,TRUE,TRUE,FALSE
SP13SUSA01A,SP13SUSA,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TP,,,TRUE,TRUE,TRUE,FALSE
Ocean2kHR_126_iso2k,SS03HAJA,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,KLD (12/31/19); DMT (12/31/19),,,TRUE,TRUE,TRUE,FALSE
Ocean2kHR_128_iso2k,SS03HAJA,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,KLD (12/31/19); DMT (12/31/19),,,TRUE,TRUE,TRUE,FALSE
S2LRuTFfyRE5aJ,Sahiyacave.Sinha.2015,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"CH, CR",,,TRUE,TRUE,TRUE,FALSE
S2LRFanjoqsyzm,Shatucacave.Bustamante.2016,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"CH,CR",,,TRUE,TRUE,TRUE,FALSE
TR06TRBO00,TR06TRBO,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"OCh-S, ZK, SM",,,TRUE,TRUE,TRUE,FALSE
TR07RECA01,TR07RECA,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"OCh-S, ZK, SM",,,TRUE,TRUE,TRUE,FALSE
TR07REVI01,TR07REVI,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"OCh-S, ZK, SM",,,TRUE,TRUE,TRUE,FALSE
TR08HORA01,TR08HORA,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"OCh-S, ZK, SM",,,TRUE,TRUE,TRUE,FALSE
TR08THCO00,TR08THCO,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"OCh-S, ZK, SM",,,TRUE,TRUE,TRUE,FALSE
TR08VOOL00,TR08VOOL,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"OCh-S, ZK, SM",,,TRUE,TRUE,TRUE,FALSE
TR10ANMO00,TR10ANMO,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"OCh-S, ZK, SM",,,TRUE,TRUE,TRUE,FALSE
TR11BAPU02,TR11BAPU,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"OCh-S, ZK, SM",,,TRUE,TRUE,TRUE,FALSE
TR11BAVO01,TR11BAVO,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TP,,,TRUE,TRUE,TRUE,FALSE
TR11BAVO02,TR11BAVO,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"OCh-S, ZK, SM",,,TRUE,TRUE,TRUE,FALSE
WEB7c902e21,TR11GRTP,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TP,,,TRUE,TRUE,TRUE,FALSE
TR11MAJA01,TR11MAJA,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"OCh-S, ZK, SM",,,TRUE,TRUE,TRUE,FALSE
TR11MAJA02,TR11MAJA,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"OCh-S, ZK, SM",,,TRUE,TRUE,TRUE,FALSE
TR11MAPE01,TR11MAPE,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"OCh-S, ZK, SM",,,TRUE,TRUE,TRUE,FALSE
WEB3638db18,TR11SAHU00,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"OCh-S, ZK, SM",,,TRUE,TRUE,TRUE,FALSE
TR11SIMO01,TR11SIMO,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"OCh-S, ZK, SM",,,TRUE,TRUE,TRUE,FALSE
TR11XUPH01,TR11XUPH,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"OCh-S, ZK, SM",,,TRUE,TRUE,TRUE,FALSE
TR11XUPH02,TR11XUPH,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"OCh-S, ZK, SM",,,TRUE,TRUE,TRUE,FALSE
TR11XUPH03,TR11XUPH,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"OCh-S, ZK, SM",,,TRUE,TRUE,TRUE,FALSE
TR11XUPH04,TR11XUPH,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"OCh-S, ZK, SM",,,TRUE,TRUE,TRUE,FALSE
TR11XUPH05,TR11XUPH,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"OCh-S, ZK, SM",,,TRUE,TRUE,TRUE,FALSE
TR11XUPH06,TR11XUPH,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"OCh-S, ZK, SM",,,TRUE,TRUE,TRUE,FALSE
TR11XUPH07,TR11XUPH,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"OCh-S, ZK, SM",,,TRUE,TRUE,TRUE,FALSE
WEB9ec53927,TR12BECO,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TP,,,TRUE,TRUE,TRUE,FALSE
WEB1fa7c61b,TR12BRBO,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TP,,,TRUE,TRUE,TRUE,FALSE
TR12SAMU01,TR12SAMU,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"OCh-S, ZK, SM",,,TRUE,TRUE,TRUE,FALSE
TR12SAMU02,TR12SAMU,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"OCh-S, ZK, SM",,,TRUE,TRUE,TRUE,FALSE
TR12SAMU03,TR12SAMU,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"OCh-S, ZK, SM",,,TRUE,TRUE,TRUE,FALSE
TR12SAMU04,TR12SAMU,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"OCh-S, ZK, SM",,,TRUE,TRUE,TRUE,FALSE
TR12SAMU05,TR12SAMU,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"OCh-S, ZK, SM",,,TRUE,TRUE,TRUE,FALSE
TR12SAMU06,TR12SAMU,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,"OCh-S, ZK, SM",,,TRUE,TRUE,TRUE,FALSE
WEB1393eb44,TR13JOAR,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TP,,,TRUE,TRUE,TRUE,FALSE
WEB2a8bacaa,TR13JOAR,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TP,,,TRUE,TRUE,TRUE,FALSE
WEB942f4ab3,TR13JOAR,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TP,,,TRUE,TRUE,TRUE,FALSE
WEBbe879e76,TR13JOAR,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TP,,,TRUE,TRUE,TRUE,FALSE
WEBc909cb91,TR13JOAR,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TP,,,TRUE,TRUE,TRUE,FALSE
WEBd4a1702f,TR13JOAR,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TP,,,TRUE,TRUE,TRUE,FALSE
WEB68260459,TR13JOJS,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TP,,,TRUE,TRUE,TRUE,FALSE
WEB79b7abaa,TR13JOJS,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TP,,,TRUE,TRUE,TRUE,FALSE
WEB9251bbf1,TR13JOJS,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TP,,,TRUE,TRUE,TRUE,FALSE
WEBb58581f1,TR13JOJS,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TP,,,TRUE,TRUE,TRUE,FALSE
WEBf2452ae3,TR13JOJS,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TP,,,TRUE,TRUE,TRUE,FALSE
WEBfbf93fe8,TR13JOJS,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TP,,,TRUE,TRUE,TRUE,FALSE
WEB7105d7a6,TR13JOPC,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TP,,,TRUE,TRUE,TRUE,FALSE
WEB81ca9328,TR13JOPC,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TP,,,TRUE,TRUE,TRUE,FALSE
WEB93ccadc2,TR13JOPC,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TP,,,TRUE,TRUE,TRUE,FALSE
WEBa9c47a40,TR13JOPC,"csm only, sheet never had it",remove from hydroclimate2k csm; not this compilation's value,,,,TP,,,TRUE,TRUE,TRUE,FALSE
