family,term,suggested_category,suggested_canonical,suggested_scope,decision,canonical_if_synonym,nick_notes,rationale,note,aliases,alias_n_filled,alias_compilations,in_convo,ts_name,convo_type,same_across_dataset,n_compilations,ubiquity,compilations,n_filled,fill_rate,max_distinct,n_shared_tsids,n_conflict,n_conflict_subst,conflict_rate,example_values
elevation,elevation,synonym,geo_elevation,,,,,convo maps this QC column to canonical 'geo_elevation',30 substantive cross-compilation conflicts,,290025,CoralHydro2k;FreeSoda;GBRCD;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;hydroclimate2k;iso2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,TRUE,geo_elevation,numeric,TRUE,0,0,,0,0,0,82055,30,30,4e-4,-6 | -0.5 | -0.7 | -7
hasUncertainty,hasUncertainty,synonym,paleoData_hasUncertainty,,,,,convo maps this QC column to canonical 'paleoData_hasUncertainty',,,7,CoralHydro2k,TRUE,paleoData_hasUncertainty,character,FALSE,0,0,,0,0,0,,,,,AL16PUR01_SrCaUncertainty | AL16PUR02_SrCaUncertainty | AL16YUC01_SrCaUncertainty | BO14HTI01_SrCaUncertainty
hydroclimate 2k Certification,hydroclimate 2k Certification,synonym,paleoData_hydroclimate2kCertification,,,,,convo maps this QC column to canonical 'paleoData_hydroclimate2kCertification',,,142,hydroclimate2k,TRUE,paleoData_hydroclimate2kCertification,character,FALSE,0,0,,0,0,0,,,,,GF | KG | LA - revised Iso2k metadata | KE
inCompilation,inCompilation,synonym,paleoData_inCompilation,,,,,convo maps this QC column to canonical 'paleoData_inCompilation',2 substantive cross-compilation conflicts,,1622,FreeSoda;LakeStatus21k;Temp24k;test,TRUE,paleoData_inCompilation,character,FALSE,0,0,,0,0,0,20,2,2,0.1,Temp12k | Tverse | Arc2k_v1.1.1 | PAGES2k_v2.0.0
inThisCompilation,inThisCompilation,synonym,inCompilationBeta_struct,,,,,convo maps this QC column to canonical 'inCompilationBeta_struct',608 substantive cross-compilation conflicts,,34287,CoralHydro2k;FreeSoda;GBRCD;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;hydroclimate2k;iso2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,TRUE,inCompilationBeta_struct,inCompilation,FALSE,0,0,,0,0,0,8051,608,608,0.0755,TRUE
inferredMaterial,inferredMaterial,synonym,paleoData_inferredMaterial,,,,,convo maps this QC column to canonical 'paleoData_inferredMaterial',8 substantive cross-compilation conflicts,,3099,hydroclimate2k;iso2k,TRUE,paleoData_inferredMaterial,character,FALSE,0,0,,0,0,0,579,8,8,0.0138,surface seawater | sea water | precipitation | lake water
isComposite,isComposite,synonym,paleoData_isComposite,,,,,convo maps this QC column to canonical 'paleoData_isComposite',,,304,CoralHydro2k,TRUE,paleoData_isComposite,character,FALSE,0,0,,0,0,0,,,,,1 | 0
iso2kUI,iso2kUI,synonym,paleoData_iso2kUI,,,,,convo maps this QC column to canonical 'paleoData_iso2kUI',,,1411,hydroclimate2k;iso2k,TRUE,paleoData_iso2kUI,character,FALSE,0,0,,0,0,0,601,0,0,0,CO03CHBA01A | CO03CHBU01A | CO04MGNG01A | CO06MOPE01A
isotopeInterpretation*_equilibriumEvidence,isotopeInterpretation1_equilibriumEvidence,synonym,paleoData_equilibriumEvidence,,,,,convo maps this QC column to canonical 'paleoData_equilibriumEvidence',,,136,iso2k,TRUE,paleoData_equilibriumEvidence,character,FALSE,0,0,,0,0,0,,,,,"Core-top d18O values for ostracods and gastropods are close to calculated equilibrium values for calcite and aragonite, respectively | Comparison with lake water d18O | comparison of theoretical carbaontes precipitated from modern waters | Using Leng and Marshall's (2004) expression of Kim and O'Neil's (1997) equation, the surface sediment 18O value of 6.2? (core top taken in 1999) and 18O water of 8.1? (average between 1997 and 2001, Table 2) suggests precipitation temperatures of around 23C, higher than the measured mean annual air temperature of 18C."
lat,lat,synonym,geo_latitude,,,,,convo maps this QC column to canonical 'geo_latitude',58 substantive cross-compilation conflicts,,297030,CoralHydro2k;FreeSoda;GBRCD;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;hydroclimate2k;iso2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,TRUE,geo_latitude,numeric,TRUE,0,0,,0,0,0,84056,58,58,7e-4,-0.13 | -6.53 | -3.18 | -2.37
link to lipdverse,link to lipdverse,synonym,lipdverseLink,,,,,convo maps this QC column to canonical 'lipdverseLink',25269 substantive cross-compilation conflicts,,230266,CoralHydro2k;FreeSoda;GBRCD;HoloceneHydroclimate;Hydro21k;hydroclimate2k;iso2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,TRUE,lipdverseLink,character,TRUE,0,0,,0,0,0,82351,25269,25269,0.3068,https://lipdverse.org/data/ch2kAB08MEN01/1_0_3 | https://lipdverse.org/data/ch2kAB15BHB01/1_0_3 | https://lipdverse.org/data/ch2kAB20MEN01/1_0_3 | https://lipdverse.org/data/ch2kAB20MEN02/1_0_3
lon,lon,synonym,geo_longitude,,,,,convo maps this QC column to canonical 'geo_longitude',58 substantive cross-compilation conflicts,,297030,CoralHydro2k;FreeSoda;GBRCD;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;hydroclimate2k;iso2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,TRUE,geo_longitude,numeric,TRUE,0,0,,0,0,0,84056,58,58,7e-4,98.52 | 105.63 | 100.517 | 99.745
meanHoloceneValue,meanHoloceneValue,synonym,paleoData_meanValue12k,,,,,convo maps this QC column to canonical 'paleoData_meanValue12k',15 substantive cross-compilation conflicts,,176183,FreeSoda;HoloceneHydroclimate;Hydro21k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;PalMod;Temp24k;test,TRUE,paleoData_meanValue12k,numeric,FALSE,0,0,,0,0,0,76396,15,15,2e-4,2.65631068 | 20.4961165 | 1.12962963 | 4.218153846
measurementMaterial,measurementMaterial,synonym,paleoData_measurementMaterial,,,,,convo maps this QC column to canonical 'paleoData_measurementMaterial',1 substantive cross-compilation conflicts,,2252,hydroclimate2k;iso2k,TRUE,paleoData_measurementMaterial,character,FALSE,0,0,,0,0,0,637,1,1,0.0016,coral | Sr/Ca | seawater | d18O
measurementMaterialDetail,measurementMaterialDetail,synonym,paleoData_measurementMaterialDetail,,,,,convo maps this QC column to canonical 'paleoData_measurementMaterialDetail',3 substantive cross-compilation conflicts,,921,hydroclimate2k;iso2k,TRUE,paleoData_measurementMaterialDetail,character,FALSE,0,0,,0,0,0,365,3,3,0.0082,aragonite | d18Oseawater calculated from d18O and Sr/Ca | PC1 | PC2
medianHoloceneResolution,medianHoloceneResolution,synonym,paleoData_medianRes12k,,,,,convo maps this QC column to canonical 'paleoData_medianRes12k',52 substantive cross-compilation conflicts,,242607,FreeSoda;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;RapidArcticWarming;Temp24k;test,TRUE,paleoData_medianRes12k,numeric,FALSE,0,0,,0,0,0,79794,52,52,7e-4,0.15 | 2.43 | 2.12 | 0.31
mostRecentCompilations,mostRecentCompilations,synonym,paleoData_mostRecentCompilations,,,,,convo maps this QC column to canonical 'paleoData_mostRecentCompilations',3091 substantive cross-compilation conflicts,,19047,FreeSoda;HoloceneAbruptChange;hydroclimate2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;Temp24k,TRUE,paleoData_mostRecentCompilations,character,FALSE,0,0,,0,0,0,4682,3091,3091,0.6602,"Temp12k-1_2_0 | Temp12k-1_0_2 | wNAm-1_0_0, Temp12k-1_2_0 | wNAm-1_0_0"
nominalResolution,nominalResolution,synonym,hasResolution_nominal,,,,,convo maps this QC column to canonical 'hasResolution_nominal',,,285,CoralHydro2k,TRUE,hasResolution_nominal,character,FALSE,0,0,,0,0,0,,,,,monthly | bimonthly_uneven | monthly_uneven | quarterly_uneven
ocean,ocean,synonym,geo_ocean,,,,,convo maps this QC column to canonical 'geo_ocean',,,304,CoralHydro2k,TRUE,geo_ocean,character,TRUE,0,0,,0,0,0,,,,,Indian Ocean | Atlantic Ocean | Pacific Ocean | Red Sea
ocean2,ocean2,synonym,geo_ocean2,,,,,convo maps this QC column to canonical 'geo_ocean2',,,100,CoralHydro2k,TRUE,geo_ocean2,character,TRUE,0,0,,0,0,0,,,,,Caribbean Sea | Gulf of Mexico | South China Sea | Indonesian Seas
paleoDataNotes,paleoDataNotes,synonym,paleoData_notes,,,,,convo maps this QC column to canonical 'paleoData_notes',146 substantive cross-compilation conflicts,,173329,CoralHydro2k;FreeSoda;GBRCD;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;Temp24k;test,TRUE,paleoData_notes,character,FALSE,0,0,,0,0,0,54985,157,146,0.0029,"Composite of three cores: PG01-A-2, TN99-A-4, TM01-A-10. | monthly correlations not reported, instead used IOD season | Note: Length of coral record increased for Abram et al., 2020 publication relative to Abram et al., 2015 | Note: Chronology of coral updated for Abram et al., 2020 publication relative to Gagan et al., 2015"
primaryTimeseries,primaryTimeseries,synonym,paleoData_primaryTimeseries,,,,,convo maps this QC column to canonical 'paleoData_primaryTimeseries',,,139455,FreeSoda;HoloceneAbruptChange;hydroclimate2k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;PalMod;SISAL-LiPD;Temp24k,TRUE,paleoData_primaryTimeseries,character,FALSE,0,0,,0,0,0,56004,0,0,0,FALSE | TRUE
proxy,proxy,synonym,paleoData_proxy,,,,,convo maps this QC column to canonical 'paleoData_proxy',30 substantive cross-compilation conflicts,,214866,FreeSoda;GBRCD;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;hydroclimate2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,TRUE,paleoData_proxy,character,FALSE,0,0,,0,0,0,69930,30,30,4e-4,foraminifera | n-alkane | Mg/Ca | sedimentation rate
proxyDetail,proxyDetail,synonym,paleoData_proxyDetail,,,,,convo maps this QC column to canonical 'paleoData_proxyDetail',1 substantive cross-compilation conflicts,,175996,FreeSoda;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,TRUE,paleoData_proxyDetail,character,FALSE,0,0,,0,0,0,57849,4,1,1e-4,planktic foraminifera calcite | assemblage | planktic foraminifera assemblage | bulk sediment
proxyGeneral,proxyGeneral,synonym,paleoData_proxyGeneral,,,,,convo maps this QC column to canonical 'paleoData_proxyGeneral',13636 substantive cross-compilation conflicts,,213386,FreeSoda;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,TRUE,paleoData_proxyGeneral,character,FALSE,0,0,,0,0,0,69733,13636,13636,0.1955,other microfossil | Mg/Ca | alkenone | pollen
pub*_authors,pub1_authors,synonym,pub1_author,,,,,convo maps this QC column to canonical 'pub1_author',25 substantive cross-compilation conflicts,,192259,CoralHydro2k;FreeSoda;GBRCD;HoloceneHydroclimate;Hydro21k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;RapidArcticWarming;SISAL-LiPD;Temp24k;test,TRUE,pub1_author,author,TRUE,0,0,,0,0,0,74862,514,25,0.0069,"Abram, N. J., Gagan, M. K., Cole, J. E., Hantoro, W. S. and Mudelsee, M. | Abram, N. J., Dixon, B. C., Rosevear, M. G., Plunkett, B., Gagan, M. K., Hantoro, W. S. and Phipps, S. J. | Abram, N.J., Wright, N.M., Ellis, B., Dixon, B. C., Wurtzel, J. B., England, M. H., Ummenhofer, C. C., Philibosian, B., Cahyarini, S. Y., Yu, T.-L., Shen, C.-C., Cheng, H., Edwards, R. L. and Heslop, D. | Alpert, A. E., Cohen, A. L., Oppo, D. W., DeCarlo, T. M., Gaetani, G. A., Hernandez-Delgado, E. A., Winter, A. and Gonneea, M. E."
pub*_authors,pub2_authors,synonym,pub2_author,,,,,convo maps this QC column to canonical 'pub2_author',,,379,GBRCD,TRUE,pub2_author,author,TRUE,0,0,,0,0,0,,,,,"Alibert, C. & McCulloch, M.T. | Chakraborty, S., Ramesh, R. & Lough, J.M. | Wang, Z., Li, J., Wei, G., Deng, W., Chen, X., Zeng, T., Wang, X., Ma, J., Zhang, L., Tu, X., Wang, Q. & McCulloch, M. | Chen, X., Deng, W., Kang, H., Zeng, T., Zhang, L., Zhao, J.-x. & Wei, G."
pub*_authors,pub3_authors,synonym,pub3_author,,,,,convo maps this QC column to canonical 'pub3_author',,,50,GBRCD,TRUE,pub3_author,author,TRUE,0,0,,0,0,0,,,,,"Druffel, E.R.M. & Griffin, S. | Gagan, M.K., Chivas, A.R. & Isdale, P.J. | Leonard, N.D., Welsh, K.J., Lough, J.M., Feng, Y.x., Pandolfi, J.M., Clark, T.R. & Zhao, J.x. | D'Olivo, J.P. & McCulloch, M."
seasonGeneral,seasonGeneral,synonym,climateInterpretation1_seasonalityGeneral,,,,,convo maps this QC column to canonical 'climateInterpretation1_seasonalityGeneral',87 substantive cross-compilation conflicts,,207703,FreeSoda;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,TRUE,climateInterpretation1_seasonalityGeneral,character,FALSE,0,0,,0,0,0,68512,559,87,0.0082,summerOnly | annual | summer+ | Annual
seasonality,seasonality,synonym,climateInterpretation1_seasonality,,,,,convo maps this QC column to canonical 'climateInterpretation1_seasonality',90 substantive cross-compilation conflicts,,207714,FreeSoda;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;hydroclimate2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,TRUE,climateInterpretation1_seasonality,character,FALSE,0,0,,0,0,0,67606,102,90,0.0015,May | Annual | Jul | Winter
secondarySiteName,secondarySiteName,synonym,geo_secondarySiteName,,,,,convo maps this QC column to canonical 'geo_secondarySiteName',,,197,CoralHydro2k,TRUE,geo_secondarySiteName,character,TRUE,0,0,,0,0,0,,,,,West Sumatra | Sunda Strait | Tinopo | Siruamata
sensorSpecies,sensorSpecies,synonym,paleoData_sensorSpecies,,,,,convo maps this QC column to canonical 'paleoData_sensorSpecies',,,1199,GBRCD;hydroclimate2k,TRUE,paleoData_sensorSpecies,character,FALSE,0,0,,0,0,0,,,,,Porites mayeri | Porites sp. | Isopora palifera | Porites lutea
siteName,siteName,synonym,geo_siteName,,,,,convo maps this QC column to canonical 'geo_siteName',165 substantive cross-compilation conflicts,,296967,CoralHydro2k;FreeSoda;GBRCD;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;hydroclimate2k;iso2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,TRUE,geo_siteName,character,TRUE,0,0,,0,0,0,84035,174,165,0.0021,"Mentawai Islands, Indonesia | Batu Hitam Beach, Indonesia | Mona Island, Puerto Rico | Pinacles Reef, Puerto Rico"
units,units,synonym,paleoData_units,,,,,convo maps this QC column to canonical 'paleoData_units',21 substantive cross-compilation conflicts,,292859,CoralHydro2k;FreeSoda;GBRCD;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;hydroclimate2k;iso2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,TRUE,paleoData_units,character,FALSE,0,0,,0,0,0,83451,21,21,3e-4,permil | mmol/mol | percent | months/year
variableName,variableName,synonym,paleoData_variableName,,,,,convo maps this QC column to canonical 'paleoData_variableName',205 substantive cross-compilation conflicts,,297030,CoralHydro2k;FreeSoda;GBRCD;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;hydroclimate2k;iso2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,TRUE,paleoData_variableName,character,FALSE,0,0,,0,0,0,84056,303,205,0.0036,d18O | SrCa | SrCaUncertainty | SrCa_annual
variableType,variableType,synonym,paleoData_variableType,,,,,convo maps this QC column to canonical 'paleoData_variableType',,,4378,hydroclimate2k,TRUE,paleoData_variableType,character,FALSE,0,0,,0,0,0,,,,,interpolated | measured | inferred | infered
agesPerKyr,agesPerKyr,standard,,global (has conflicts -- see note),,,,used by 9/18 compilations; in convo,14 substantive cross-compilation conflicts,,28073,FreeSoda;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;LakeStatus21k;NAm21k-noPollen;RapidArcticWarming;Temp24k;test,TRUE,agesPerKyr,numeric,FALSE,9,0.5,FreeSoda;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;LakeStatus21k;NAm21k-noPollen;RapidArcticWarming;Temp24k;test,28073,0.156,958,9762,14,14,0.0014,0.9955 | 0.5078 | 0.4645 | 0.4553
archiveType,archiveType,standard,,global (has conflicts -- see note),,,,used by 18/18 compilations; in convo,19 substantive cross-compilation conflicts,,297030,CoralHydro2k;FreeSoda;GBRCD;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;hydroclimate2k;iso2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,TRUE,archiveType,character,TRUE,18,1,CoralHydro2k;FreeSoda;GBRCD;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;hydroclimate2k;iso2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,297030,1,14,84056,262,19,0.0031,coral | MarineSediment | Coral
calibration_method,calibration_method,standard,,global (has conflicts -- see note),,,,used by 12/18 compilations; in convo,1 substantive cross-compilation conflicts,,149821,CoralHydro2k;FreeSoda;GBRCD;HoloceneHydroclimate;Hydro21k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;PalMod;RapidArcticWarming;Temp24k;test,TRUE,calibration_method,character,FALSE,12,0.67,CoralHydro2k;FreeSoda;GBRCD;HoloceneHydroclimate;Hydro21k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;PalMod;RapidArcticWarming;Temp24k;test,149821,0.789,486,66324,1,1,0,OLS | MLR | RMA | RMS
calibration_seasonality,calibration_seasonality,standard,,global (has conflicts -- see note),,,,used by 10/18 compilations; in convo,1 substantive cross-compilation conflicts,,5,FreeSoda;GBRCD;HoloceneHydroclimate;Hydro21k;LakeStatus21k;NAm21k-noPollen;PalMod;RapidArcticWarming;Temp24k;test,TRUE,calibration_seasonality,character,FALSE,10,0.56,FreeSoda;GBRCD;HoloceneHydroclimate;Hydro21k;LakeStatus21k;NAm21k-noPollen;PalMod;RapidArcticWarming;Temp24k;test,5,0,2,1,1,1,1,((( 12 1 2002 ))) null /// 12 1 2 | 12 1 2002 | 7 | annual
climateInterpretation*_direction,climateInterpretation1_direction,standard,,global,,,,used by 15/18 compilations; in convo,,direction,,,TRUE,,,,15,0.83,FreeSoda;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;hydroclimate2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,211038,0.717,12,,,,,
climateInterpretation*_seasonality,climateInterpretation1_seasonality,standard,,global,,,,used by 15/18 compilations; in convo,,seasonality,,,TRUE,,,,15,0.83,FreeSoda;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;hydroclimate2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,207714,0.705,59,,,,,
climateInterpretation*_seasonalityGeneral,climateInterpretation1_seasonalityGeneral,standard,,global,,,,used by 12/18 compilations; in convo,,seasonGeneral,,,TRUE,,,,12,0.67,FreeSoda;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,207703,0.777,92,,,,,
climateInterpretation*_variable,climateInterpretation1_variable,standard,,global,,,,used by 16/18 compilations; in convo,,climateVariable,,,TRUE,,,,16,0.89,FreeSoda;GBRCD;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;hydroclimate2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,211446,0.715,26,,,,,
climateInterpretation*_variableDetail,climateInterpretation1_variableDetail,standard,,global,,,,used by 14/18 compilations; in convo,,climateVariableDetail,,,TRUE,,,,14,0.78,FreeSoda;HoloceneHydroclimate;Hydro21k;hydroclimate2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,155899,0.684,120,,,,,
createdBy,createdBy,standard,,global (has conflicts -- see note),,,,used by 13/18 compilations; in convo,3 substantive cross-compilation conflicts,,220216,CoralHydro2k;FreeSoda;HoloceneHydroclimate;Hydro21k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,TRUE,createdBy,character,TRUE,13,0.72,CoralHydro2k;FreeSoda;HoloceneHydroclimate;Hydro21k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,220216,1,10,81010,3,3,0,matlab | lipd.net | L.Thoele | github.com/nickmckay/LegacyClimate2LiPD
geo_elevation,geo_elevation,standard,,global,,,,used by 18/18 compilations; in convo,,elevation,,,TRUE,,,,18,1,CoralHydro2k;FreeSoda;GBRCD;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;hydroclimate2k;iso2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,290025,0.976,1648,,,,,
geo_gcmdLocation,geo_gcmdLocation,standard,,global,,,,used by 10/18 compilations; in convo,,countryOcean,,,TRUE,,,,10,0.56,FreeSoda;HoloceneHydroclimate;Hydro21k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;RapidArcticWarming;SISAL-LiPD;Temp24k;test,185726,0.951,206,,,,,
geo_latitude,geo_latitude,standard,,global,,,,used by 18/18 compilations; in convo,,lat,,,TRUE,,,,18,1,CoralHydro2k;FreeSoda;GBRCD;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;hydroclimate2k;iso2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,297030,1,3973,,,,,
geo_longitude,geo_longitude,standard,,global,,,,used by 18/18 compilations; in convo,,lon,,,TRUE,,,,18,1,CoralHydro2k;FreeSoda;GBRCD;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;hydroclimate2k;iso2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,297030,1,4189,,,,,
geo_siteName,geo_siteName,standard,,global,,,,used by 18/18 compilations; in convo,,siteName,,,TRUE,,,,18,1,CoralHydro2k;FreeSoda;GBRCD;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;hydroclimate2k;iso2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,296967,1,4201,,,,,
inCompilationBeta_struct,inCompilationBeta_struct,standard,,global,,,,used by 18/18 compilations; in convo,,inThisCompilation,,,TRUE,,,,18,1,CoralHydro2k;FreeSoda;GBRCD;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;hydroclimate2k;iso2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,34287,0.115,2,,,,,
lipdverseLink,lipdverseLink,standard,,global,,,,used by 17/18 compilations; in convo,,link to lipdverse,,,TRUE,,,,17,0.94,CoralHydro2k;FreeSoda;GBRCD;HoloceneHydroclimate;Hydro21k;hydroclimate2k;iso2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,230266,1,4731,,,,,
maxYear,maxYear,standard,,global (has conflicts -- see note),,,,used by 18/18 compilations; in convo,3211 substantive cross-compilation conflicts,,287977,CoralHydro2k;FreeSoda;GBRCD;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;hydroclimate2k;iso2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,TRUE,maxYear,numeric,FALSE,18,1,CoralHydro2k;FreeSoda;GBRCD;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;hydroclimate2k;iso2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,287977,0.97,3745,82253,3211,3211,0.039,1997.96 | 2012.375 | 2001.54167 | 1820.45833
minYear,minYear,standard,,global (has conflicts -- see note),,,,used by 18/18 compilations; in convo,3223 substantive cross-compilation conflicts,,287977,CoralHydro2k;FreeSoda;GBRCD;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;hydroclimate2k;iso2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,TRUE,minYear,numeric,FALSE,18,1,CoralHydro2k;FreeSoda;GBRCD;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;hydroclimate2k;iso2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,287977,0.97,2013,82253,3225,3223,0.0392,1858.29 | 1989.791666 | 1936.375 | 1770.79167
