file,dataSetName,datasetId,block,paleo,table,column,variableName,TSid,error,claim_dataSetName,claim_datasetId,action,reason,new_TSid
LS15DOSA.lpd,LS15DOSA,9dCvb7un7yim06OmoNjJ,paleoData,1,1,2,age,MATc00c25333f,,LS15DOSA,9dCvb7un7yim06OmoNjJ,keep,update: the file is the dataset holding this TSid,MATc00c25333f
LS15DOSA.lpd,LS15DOSA,9dCvb7un7yim06OmoNjJ,paleoData,1,1,3,depth,MAT7cd8053d65,,LS15DOSA,9dCvb7un7yim06OmoNjJ,keep,update: the file is the dataset holding this TSid,MAT7cd8053d65
LS15DOSA.lpd,LS15DOSA,9dCvb7un7yim06OmoNjJ,paleoData,1,1,4,d2H,LS15DOSA01B,,LS15DOSA,9dCvb7un7yim06OmoNjJ,keep,update: the file is the dataset holding this TSid,LS15DOSA01B
LS15DOSA.lpd,LS15DOSA,9dCvb7un7yim06OmoNjJ,paleoData,1,1,5,d2H,LS15DOSA01A,,LS15DOSA,9dCvb7un7yim06OmoNjJ,keep,update: the file is the dataset holding this TSid,LS15DOSA01A
LS15DOSA.lpd,LS15DOSA,9dCvb7un7yim06OmoNjJ,paleoData,1,1,6,age,,,,,mint,no TSid on the incoming column,Rx5tTM8Qz1WgsHUkR
LS15DOSA.lpd,LS15DOSA,9dCvb7un7yim06OmoNjJ,paleoData,1,1,7,d13C,,,,,mint,no TSid on the incoming column,R38CM06ugML9rrSNv
LS15DOSA.lpd,LS15DOSA,9dCvb7un7yim06OmoNjJ,paleoData,1,1,8,d13C,,,,,mint,no TSid on the incoming column,RiGLXA2Y4Na4i4vcn
LS15DOSA.lpd,LS15DOSA,9dCvb7un7yim06OmoNjJ,paleoData,1,1,9,d13C,,,,,mint,no TSid on the incoming column,RWI1ZCboDzS0UitkZ
LS15DOSA.lpd,LS15DOSA,9dCvb7un7yim06OmoNjJ,paleoData,1,1,10,d13C,,,,,mint,no TSid on the incoming column,RIKGX9vCndFlNB8I8
LS15DOSA.lpd,LS15DOSA,9dCvb7un7yim06OmoNjJ,paleoData,1,1,11,fractionC4,,,,,mint,no TSid on the incoming column,ReKGI9RjWmDzx8xKi
LS15DOSA.lpd,LS15DOSA,9dCvb7un7yim06OmoNjJ,paleoData,1,1,12,d2H,,,,,mint,no TSid on the incoming column,R19sOhGYhHQVetboj
LS15DOSA.lpd,LS15DOSA,9dCvb7un7yim06OmoNjJ,paleoData,1,1,13,d2H,,,,,mint,no TSid on the incoming column,RmZejpoQcERvEnZXV
LS15DOSA.lpd,LS15DOSA,9dCvb7un7yim06OmoNjJ,chronData,1,1,1,depth,chron1,,,,remint,TSid repeated across submissions; template reuse,RD9NEpcYVwDyYxRt0
LS15DOSA.lpd,LS15DOSA,9dCvb7un7yim06OmoNjJ,chronData,1,1,2,age14C,chron2,,,,remint,TSid repeated across submissions; template reuse,RTRPFdcLvgy04Dl2F
LS15DOSA.lpd,LS15DOSA,9dCvb7un7yim06OmoNjJ,chronData,1,1,3,SD,chron3,,,,remint,TSid repeated across submissions; template reuse,RscCn3ZxFh9lI4tnM
LS15DOSA.lpd,LS15DOSA,9dCvb7un7yim06OmoNjJ,chronData,1,1,4,fractionModern,chron4,,,,remint,TSid repeated across submissions; template reuse,RFfC70PUzbjLv9nsG
LS15DOSA.lpd,LS15DOSA,9dCvb7un7yim06OmoNjJ,chronData,1,1,5,fractionModernUncertainty,chron5,,,,remint,TSid repeated across submissions; template reuse,RJG6IZ5KAZcqxe8WV
LS15DOSA.lpd,LS15DOSA,9dCvb7un7yim06OmoNjJ,chronData,1,1,6,delta13C,chron6,,,,remint,TSid repeated across submissions; template reuse,RaCak3LtkslcTM29h
LS15DOSA.lpd,LS15DOSA,9dCvb7un7yim06OmoNjJ,chronData,1,1,7,delta13Cuncertainty,chron7,,,,remint,TSid repeated across submissions; template reuse,RJay64P2kPO5QbXEe
LS15DOSA.lpd,LS15DOSA,9dCvb7un7yim06OmoNjJ,chronData,1,1,8,thickness,chron8,,,,remint,TSid repeated across submissions; template reuse,RTmBZg2XTtWkFyukT
LS15DOSA.lpd,LS15DOSA,9dCvb7un7yim06OmoNjJ,chronData,1,1,9,labID,chron9,,,,remint,TSid repeated across submissions; template reuse,RB6QeeRd3LhjFTSQq
LS15DOSA.lpd,LS15DOSA,9dCvb7un7yim06OmoNjJ,chronData,1,1,10,materialDated,chron10,,,,remint,TSid repeated across submissions; template reuse,R37AqJLYZ9X2How4G
LS15DOSA.lpd,LS15DOSA,9dCvb7un7yim06OmoNjJ,chronData,1,1,11,activity,chron11,,,,remint,TSid repeated across submissions; template reuse,R9qhQwYCBAingqxaF
LS15DOSA.lpd,LS15DOSA,9dCvb7un7yim06OmoNjJ,chronData,1,1,12,activityUncertainty,chron12,,,,remint,TSid repeated across submissions; template reuse,Rgdksfz8QoD6sib2I
LS15DOSA.lpd,LS15DOSA,9dCvb7un7yim06OmoNjJ,chronData,1,1,13,supportedActivity,chron13,,,,remint,TSid repeated across submissions; template reuse,RJVrXKs4vggwClFvh
LS15DOSA.lpd,LS15DOSA,9dCvb7un7yim06OmoNjJ,chronData,1,1,14,x210PbModel,chron14,,,,remint,TSid repeated across submissions; template reuse,RrMQzQ8HvEHbQ4iGe
LS15DOSA.lpd,LS15DOSA,9dCvb7un7yim06OmoNjJ,chronData,1,1,15,age,chron15,,,,remint,TSid repeated across submissions; template reuse,RtnYkdIcFGUG97B58
LS15DOSA.lpd,LS15DOSA,9dCvb7un7yim06OmoNjJ,chronData,1,1,16,SD,chron16,,,,remint,TSid repeated across submissions; template reuse,RvXPrIKk56x1B0Jrj
LS15DOSA.lpd,LS15DOSA,9dCvb7un7yim06OmoNjJ,chronData,1,1,17,reservoirAge14C,chron17,,,,remint,TSid repeated across submissions; template reuse,RvDxJiPIJrDKwDfHw
LS15DOSA.lpd,LS15DOSA,9dCvb7un7yim06OmoNjJ,chronData,1,1,18,reservoirAge14CUncertainty,chron18,,,,remint,TSid repeated across submissions; template reuse,R1qSFc3417eNsiO5O
LS15DOSA.lpd,LS15DOSA,9dCvb7un7yim06OmoNjJ,chronData,1,1,19,useInAgeModel,chron19,,,,remint,TSid repeated across submissions; template reuse,RUjOwj4mJHv2ccXxf
Lesotho.NashGrab.2010.lpd,Lesotho.NashGrab.2010,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,RNb8XrwEngW1T3wQ0
Lesotho.NashGrab.2010.lpd,Lesotho.NashGrab.2010,,paleoData,1,1,2,Oct-Mar precip index,,,,,mint,no TSid on the incoming column,RiNBwfgeTXN86mF5F
LeteaForest.Nagavciuc.2025.lpd,LeteaForest.Nagavciuc.2025,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,RNEuMtpvvC9wbEB2d
LeteaForest.Nagavciuc.2025.lpd,LeteaForest.Nagavciuc.2025,,paleoData,1,1,2,drought index,,,,,mint,no TSid on the incoming column,Ri0CB9zyWJqpIbMWj
MaeHongSon.Buckley.2007.lpd,MaeHongSon.Buckley.2007,,paleoData,1,1,1,age,WEB-41763-1690-4352-9911-9cd4c,,,,keep,"new TSid, unique",WEB-41763-1690-4352-9911-9cd4c
MaeHongSon.Buckley.2007.lpd,MaeHongSon.Buckley.2007,,paleoData,1,1,2,trsgi,WEB-eda7c-0f98-4b58-90f3-29105,,,,keep,"new TSid, unique",WEB-eda7c-0f98-4b58-90f3-29105
MaeHongSon.Buckley.2007.lpd,MaeHongSon.Buckley.2007,,paleoData,1,1,3,sampleCount,WEB-9c568-2873-47dc-80c2-f3954,,,,keep,"new TSid, unique",WEB-9c568-2873-47dc-80c2-f3954
Maingtha.DArrigo.2011.lpd,Maingtha.DArrigo.2011,,paleoData,1,1,1,age,WEB-fe85b-d169-4d71-99b4-0d4bc,,,,keep,"new TSid, unique",WEB-fe85b-d169-4d71-99b4-0d4bc
Maingtha.DArrigo.2011.lpd,Maingtha.DArrigo.2011,,paleoData,1,1,2,trsgi,WEB-cc3f5-a04a-47f1-98f5-b905f,,,,keep,"new TSid, unique",WEB-cc3f5-a04a-47f1-98f5-b905f
Maingtha.DArrigo.2011.lpd,Maingtha.DArrigo.2011,,paleoData,1,1,3,sampleCount,WEB-a97ea-b4d6-4b4c-a234-84a70,,,,keep,"new TSid, unique",WEB-a97ea-b4d6-4b4c-a234-84a70
MidAtlantic.Maxwell.2012.lpd,MidAtlantic.Maxwell.2012,,paleoData,1,1,1,year,WEB-1bd95-7e59-4718-9ca5-4edcb,,,,keep,"new TSid, unique",WEB-1bd95-7e59-4718-9ca5-4edcb
MidAtlantic.Maxwell.2012.lpd,MidAtlantic.Maxwell.2012,,paleoData,1,1,2,precipitation,WEB-e04e4-149e-4689-93dc-0ab78,,,,keep,"new TSid, unique",WEB-e04e4-149e-4689-93dc-0ab78
MissouriRiver.Gangopadhyay.2026.lpd,MissouriRiver.Gangopadhyay.2026,,paleoData,1,1,1,year,WEB-d340a-5b44-4e84-aa57-438f5,,,,keep,"new TSid, unique",WEB-d340a-5b44-4e84-aa57-438f5
MissouriRiver.Gangopadhyay.2026.lpd,MissouriRiver.Gangopadhyay.2026,,paleoData,1,1,2,streamflow,WEB-138cc-3f3d-4d7c-80eb-279b1,,,,keep,"new TSid, unique",WEB-138cc-3f3d-4d7c-80eb-279b1
Mthatha.Hannaford.2015.lpd,Mthatha.Hannaford.2015,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,Rf78tM2KKbbGSvADi
Mthatha.Hannaford.2015.lpd,Mthatha.Hannaford.2015,,paleoData,1,1,2,Nov-Mar Precip,,,,,mint,no TSid on the incoming column,RiBnA8vWKRCORF8vs
MuCangChai.Sano.2009.lpd,MuCangChai.Sano.2009,,paleoData,1,1,1,age,WEB-92472-9246-4a6d-b66c-5a4c3,,,,keep,"new TSid, unique",WEB-92472-9246-4a6d-b66c-5a4c3
MuCangChai.Sano.2009.lpd,MuCangChai.Sano.2009,,paleoData,1,1,2,trsgi,WEB-a9af3-7693-41a2-9f0c-5d10d,,,,keep,"new TSid, unique",WEB-a9af3-7693-41a2-9f0c-5d10d
MuCangChai.Sano.2009.lpd,MuCangChai.Sano.2009,,paleoData,1,1,3,sampleCount,WEB-3f848-5a6e-42ef-a24f-1716c,,,,keep,"new TSid, unique",WEB-3f848-5a6e-42ef-a24f-1716c
Mumbai.AdamsonNash.2014.lpd,Mumbai.AdamsonNash.2014,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,RiGf4a0dAk06wtq8K
Mumbai.AdamsonNash.2014.lpd,Mumbai.AdamsonNash.2014,,paleoData,1,1,2,MJJASO precip index,,,,,mint,no TSid on the incoming column,R5uMSfE0fNM885kx9
NESpainMediterranean.Tejedor.2019.lpd,NESpainMediterranean.Tejedor.2019,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,R3dlnZwydNnX6mZmg
NESpainMediterranean.Tejedor.2019.lpd,NESpainMediterranean.Tejedor.2019,,paleoData,1,1,2,Drought index,,,,,mint,no TSid on the incoming column,RKfm7JAjxr6fekB8T
NamNao.Buckley.1995.lpd,NamNao.Buckley.1995,,paleoData,1,1,1,age,WEB-d8ab9-a55a-4fed-a67b-9fc67,,,,keep,"new TSid, unique",WEB-d8ab9-a55a-4fed-a67b-9fc67
NamNao.Buckley.1995.lpd,NamNao.Buckley.1995,,paleoData,1,1,2,trsgi,WEB-395f0-0d5b-40d5-8128-ee306,,,,keep,"new TSid, unique",WEB-395f0-0d5b-40d5-8128-ee306
NamNao.Buckley.1995.lpd,NamNao.Buckley.1995,,paleoData,1,1,3,sampleCount,WEB-eab51-5768-425a-8490-3bdfb,,,,keep,"new TSid, unique",WEB-eab51-5768-425a-8490-3bdfb
Namaqualand.Vogel.1989.lpd,Namaqualand.Vogel.1989,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,RJ86aPBZqLursOYis
Namaqualand.Vogel.1989.lpd,Namaqualand.Vogel.1989,,paleoData,1,1,2,Apr-Sep Precip index,,,,,mint,no TSid on the incoming column,RbBQu7nXbRI6ad6sW
Namibia.GrabZumthurm.2018.lpd,Namibia.GrabZumthurm.2018,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,RXFE5DSiIAeLAwn0P
Namibia.GrabZumthurm.2018.lpd,Namibia.GrabZumthurm.2018,,paleoData,1,1,2,Annual precip index,,,,,mint,no TSid on the incoming column,RQSVn7cGhmDqiBlxz
NewYorkCityRegion.Pederson.2013.lpd,NewYorkCityRegion.Pederson.2013,,paleoData,1,1,1,year,WEB-d22e6-cb08-4727-90aa-87693,,,,keep,"new TSid, unique",WEB-d22e6-cb08-4727-90aa-87693
NewYorkCityRegion.Pederson.2013.lpd,NewYorkCityRegion.Pederson.2013,,paleoData,1,1,2,PDSI,WEB-735df-a95e-4774-92c6-50a7c,,,,keep,"new TSid, unique",WEB-735df-a95e-4774-92c6-50a7c
NorthEasternGermany.Scharnweber.2019.lpd,NorthEasternGermany.Scharnweber.2019,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,REw4bcmj4Gb7f9sG7
NorthEasternGermany.Scharnweber.2019.lpd,NorthEasternGermany.Scharnweber.2019,,paleoData,1,1,2,ringWidth,,,,,mint,no TSid on the incoming column,RgHWu4pocvz4rdGcZ
NorthwesternOntario.StGeorge.2009.lpd,NorthwesternOntario.StGeorge.2009,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,RAPwGrfMXyZ7kKlcj
NorthwesternOntario.StGeorge.2009.lpd,NorthwesternOntario.StGeorge.2009,,paleoData,1,1,2,tree-ring index,,,,,mint,no TSid on the incoming column,RSBVXDEdX6SBYK4wH
PatagoniaARAR.lpd,PatagoniaARAR,,paleoData,1,1,1,year,WEB-15362-a154-44d2-876f-05dc2,,,,keep,"new TSid, unique",WEB-15362-a154-44d2-876f-05dc2
PatagoniaARAR.lpd,PatagoniaARAR,,paleoData,1,1,2,Tree ring index,WEB-1a688-10df-439e-a41d-ec375,,,,keep,"new TSid, unique",WEB-1a688-10df-439e-a41d-ec375
PatagoniaAUCH.Villalba.2012.lpd,PatagoniaAUCH.Villalba.2012,,paleoData,1,1,1,year,WEB-edd2d-7ee9-495c-a688-0df19,,,,keep,"new TSid, unique",WEB-edd2d-7ee9-495c-a688-0df19
PatagoniaAUCH.Villalba.2012.lpd,PatagoniaAUCH.Villalba.2012,,paleoData,1,1,2,Tree ring index,WEB-4ca55-9920-43ef-9fdd-efe09,,,,keep,"new TSid, unique",WEB-4ca55-9920-43ef-9fdd-efe09
PecosRiver.Harley.2017.lpd,PecosRiver.Harley.2017,,paleoData,1,1,1,year,WEB-186b6-182a-4bec-9def-58449,,,,keep,"new TSid, unique",WEB-186b6-182a-4bec-9def-58449
PecosRiver.Harley.2017.lpd,PecosRiver.Harley.2017,,paleoData,1,1,2,streamflow,WEB-14a4d-76f1-47c2-91ef-b756b,,,,keep,"new TSid, unique",WEB-14a4d-76f1-47c2-91ef-b756b
Petchaburi.Nguyen.2021.lpd,Petchaburi.Nguyen.2021,,paleoData,1,1,1,age,WEB-4aa32-d573-4c1f-af6b-e7304,,,,keep,"new TSid, unique",WEB-4aa32-d573-4c1f-af6b-e7304
Petchaburi.Nguyen.2021.lpd,Petchaburi.Nguyen.2021,,paleoData,1,1,2,trsgi,WEB-92e2a-72aa-4915-916b-4b705,,,,keep,"new TSid, unique",WEB-92e2a-72aa-4915-916b-4b705
Petchaburi.Nguyen.2021.lpd,Petchaburi.Nguyen.2021,,paleoData,1,1,3,sampleCount,WEB-152a7-3df1-4f98-87f1-d0b60,,,,keep,"new TSid, unique",WEB-152a7-3df1-4f98-87f1-d0b60
PhaTaem.Nguyen.2021.lpd,PhaTaem.Nguyen.2021,,paleoData,1,1,1,age,WEB-278a6-9ae6-400d-b7d6-3c23e,,,,keep,"new TSid, unique",WEB-278a6-9ae6-400d-b7d6-3c23e
PhaTaem.Nguyen.2021.lpd,PhaTaem.Nguyen.2021,,paleoData,1,1,2,trsgi,WEB-ae358-c02e-4df2-9fb5-cf8fc,,,,keep,"new TSid, unique",WEB-ae358-c02e-4df2-9fb5-cf8fc
PhaTaem.Nguyen.2021.lpd,PhaTaem.Nguyen.2021,,paleoData,1,1,3,sampleCount,WEB-09bdd-eaca-4cee-940a-4c088,,,,keep,"new TSid, unique",WEB-09bdd-eaca-4cee-940a-4c088
PhouKhaoKhouay.Buckley.2007.lpd,PhouKhaoKhouay.Buckley.2007,,paleoData,1,1,1,age,WEB-10cb0-37d6-4ef7-83c4-4888a,,,,keep,"new TSid, unique",WEB-10cb0-37d6-4ef7-83c4-4888a
PhouKhaoKhouay.Buckley.2007.lpd,PhouKhaoKhouay.Buckley.2007,,paleoData,1,1,2,trsgi,WEB-1d079-d71d-4e63-9e9c-7cfb2,,,,keep,"new TSid, unique",WEB-1d079-d71d-4e63-9e9c-7cfb2
PhouKhaoKhouay.Buckley.2007.lpd,PhouKhaoKhouay.Buckley.2007,,paleoData,1,1,3,sampleCount,WEB-5d5c2-2f03-46d8-80e7-5b28e,,,,keep,"new TSid, unique",WEB-5d5c2-2f03-46d8-80e7-5b28e
PhuKradung.DArrigo.1997.lpd,PhuKradung.DArrigo.1997,,paleoData,1,1,1,age,WEB-e0fde-38b3-4238-a35d-30b46,,,,keep,"new TSid, unique",WEB-e0fde-38b3-4238-a35d-30b46
PhuKradung.DArrigo.1997.lpd,PhuKradung.DArrigo.1997,,paleoData,1,1,2,trsgi,WEB-ecd18-0f0d-4df0-ad03-0d47e,,,,keep,"new TSid, unique",WEB-ecd18-0f0d-4df0-ad03-0d47e
PhuKradung.DArrigo.1997.lpd,PhuKradung.DArrigo.1997,,paleoData,1,1,3,sampleCount,WEB-2ddef-e10c-4d8c-8e64-c49fd,,,,keep,"new TSid, unique",WEB-2ddef-e10c-4d8c-8e64-c49fd
PhuToei.Cook.2010.lpd,PhuToei.Cook.2010,,paleoData,1,1,1,age,WEB-98621-dec8-4f2a-9333-bdcb8,,,,keep,"new TSid, unique",WEB-98621-dec8-4f2a-9333-bdcb8
PhuToei.Cook.2010.lpd,PhuToei.Cook.2010,,paleoData,1,1,2,trsgi,WEB-7c76c-f100-4536-93f1-2ba93,,,,keep,"new TSid, unique",WEB-7c76c-f100-4536-93f1-2ba93
PhuToei.Cook.2010.lpd,PhuToei.Cook.2010,,paleoData,1,1,3,count,WEB-952db-ea54-4656-b553-43725,,,,keep,"new TSid, unique",WEB-952db-ea54-4656-b553-43725
PotomacRiver.EasternUS.Maxwell.2017.lpd,PotomacRiver.EasternUS.Maxwell.2017,,paleoData,1,1,1,year,WEB-750a9-46ae-4f67-a779-1531d,,,,keep,"new TSid, unique",WEB-750a9-46ae-4f67-a779-1531d
PotomacRiver.EasternUS.Maxwell.2017.lpd,PotomacRiver.EasternUS.Maxwell.2017,,paleoData,1,1,2,streamflow,WEB-40381-a86c-4fb9-9fad-a22fd,,,,keep,"new TSid, unique",WEB-40381-a86c-4fb9-9fad-a22fd
PotomacRiver.Maxwell.2011.lpd,PotomacRiver.Maxwell.2011,,paleoData,1,1,1,year,WEB-59224-1781-46e8-8473-501a1,,,,keep,"new TSid, unique",WEB-59224-1781-46e8-8473-501a1
PotomacRiver.Maxwell.2011.lpd,PotomacRiver.Maxwell.2011,,paleoData,1,1,2,streamflow,WEB-3f9f4-65d5-4782-aff3-92e1e,,,,keep,"new TSid, unique",WEB-3f9f4-65d5-4782-aff3-92e1e
PuMat.Buckley.2019.lpd,PuMat.Buckley.2019,,paleoData,1,1,1,age,WEB-356ab-5deb-4648-83fb-f8762,,,,keep,"new TSid, unique",WEB-356ab-5deb-4648-83fb-f8762
PuMat.Buckley.2019.lpd,PuMat.Buckley.2019,,paleoData,1,1,2,trsgi,WEB-3fe49-964a-4773-8d6f-24813,,,,keep,"new TSid, unique",WEB-3fe49-964a-4773-8d6f-24813
Pune.AdamsonNash.2014.lpd,Pune.AdamsonNash.2014,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,RKBpgDrB2Pma2ai2Z
Pune.AdamsonNash.2014.lpd,Pune.AdamsonNash.2014,,paleoData,1,1,2,MJJASO precip index,,,,,mint,no TSid on the incoming column,RBM9APwh7H96VXS4U
QuangNam.Buckley.2017.lpd,QuangNam.Buckley.2017,,paleoData,1,1,1,age,WEB-20ddd-3693-4d71-95cd-ba8ac,,,,keep,"new TSid, unique",WEB-20ddd-3693-4d71-95cd-ba8ac
QuangNam.Buckley.2017.lpd,QuangNam.Buckley.2017,,paleoData,1,1,2,trsgi,WEB-5f714-d274-42fc-9ccb-6aaae,,,,keep,"new TSid, unique",WEB-5f714-d274-42fc-9ccb-6aaae
RoyalNationalPark.Hannaford.2015.lpd,RoyalNationalPark.Hannaford.2015,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,Rb70Lon3CfO4XigXZ
RoyalNationalPark.Hannaford.2015.lpd,RoyalNationalPark.Hannaford.2015,,paleoData,1,1,2,Nov-Mar Precip,,,,,mint,no TSid on the incoming column,RKhLcew8WaMgX28cw
SEAustralia.GergisAshcroft.2013GergisAshcroft.2013.lpd,GergisAshcroft.2013,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,RxGDUPsFwa99ojLgM
SEAustralia.GergisAshcroft.2013GergisAshcroft.2013.lpd,GergisAshcroft.2013,,paleoData,1,1,2,Annual precipitation index,,,,,mint,no TSid on the incoming column,RY5lM3KDmMdfs4Kr2
SalaengLuang.Buckley.1995.lpd,SalaengLuang.Buckley.1995,,paleoData,1,1,1,age,WEB-9d496-a5a5-493b-ade8-17619,,,,keep,"new TSid, unique",WEB-9d496-a5a5-493b-ade8-17619
SalaengLuang.Buckley.1995.lpd,SalaengLuang.Buckley.1995,,paleoData,1,1,2,trsgi,WEB-0a870-6680-407b-807f-66394,,,,keep,"new TSid, unique",WEB-0a870-6680-407b-807f-66394
SalaengLuang.Buckley.1995.lpd,SalaengLuang.Buckley.1995,,paleoData,1,1,3,sampleCount,WEB-fc9ba-8c70-4f5f-9ddd-ef5a9,,,,keep,"new TSid, unique",WEB-fc9ba-8c70-4f5f-9ddd-ef5a9
SanLuang.Cook.2010.lpd,SanLuang.Cook.2010,,paleoData,1,1,1,age,WEB-1bbfc-3ff2-4126-a756-3dad9,,,,keep,"new TSid, unique",WEB-1bbfc-3ff2-4126-a756-3dad9
SanLuang.Cook.2010.lpd,SanLuang.Cook.2010,,paleoData,1,1,2,trsgi,WEB-7fb90-c9c7-4b55-b9e7-e8fdc,,,,keep,"new TSid, unique",WEB-7fb90-c9c7-4b55-b9e7-e8fdc
SanLuang.Cook.2010.lpd,SanLuang.Cook.2010,,paleoData,1,1,3,sampleCount,WEB-85df4-dde7-49cf-9694-28a11,,,,keep,"new TSid, unique",WEB-85df4-dde7-49cf-9694-28a11
SantaFeCorrientes.Prieto.2007.lpd,SantaFeCorrientes.Prieto.2007,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,R3t0bE7BuTYmAMJvY
SantaFeCorrientes.Prieto.2007.lpd,SantaFeCorrientes.Prieto.2007,,paleoData,1,1,2,Annual precipitation index,,,,,mint,no TSid on the incoming column,RkhPUHs8cDx7CS6b2
SantiagoDeChile.Taulis.1934.lpd,SantiagoDeChile.Taulis.1934,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,RHtYgLltYlnqOZaPt
SantiagoDeChile.Taulis.1934.lpd,SantiagoDeChile.Taulis.1934,,paleoData,1,1,2,Apr-Sep precip index,,,,,mint,no TSid on the incoming column,RzXoQoFsJvY90zp0K
Shijiazhuang.Ge.2005.lpd,Shijiazhuang.Ge.2005,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,RfxZpns8s8Hk85tL8
Shijiazhuang.Ge.2005.lpd,Shijiazhuang.Ge.2005,,paleoData,1,1,2,Jun-Sep precip,,,,,mint,no TSid on the incoming column,RNJAeGHsJ0Wu9hTQc
Shijiazhuang.Ge.2005.lpd,Shijiazhuang.Ge.2005,,paleoData,1,1,3,Jan precip,,,,,mint,no TSid on the incoming column,RjxeNyuL9Ahcs4Z7E
SoutheasternUS.Stahle.1992.lpd,SoutheasternUS.Stahle.1992,,paleoData,1,1,1,year,WEB-a554e-7fe9-450e-b814-6a30e,,,,keep,"new TSid, unique",WEB-a554e-7fe9-450e-b814-6a30e
SoutheasternUS.Stahle.1992.lpd,SoutheasternUS.Stahle.1992,,paleoData,1,1,2,precipitation (Region),WEB-de3d0-1172-4f0a-9196-8acc2,,,,keep,"new TSid, unique",WEB-de3d0-1172-4f0a-9196-8acc2
SoutheasternUS.Stahle.1992.lpd,SoutheasternUS.Stahle.1992,,paleoData,1,1,3,precipitation (NC),WEB-aba51-4590-4158-8576-497c2,,,,keep,"new TSid, unique",WEB-aba51-4590-4158-8576-497c2
SoutheasternUS.Stahle.1992.lpd,SoutheasternUS.Stahle.1992,,paleoData,1,1,4,precipitation (SC),WEB-566cd-1701-4519-ac86-e21fa,,,,keep,"new TSid, unique",WEB-566cd-1701-4519-ac86-e21fa
SoutheasternUS.Stahle.1992.lpd,SoutheasternUS.Stahle.1992,,paleoData,1,1,5,precipitation (GA),WEB-5309c-1f5b-4969-86a5-14dc8,,,,keep,"new TSid, unique",WEB-5309c-1f5b-4969-86a5-14dc8
SouthernFinland.Helama.2009.lpd,SouthernFinland.Helama.2009,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,R8JmRqdyFkuaLXzsL
SouthernFinland.Helama.2009.lpd,SouthernFinland.Helama.2009,,paleoData,1,1,2,precipitation,,,,,mint,no TSid on the incoming column,R5N43pvYbnvVGIAv5
SouthernManitoba.StGeorge.2009.lpd,SouthernManitoba.StGeorge.2009,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,RdgAzocwSK5qjSvEv
SouthernManitoba.StGeorge.2009.lpd,SouthernManitoba.StGeorge.2009,,paleoData,1,1,2,tree-ring index,,,,,mint,no TSid on the incoming column,Rfnrbwv1mlarpQCDZ
SouthernMississippiUS.Bregy.2022.lpd,SouthernMississippiUS.Bregy.2022,,paleoData,1,1,1,year,WEB-c15c1-ca4f-4471-a007-a23cb,,,,keep,"new TSid, unique",WEB-c15c1-ca4f-4471-a007-a23cb
SouthernMississippiUS.Bregy.2022.lpd,SouthernMississippiUS.Bregy.2022,,paleoData,1,1,2,precipitation,WEB-84bc7-2ce9-4f1c-879b-eaa52,,,,keep,"new TSid, unique",WEB-84bc7-2ce9-4f1c-879b-eaa52
SouthernMoravia.Büntgen.2011.lpd,SouthernMoravia.Büntgen.2011,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,ReV8XhIVpR9TaNAHH
SouthernMoravia.Büntgen.2011.lpd,SouthernMoravia.Büntgen.2011,,paleoData,1,1,2,drought index,,,,,mint,no TSid on the incoming column,RyfimjAUxqMR0RFge
SouthernPatagoniaNOBE.Villalba.2012.lpd,SouthernPatagoniaNOBE.Villalba.2012,,paleoData,1,1,1,year,WEB-7ff5c-0e02-41fd-a804-6d6b4,,,,keep,"new TSid, unique",WEB-7ff5c-0e02-41fd-a804-6d6b4
SouthernPatagoniaNOBE.Villalba.2012.lpd,SouthernPatagoniaNOBE.Villalba.2012,,paleoData,1,1,2,Tree ring width index,WEB-58d55-84cc-4a74-95f8-b61de,,,,keep,"new TSid, unique",WEB-58d55-84cc-4a74-95f8-b61de
Suceava.Roibu.2026.lpd,Suceava.Roibu.2026,,paleoData,1,1,1,age,,,,,mint,no TSid on the incoming column,RNDx3qAABKSxJDkXl
Suceava.Roibu.2026.lpd,Suceava.Roibu.2026,,paleoData,1,1,2,drought index,,,,,mint,no TSid on the incoming column,RPlm0urdMIJOPg4Ia
