tsid,dataSetName,class,suggested_action,suggested_value,decision,sheet_value,csm_value,appended,flat_value,is_member,sheet_membership,csm_in_sheet_vocabulary
IC09OPAN01B,IC09OPAN,sheet and file agree,nothing to do,,,"DVD, TO","DVD, TO",,,TRUE,TRUE,TRUE
IC09VIA800A,IC09VIA8,sheet and file agree,nothing to do,,,DVD,DVD,,,TRUE,TRUE,TRUE
IC09VICC01A,IC09VICC,sheet and file agree,nothing to do,,,DVD,DVD,,,TRUE,TRUE,TRUE
IC09VIRE01A,IC09VIRE,sheet and file agree,nothing to do,,,DVD,DVD,,,TRUE,TRUE,TRUE
IC10NAB501A,IC10NAB5,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC10VICR01A,IC10VICR,sheet and file agree,nothing to do,,,DVD,DVD,,,TRUE,TRUE,TRUE
IC10VIGI01B,IC10VIGI,sheet and file agree,nothing to do,,,DVD,DVD,,,TRUE,TRUE,TRUE
IC10VIGR01A,IC10VIGR,sheet and file agree,nothing to do,,,DVD,DVD,,,TRUE,TRUE,TRUE
IC10VIMI01B,IC10VIMI,sheet and file agree,nothing to do,,,DVD,DVD,,,TRUE,TRUE,TRUE
IC10VIRE01B,IC10VIRE,sheet and file agree,nothing to do,,,DVD,DVD,,,TRUE,TRUE,TRUE
IC10VISA01B,IC10VISA,sheet and file agree,nothing to do,,,DVD,DVD,,,TRUE,TRUE,TRUE
IC10VISD01B,IC10VISD,sheet and file agree,nothing to do,,,DVD,DVD,,,TRUE,TRUE,TRUE
IC10VISE01B,IC10VISE,sheet and file agree,nothing to do,,,DVD,DVD,,,TRUE,TRUE,TRUE
IC10VISG01B,IC10VISG,sheet and file agree,nothing to do,,,DVD,DVD,,,TRUE,TRUE,TRUE
IC11BEVL01A,IC11BEVL,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC11DILO01A,IC11DILO,sheet and file agree,nothing to do,,,DVD,DVD,,,TRUE,TRUE,TRUE
IC11KIPW01A,IC11KIPW,sheet and file agree,nothing to do,,,DVD,DVD,,,TRUE,TRUE,TRUE
IC11LAB401A,IC11LAB4,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC11LIMI01A,IC11LIMI,sheet and file agree,nothing to do,,,TO,TO,,,TRUE,TRUE,TRUE
IC11STTA01A,IC11STTA,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC12MUJR01A,IC12MUJR,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC12RHME01A,IC12RHME,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC12SIWG01A,IC12SIWG,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC12WACD01A,IC12WACD,sheet and file agree,nothing to do,,,TO,TO,,,TRUE,TRUE,TRUE
IC13BOCG02A,IC13BOCG,sheet and file agree,nothing to do,,,TO,TO,,,TRUE,TRUE,TRUE
IC13BOCG03A,IC13BOCG,sheet and file agree,nothing to do,,,TO,TO,,,TRUE,TRUE,TRUE
IC13BOCG04A,IC13BOCG,sheet and file agree,nothing to do,,,TO,TO,,,TRUE,TRUE,TRUE
IC13OPAN01A,IC13OPAN,sheet and file agree,nothing to do,,,"DVD, TO","DVD, TO",,,TRUE,TRUE,TRUE
IC13PALD01A,IC13PALD,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC13ST0101A,IC13ST01,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC13ST0301A,IC13ST03,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC13ST0401A,IC13ST04,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC13ST0501A,IC13ST05,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC13ST0601A,IC13ST06,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC13ST1201A,IC13ST12,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC13ST1301A,IC13ST13,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC13ST1501A,IC13ST15,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC13ST2101A,IC13ST21,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC13ST2201A,IC13ST22,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC13ST2401A,IC13ST24,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC13ST9101A,IC13ST91,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC13STN701A,IC13STN7,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC13STN801A,IC13STN8,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC13STSP01A,IC13STSP,sheet and file agree,nothing to do,,,AO,AO,,,TRUE,TRUE,TRUE
IC13STWD02A,IC13STWD,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC13THFE01A,IC13THFE,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC14EKVK00A,IC14EKVK,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC14MAFH01A,IC14MAFH,sheet and file agree,nothing to do,,,TO,TO,,,TRUE,TRUE,TRUE
IC14VL1K01A,IC14VL1K,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC15GANK01A,IC15GANK,sheet and file agree,nothing to do,,,TO,TO,,,TRUE,TRUE,TRUE
IC15MANE00A,IC15MANE,sheet and file agree,nothing to do,,,DVD,DVD,,,TRUE,TRUE,TRUE
IC15MANE01B,IC15MANE,sheet and file agree,nothing to do,,,DVD,DVD,,,TRUE,TRUE,TRUE
IC16GOBP01A,IC16GOBP,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC16WE1701A,IC16WE17,sheet and file agree,nothing to do,,,DVD,DVD,,,TRUE,TRUE,TRUE
IC16WE1901A,IC16WE19,sheet and file agree,nothing to do,,,DVD,DVD,,,TRUE,TRUE,TRUE
IC16WE2001A,IC16WE20,sheet and file agree,nothing to do,,,DVD,DVD,,,TRUE,TRUE,TRUE
IC16WE2201A,IC16WE22,sheet and file agree,nothing to do,,,DVD,DVD,,,TRUE,TRUE,TRUE
IC16WE2301A,IC16WE23,sheet and file agree,nothing to do,,,DVD,DVD,,,TRUE,TRUE,TRUE
IC16WE2701A,IC16WE27,sheet and file agree,nothing to do,,,DVD,DVD,,,TRUE,TRUE,TRUE
IC16WE2801A,IC16WE28,sheet and file agree,nothing to do,,,DVD,DVD,,,TRUE,TRUE,TRUE
IC16WE3001A,IC16WE30,sheet and file agree,nothing to do,,,DVD,DVD,,,TRUE,TRUE,TRUE
IC16WENG00A,IC16WENG,sheet and file agree,nothing to do,,,DVD,DVD,,,TRUE,TRUE,TRUE
IC17BERI01A,IC17BERI,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC17EK4K01A,IC17EK4K,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC17EKN101A,IC17EKN1,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC17EKN301A,IC17EKN3,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC17EKPV01A,IC17EKPV,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC17KOEL00B,IC17KOEL,sheet and file agree,nothing to do,,,TO,TO,,,TRUE,TRUE,TRUE
IC17KOEL00D,IC17KOEL,sheet and file agree,nothing to do,,,TO,TO,,,TRUE,TRUE,TRUE
IC76FIDE02A,IC76FIDE,sheet and file agree,nothing to do,,,TP,TP,,,TRUE,TRUE,TRUE
IC82STVE01A,IC82STVE,sheet and file agree,nothing to do,,,TO,TO,,,TRUE,TRUE,TRUE
IC82STVE01B,IC82STVE,sheet and file agree,nothing to do,,,TO,TO,,,TRUE,TRUE,TRUE
IC82STVE01C,IC82STVE,sheet and file agree,nothing to do,,,TO,TO,,,TRUE,TRUE,TRUE
IC85LAD201A,IC85LAD2,sheet and file agree,nothing to do,,,DVD,DVD,,,TRUE,TRUE,TRUE
IC92HOML01A,IC92HOML,sheet and file agree,nothing to do,,,TO,TO,,,TRUE,TRUE,TRUE
IC93BAGI01A,IC93BAGI,sheet and file agree,nothing to do,,,DVD,DVD,,,TRUE,TRUE,TRUE
IC94THDP01A,IC94THDP,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC95FI8701A,IC95FI87,sheet and file agree,nothing to do,,,DVD,DVD,,,TRUE,TRUE,TRUE
IC95THHU01B_iso2k,IC95THHU,sheet and file agree,nothing to do,,,TO,TO,,,TRUE,TRUE,TRUE
IC95THHU02A_iso2k,IC95THHU,sheet and file agree,nothing to do,,,TO,TO,,,TRUE,TRUE,TRUE
IC95THHU02B_iso2k,IC95THHU,sheet and file agree,nothing to do,,,TO,TO,,,TRUE,TRUE,TRUE
IC95THHU02C_iso2k,IC95THHU,sheet and file agree,nothing to do,,,TO,TO,,,TRUE,TRUE,TRUE
IC96ISE901A,IC96ISE9,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC96MOSS01A,IC96MOSS,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC97GRGI01A,IC97GRGI,sheet and file agree,nothing to do,,,DVD,DVD,,,TRUE,TRUE,TRUE
IC97THGL01A,IC97THGL,sheet and file agree,nothing to do,,,TO,TO,,,TRUE,TRUE,TRUE
IC98FIPE01A,IC98FIPE,sheet and file agree,nothing to do,,,DVD,DVD,,,TRUE,TRUE,TRUE
IC98THSA01A,IC98THSA,sheet and file agree,nothing to do,,,TO,TO,,,TRUE,TRUE,TRUE
IC99IS8901A,IC99IS89,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC99ISS201A,IC99ISS2,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC99OE0101A,IC99OE01,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC99OE0201A,IC99OE02,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC99OE0301A,IC99OE03,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC99OE0401A,IC99OE04,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC99OE0502A,IC99OE05,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC99OE0601A,IC99OE06,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC99OE0702A,IC99OE07,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC99OE0801A,IC99OE08,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC99OE0901A,IC99OE09,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC99OE1001A,IC99OE10,sheet and file agree,nothing to do,,,AO (01/16/2019),AO (01/16/2019),,,TRUE,TRUE,TRUE
IC99SCFH01A,IC99SCFH,sheet and file agree,nothing to do,,,TO,TO,,,TRUE,TRUE,TRUE
IW15MELD00A,IW15MELD,sheet and file agree,nothing to do,,,TO,TO,,,TRUE,TRUE,TRUE
IW17OPOY00A,IW17OPOY,sheet and file agree,nothing to do,,,TO,TO,,,TRUE,TRUE,TRUE
LS00SEJU01,LS00SEJU,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS00WODE,LS00WODE,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS01HOCH,LS01HOCH,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS01HUFA01b,LS01HUFA,sheet and file agree,nothing to do,,,DK,DK,,,TRUE,TRUE,TRUE
LS02BEPY,LS02BEPY,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
GH319a119c,LS02HATI,sheet and file agree,nothing to do,,,DK,DK,,,TRUE,TRUE,TRUE
LS02ROSA-dup,LS02ROSA,sheet and file agree,nothing to do,,,BK_20191230,BK_20191230,,,TRUE,,TRUE
LS03HAIG,LS03HAIG,sheet and file agree,nothing to do,,,BK_20191230,BK_20191230,,,TRUE,TRUE,TRUE
LS03RUED,LS03RUED,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS04JOCH,LS04JOCH,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS04YUWA,LS04YUWA,sheet and file agree,nothing to do,,,DK,DK,,,TRUE,TRUE,TRUE
LS05ANJE,LS05ANJE,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS05HOAG01,LS05HOAG,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS05HOAG02,LS05HOAG,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS05HOAG03,LS05HOAG,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS06CRLA01a,LS06CRLA,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS06DENA01b,LS06DENA,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS06JONA01a,LS06JONA,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS06MIBO10a,LS06MIBO,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS06POVE01a,LS06POVE,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS06STFO,LS06STFO,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS06TIST,LS06TIST,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS07ANMA,LS07ANMA,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS07EAGO01,LS07EAGO,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS07LAHA,LS07LAHA,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS07ROTI,LS07ROTI,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS08LICA01a,LS08LICA,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS08STCR,LS08STCR,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS09LACA,LS09LACA,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS09LAEL,LS09LAEL,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS09MAAS,LS09MAAS,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS09MAZO,LS09MAZO,sheet and file agree,nothing to do,,,"BM, ZK","BM, ZK",,,TRUE,TRUE,TRUE
LS09MIKU01a,LS09MIKU,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS09RUWA01B2,LS09RUWA,sheet and file agree,nothing to do,,,"ET, can remove this row","ET, can remove this row",,,TRUE,TRUE,TRUE
LPD292174f8,LS09SASP,sheet and file agree,nothing to do,,,ET,ET,,,TRUE,TRUE,TRUE
LS09SAWA01A,LS09SAWA,sheet and file agree,nothing to do,,,ET,ET,,,TRUE,TRUE,TRUE
LS09SCMI,LS09SCMI,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS09SHJO,LS09SHJO,sheet and file agree,nothing to do,,,DK,DK,,,TRUE,TRUE,TRUE
LS10ANBL01a,LS10ANBL,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS10CLTA,LS10CLTA,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS10GOBL01a,LS10GOBL,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS10HEQI01a,LS10HEQI,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS10HESA,LS10HESA,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS10HOLO,LS10HOLO,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS10STSP,LS10STSP,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS10WRNA01a,LS10WRNA,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS10ZHHU01a,LS10ZHHU,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS11ANSE,LS11ANSE,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS11BACH,LS11BACH,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS11BIPU01a,LS11BIPU,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS11KOMA01A,LS11KOMA,sheet and file agree,nothing to do,,,ET,ET,,,TRUE,TRUE,TRUE
LS11MOES,LS11MOES,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS11NECA,LS11NECA,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS11RYKA,LS11RYKA,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS11TICH01A,LS11TICH,sheet and file agree,nothing to do,,,ET,ET,,,TRUE,TRUE,TRUE
LS12ANBI,LS12ANBI,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS12ANYE,LS12ANYE,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS12GOBA01a,LS12GOBA,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS12KENO01a,LS12KENO,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS12STLI,LS12STLI,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS12STRE,LS12STRE,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS12THAY01C,LS12THAY,sheet and file agree,nothing to do,,,ET,ET,,,TRUE,TRUE,TRUE
LS12WOQU,LS12WOQU,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS13BAFL01B,LS13BAFL,sheet and file agree,nothing to do,,,ET,ET,,,TRUE,TRUE,TRUE
LS13BAFL01C,LS13BAFL,sheet and file agree,nothing to do,,,ET,ET,,,TRUE,TRUE,TRUE
LS13BAFL01D,LS13BAFL,sheet and file agree,nothing to do,,,ET,ET,,,TRUE,TRUE,TRUE
LS13KOLA01A,LS13KOLA,sheet and file agree,nothing to do,,,ET,ET,,,TRUE,TRUE,TRUE
LS13LUBA01a,LS13LUBA,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS13STEL,LS13STEL,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS13WASU01B,LS13WASU,sheet and file agree,nothing to do,,,ET,ET,,,TRUE,TRUE,TRUE
GH8f461f71_iso2k,LS13YUSA,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS14ATJU01A,LS14ATJU,sheet and file agree,nothing to do,,,AA,AA,,,TRUE,TRUE,TRUE
LS14FEZA01D,LS14FEZA,sheet and file agree,nothing to do,,,ET,ET,,,TRUE,TRUE,TRUE
LS14KOSA01A,LS14KOSA,sheet and file agree,nothing to do,,,ET,ET,,,TRUE,TRUE,TRUE
LPD343ffe05_iso2k,LS14LASO,sheet and file agree,nothing to do,,,MF (31/12/19),MF (31/12/19),,,TRUE,TRUE,TRUE
LS14LESA01a,LS14LESA,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS14PRLO01a,LS14PRLO,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS14TAKA01a,LS14TAKA,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS14YAHA02a,LS14YAHA,sheet and file agree,nothing to do,,,DK,DK,,,TRUE,TRUE,TRUE
LS14ZHJU01A-dup,LS14ZHJU,sheet and file agree,nothing to do,,,"ET, AA","ET, AA",,,TRUE,TRUE,TRUE
LS15ABSH01a,LS15ABSH,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS15AIKA01A2,LS15AIKA,sheet and file agree,nothing to do,,,ET,ET,,,TRUE,TRUE,TRUE
LS15AIKA01B,LS15AIKA,sheet and file agree,nothing to do,,,ET,ET,,,TRUE,TRUE,TRUE
LS15BHAL,LS15BHAL,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS15DENA02a,LS15DENA,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS15JOPA01,LS15JOPA,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS15LAOH01a,LS15LAOH,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS15OEPO01a,LS15OEPO,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS15SHBO01A,LS15SHBO,sheet and file agree,nothing to do,,,ET,ET,,,TRUE,TRUE,TRUE
LS15SHNE01A,LS15SHNE,sheet and file agree,nothing to do,,,ET,ET,,,TRUE,TRUE,TRUE
LPD7dc5b9ba-dup-dup,LS16STCL,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LPD179d915e_iso2k,LS16STPA,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
WEB2bbc35a8,LS16THN301,sheet and file agree,nothing to do,,,ET,ET,,,TRUE,TRUE,TRUE
WEB69678476,LS16THN301,sheet and file agree,nothing to do,,,ET,ET,,,TRUE,TRUE,TRUE
WEBaddada01,LS16THQI01,sheet and file agree,nothing to do,,,ET,ET,,,TRUE,TRUE,TRUE
LPD76e57382,LS16WIGH,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
WEBc5c2e8ea,LS17BAHA01,sheet and file agree,nothing to do,,,ET,ET,,,TRUE,TRUE,TRUE
WEBd7a384df,LS17BAHA01,sheet and file agree,nothing to do,,,ET,ET,,,TRUE,TRUE,TRUE
WEBab3eac63,LS17STNU01,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
WEBdc316522,LS17VAWA01,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS89LATI,LS89LATI,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS91BEWA,LS91BEWA,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS91HOMI,LS91HOMI,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS96CUPUb,LS96CUPU,sheet and file agree,nothing to do,,,DK,DK,,,TRUE,TRUE,TRUE
LS96VOAM01_iso2k,LS96VOAM,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS97HOKA1a,LS97HOKA,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
LS98CUPE,LS98CUPE,sheet and file agree,nothing to do,,,DK,DK,,,TRUE,TRUE,TRUE
LS99CUVAc,LS99CUVA,sheet and file agree,nothing to do,,,DK,DK,,,TRUE,TRUE,TRUE
LS99LASI,LS99LASI,sheet and file agree,nothing to do,,,MJ,MJ,,,TRUE,TRUE,TRUE
MS01HDAS01a,MS01HDAS,sheet and file agree,nothing to do,,,GF 12/2019,GF 12/2019,,,TRUE,TRUE,TRUE
MS03BRNS01,MS03BRNS,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS03BRNS02,MS03BRNS,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS03KTCB01,MS03KTCB,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS03KTCB02,MS03KTCB,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS03LKNS01,MS03LKNS,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS03SMAS01,MS03SMAS,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS04BLCB01,MS04BLCB,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS04BLCB02,MS04BLCB,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS04ICNI01,MS04ICNI,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS05ESCR01a,MS05ESCR,sheet and file agree,nothing to do,,,GF 12/2019,GF 12/2019,,,TRUE,TRUE,TRUE
MS05ESCR01b,MS05ESCR,sheet and file agree,nothing to do,,,GF 12/2019,GF 12/2019,,,TRUE,TRUE,TRUE
MS05LKLF01a,MS05LKLF,sheet and file agree,nothing to do,,,LJ,LJ,,,TRUE,TRUE,TRUE
MS06DLDS01a,MS06DLDS,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS06DLDS01b,MS06DLDS,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS06DLGN01a,MS06DLGN,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
