dataset,flag,compilations,tsid,variableName,units,n_values,min,max
GeoB9508_5.Bouimetarhan.2013,kiloyear/megayear axis,PalMod,GeoB9508_5_TS_006,age,yr ka,423,0.76,57.21
GeoB9508_5.Bouimetarhan.2013,kiloyear/megayear axis,PalMod,GeoB9508_5_TS_009,age,yr ka,423,1.362,43.64
GeoB9508_5.Bouimetarhan.2013,kiloyear/megayear axis,PalMod,GeoB9508_5_TS_012,age,yr ka,423,1.45,57.21
GeoB9508_5.Bouimetarhan.2013,kiloyear/megayear axis,PalMod,GeoB9508_5_TS_015,age,yr ka,423,11.64,21.57
GeoB9510_1.Voelpel.2018,kiloyear/megayear axis,PalMod,GeoB9510_1_TS_001,age,yr ka,44,7.49855727392578,23.4388384466375
GeoB9510_1.Voelpel.2018,kiloyear/megayear axis,PalMod,GeoB9510_1_TS_003,age,yr ka,44,7.47948510742187,23.5182772537161
GeoB9510_1.Voelpel.2018,kiloyear/megayear axis,PalMod,GeoB9510_1_TS_006,age,yr ka,44,4.861,25.228
GeoB9512_5.Voelpel.2018,kiloyear/megayear axis,PalMod,GeoB9512_5_TS_001,age,yr ka,70,0.592077603105903,23.3907385761477
GeoB9512_5.Voelpel.2018,kiloyear/megayear axis,PalMod,GeoB9512_5_TS_003,age,yr ka,70,0.589234985351562,23.4285846384227
GeoB9512_5.Voelpel.2018,kiloyear/megayear axis,PalMod,GeoB9512_5_TS_006,age,yr ka,70,1.356,25.236
GeoB9513_3.Voelpel.2018,kiloyear/megayear axis,PalMod,GeoB9513_3_TS_001,age,yr ka,47,2.71013094628906,29.3793358268133
GeoB9513_3.Voelpel.2018,kiloyear/megayear axis,PalMod,GeoB9513_3_TS_003,age,yr ka,47,2.7042900390625,29.3031477138996
GeoB9513_3.Voelpel.2018,kiloyear/megayear axis,PalMod,GeoB9513_3_TS_006,age,yr ka,47,2.54,29.757
GeoB9526_5.Zarriess.2011,kiloyear/megayear axis,PalMod,GeoB9526_5_TS_001,age,yr ka,196,1.94535433688862,69.6197887698178
GeoB9526_5.Zarriess.2011,kiloyear/megayear axis,PalMod,GeoB9526_5_TS_003,age,yr ka,196,1.76119086855108,69.5760517973141
GeoB9526_5.Zarriess.2011,kiloyear/megayear axis,PalMod,GeoB9526_5_TS_008,age,yr ka,196,1.67,31.1
GeoB9526_5.Zarriess.2011,kiloyear/megayear axis,PalMod,GeoB9526_5_TS_012,age,yr ka,196,31.27,71.77
GeoB9526_5.Zarriess.2011,kiloyear/megayear axis,PalMod,GeoB9526_5_TS_016,age,yr ka,196,3.08,71.77
GeoB9526_5.Zarriess.2011,kiloyear/megayear axis,PalMod,GeoB9526_5_TS_024,age,yr ka,196,1.25,31.1
GeoB9528_3.Hull.2010,kiloyear/megayear axis,PalMod,GeoB9528_3_TS_001,age,yr ka,352,4.21935314273071,127.605277901173
GeoB9528_3.Hull.2010,kiloyear/megayear axis,PalMod,GeoB9528_3_TS_003,age,yr ka,352,4.160875,128.170323558729
GeoB9528_3.Hull.2010,kiloyear/megayear axis,PalMod,GeoB9528_3_TS_006,age,yr ka,352,6.95,192.3
GeoB9528_3.Hull.2010,kiloyear/megayear axis,PalMod,GeoB9528_3_TS_009,age,yr ka,352,6.8499,192.0022
GeoTu_SL148.lastname.year,kiloyear/megayear axis,PalMod,GeoTu_SL148_TS_001,age,yr ka,58,5.17003610134036,11.9900467726989
GeoTu_SL148.lastname.year,kiloyear/megayear axis,PalMod,GeoTu_SL148_TS_003,age,yr ka,58,5.17621364545822,11.9754521810838
GeoTu_SL148.lastname.year,kiloyear/megayear axis,PalMod,GeoTu_SL148_TS_006,age,yr ka,58,0.07,12.04
GiK18515_3.Schroeder.2016,kiloyear/megayear axis,PalMod,GiK18515_3_TS_001,age,yr ka,335,3.09489048816484,26.1686525349861
GiK18515_3.Schroeder.2016,kiloyear/megayear axis,PalMod,GiK18515_3_TS_003,age,yr ka,335,3.06762046813965,26.1514984853613
GiK18515_3.Schroeder.2016,kiloyear/megayear axis,PalMod,GiK18515_3_TS_006,age,yr ka,335,0.214,26.421
GiK18515_3.Schroeder.2016,kiloyear/megayear axis,PalMod,GiK18515_3_TS_007,age,yr ka,335,0.235,26.333
H214.Samson.Palmod.2005,kiloyear/megayear axis,PalMod,H214_TS_001,age,yr ka,77,4.22640762813117,18.4372421029506
H214.Samson.Palmod.2005,kiloyear/megayear axis,PalMod,H214_TS_003,age,yr ka,77,4.13129919944126,18.4253152259715
H214.Samson.Palmod.2005,kiloyear/megayear axis,PalMod,H214_TS_006,age,yr ka,77,0.59,16.21
HLY02_02_17.Brunelle.2007,kiloyear/megayear axis,PalMod,HLY02_02_17_TS_001,age,yr ka,296,0.596325527731112,52.2657346064946
HLY02_02_17.Brunelle.2007,kiloyear/megayear axis,PalMod,HLY02_02_17_TS_003,age,yr ka,296,0.518793602018428,51.9381643134149
HLY02_02_17.Brunelle.2007,kiloyear/megayear axis,PalMod,HLY02_02_17_TS_006,age,yr ka,296,0.58,119.02
HM79_4.Dolven.2003,kiloyear/megayear axis,PalMod,HM79_4_TS_001,age,yr ka,64,12.110681336979,15.4053069852741
HM79_4.Dolven.2003,kiloyear/megayear axis,PalMod,HM79_4_TS_003,age,yr ka,64,12.1119434980154,15.3692621632218
HM79_4.Dolven.2003,kiloyear/megayear axis,PalMod,HM79_4_TS_006,age,yr ka,64,11.155,15.986
HM79_4_6.Karpuz.2008,kiloyear/megayear axis,PalMod,HM79_4_6_TS_001,age,yr ka,135,4.08828099475607,15.870305694658
HM79_4_6.Karpuz.2008,kiloyear/megayear axis,PalMod,HM79_4_6_TS_003,age,yr ka,135,4.08749140876532,15.8409829858324
HU90_013_013.Hillaire-Marcel.2008,kiloyear/megayear axis,PalMod,HU90_013_013_TS_001,age,yr ka,208,4.2385432434082,42.7124544730962
HU90_013_013.Hillaire-Marcel.2008,kiloyear/megayear axis,PalMod,HU90_013_013_TS_003,age,yr ka,208,4.24315502929687,42.6752063153802
HU91_045_093.Hoogakker.2014,kiloyear/megayear axis,PalMod,HU91_045_093_TS_001,age,yr ka,65,0.0164638356576569,2.43039715975706
HU91_045_093.Hoogakker.2014,kiloyear/megayear axis,PalMod,HU91_045_093_TS_003,age,yr ka,65,0.01421639752388,2.41653477737308
HU91_045_093.Hoogakker.2014,kiloyear/megayear axis,PalMod,HU91_045_093_TS_006,age,yr ka,65,0.016,2.526
HU91_045_093.Hoogakker.2014,kiloyear/megayear axis,PalMod,HU91_045_093_TS_011,age,yr ka,65,0.016,2.471
HYIV2015_B9.Li.2018,kiloyear/megayear axis,PalMod,HYIV2015_B9_TS_001,age,yr ka,42,2.53411000683594,31.343860832496
HYIV2015_B9.Li.2018,kiloyear/megayear axis,PalMod,HYIV2015_B9_TS_003,age,yr ka,42,2.53107507324219,31.2894149188995
HYIV2015_B9.Li.2018,kiloyear/megayear axis,PalMod,HYIV2015_B9_TS_006,age,yr ka,42,2.7,31.319
IOW225514.Emeis.2003,kiloyear/megayear axis,PalMod,IOW225514_TS_001,age,yr ka,84,0.396113834422588,6.06308862754619
IOW225514.Emeis.2003,kiloyear/megayear axis,PalMod,IOW225514_TS_003,age,yr ka,84,0.384190002441406,6.06641390152869
IOW225514.Emeis.2003,kiloyear/megayear axis,PalMod,IOW225514_TS_006,age,yr ka,84,0.45,6.43
IOW225517.Emeis.2003,kiloyear/megayear axis,PalMod,IOW225517_TS_001,age,yr ka,80,1.80697284573907,10.8077178217954
IOW225517.Emeis.2003,kiloyear/megayear axis,PalMod,IOW225517_TS_003,age,yr ka,80,1.80443286848068,10.7973807195574
IOW225517.Emeis.2003,kiloyear/megayear axis,PalMod,IOW225517_TS_006,age,yr ka,80,1.82,11.39
JM07_015.Telesinski.2017,kiloyear/megayear axis,PalMod,JM07_015_TS_001,age,yr ka,127,-0.0475580962129533,13.2659400460923
JM07_015.Telesinski.2017,kiloyear/megayear axis,PalMod,JM07_015_TS_003,age,yr ka,127,-0.0475648545026779,13.2017060962965
JM07_015.Telesinski.2017,kiloyear/megayear axis,PalMod,JM07_015_TS_006,age,yr ka,127,-0.05,13.72
JM96_1225_1_GC.Hagen.2002,kiloyear/megayear axis,PalMod,JM96_1225_1_GC_TS_001,age,yr ka,111,12.1742397271115,22.139917931643
JM96_1225_1_GC.Hagen.2002,kiloyear/megayear axis,PalMod,JM96_1225_1_GC_TS_003,age,yr ka,111,12.1758260746002,22.1503371134365
JM96_1225_1_GC.Hagen.2002,kiloyear/megayear axis,PalMod,JM96_1225_1_GC_TS_008,age,yr ka,111,6.5,22.2
JM96_1225_2_GC.Hagen.2002,kiloyear/megayear axis,PalMod,JM96_1225_2_GC_TS_001,age,yr ka,133,21.7917999783654,53.6549760360869
JM96_1225_2_GC.Hagen.2002,kiloyear/megayear axis,PalMod,JM96_1225_2_GC_TS_003,age,yr ka,133,21.7699818448436,53.7152855705339
JM96_1225_2_GC.Hagen.2002,kiloyear/megayear axis,PalMod,JM96_1225_2_GC_TS_008,age,yr ka,133,22.4,56.9
JR244_GC528.Roberts.2017,kiloyear/megayear axis,PalMod,JR244_GC528_TS_001,age,yr ka,242,1.37798976367187,25.1751349806651
JR244_GC528.Roberts.2017,kiloyear/megayear axis,PalMod,JR244_GC528_TS_003,age,yr ka,242,1.41861999511719,25.0236799748898
JR244_GC528.Roberts.2017,kiloyear/megayear axis,PalMod,JR244_GC528_TS_006,age,yr ka,242,1,25.44
JR244_GC528.Roberts.2017,kiloyear/megayear axis,PalMod,JR244_GC528_TS_010,age,yr ka,242,1.11,24.75
JR244_GC528.Roberts.2017,kiloyear/megayear axis,PalMod,JR244_GC528_TS_013,age,yr ka,242,1.0185,22.8685
JT96_09PC.Kienast.2004,kiloyear/megayear axis,PalMod,JT96_09PC_TS_001,age,yr ka,76,9.91762845533979,15.8193699553914
JT96_09PC.Kienast.2004,kiloyear/megayear axis,PalMod,JT96_09PC_TS_003,age,yr ka,76,9.89810943603516,15.7907486925286
JT96_09PC.Kienast.2004,kiloyear/megayear axis,PalMod,JT96_09PC_TS_006,age,yr ka,76,0.181,15.378
KF13.lastname.year,kiloyear/megayear axis,PalMod,KF13_TS_001,age,yr ka,73,7.46229070898437,24.7524036307095
KF13.lastname.year,kiloyear/megayear axis,PalMod,KF13_TS_003,age,yr ka,73,7.45338500976563,24.7415439514088
KF16.Repschlaeger.2017,kiloyear/megayear axis,PalMod,KF16_TS_001,age,yr ka,181,1.97776209228516,10.9313334770185
KF16.Repschlaeger.2017,kiloyear/megayear axis,PalMod,KF16_TS_003,age,yr ka,181,1.93727996826172,10.9335817621005
KF16.Repschlaeger.2017,kiloyear/megayear axis,PalMod,KF16_TS_006,age,yr ka,181,0.524,10.955
KF16.Repschlaeger.2017,kiloyear/megayear axis,PalMod,KF16_TS_010,age,yr ka,181,0.524,10.716
KF16.Repschlaeger.2017,kiloyear/megayear axis,PalMod,KF16_TS_014,age,yr ka,181,10.738,11.334
KF16.Repschlaeger.2017,kiloyear/megayear axis,PalMod,KF16_TS_017,age,yr ka,181,6.051,11.345
KF16.Repschlaeger.2017,kiloyear/megayear axis,PalMod,KF16_TS_020,age,yr ka,181,6.051,11.334
KH94_3_LM_8.Oba.2004,kiloyear/megayear axis,PalMod,KH94_3_LM_8_TS_001,age,yr ka,82,0.669954317586641,19.0713407443462
KH94_3_LM_8.Oba.2004,kiloyear/megayear axis,PalMod,KH94_3_LM_8_TS_003,age,yr ka,82,0.669629665032651,19.0775414447203
KH94_3_LM_8.Oba.2004,kiloyear/megayear axis,PalMod,KH94_3_LM_8_TS_006,age,yr ka,82,0,24.4
KNR110_50.Sarnthein.2008,kiloyear/megayear axis,PalMod,KNR110_50_TS_001,age,yr ka,40,1.49332434916878,18.5011137237186
KNR110_50.Sarnthein.2008,kiloyear/megayear axis,PalMod,KNR110_50_TS_003,age,yr ka,40,1.50234997558594,18.4948067893982
KNR110_50.Sarnthein.2008,kiloyear/megayear axis,PalMod,KNR110_50_TS_006,age,yr ka,40,0.1,33.3
KNR110_71.Sarnthein.2008,kiloyear/megayear axis,PalMod,KNR110_71_TS_001,age,yr ka,44,3.58156359732056,18.4934268981425
KNR110_71.Sarnthein.2008,kiloyear/megayear axis,PalMod,KNR110_71_TS_003,age,yr ka,44,3.56875,18.4939507446289
KNR110_71.Sarnthein.2008,kiloyear/megayear axis,PalMod,KNR110_71_TS_006,age,yr ka,44,1.1,42.3
KNR110_82.Sarnthein.2008,kiloyear/megayear axis,PalMod,KNR110_82_TS_001,age,yr ka,40,14.7187206521416,19.7809349525075
KNR110_82.Sarnthein.2008,kiloyear/megayear axis,PalMod,KNR110_82_TS_003,age,yr ka,40,14.6594847640991,19.7709558753967
KNR110_82.Sarnthein.2008,kiloyear/megayear axis,PalMod,KNR110_82_TS_006,age,yr ka,40,2,29.9
KNR140_37JPC.Oppo.2004,kiloyear/megayear axis,PalMod,KNR140_37JPC_TS_001,age,yr ka,203,70.3324068710938,136.071025649806
KNR140_37JPC.Oppo.2004,kiloyear/megayear axis,PalMod,KNR140_37JPC_TS_003,age,yr ka,203,70.424953125,136.12829773519
KNR140_37JPC.Oppo.2004,kiloyear/megayear axis,PalMod,KNR140_37JPC_TS_006,age,yr ka,203,68.174,145
KNR140_37JPC.Oppo.2004,kiloyear/megayear axis,PalMod,KNR140_37JPC_TS_010,age,yr ka,203,68.174,143.5
KNR159_42.Curry.2005,kiloyear/megayear axis,PalMod,KNR159_42_TS_001,age,yr ka,177,5.45482357446289,128.460791721337
KNR159_42.Curry.2005,kiloyear/megayear axis,PalMod,KNR159_42_TS_003,age,yr ka,177,5.4332900390625,128.632659174681
KNR159_5_36.Carlson.2008,kiloyear/megayear axis,PalMod,KNR159_5_36_TS_001,age,yr ka,70,1.25810409490967,22.4985665601903
KNR159_5_36.Carlson.2008,kiloyear/megayear axis,PalMod,KNR159_5_36_TS_003,age,yr ka,70,1.27325500488281,22.4653182311822
KNR159_5_36.Carlson.2008,kiloyear/megayear axis,PalMod,KNR159_5_36_TS_012,age,yr ka,70,1.114,22.83739
KNR166_2_1.Lynch‐Stieglitz.2009,kiloyear/megayear axis,PalMod,KNR166_2_1_TS_001,age,yr ka,41,0.761582660165787,9.61119301318944
KNR166_2_1.Lynch‐Stieglitz.2009,kiloyear/megayear axis,PalMod,KNR166_2_1_TS_003,age,yr ka,41,0.763392517089844,9.67353082331518
KNR166_2_1.Lynch‐Stieglitz.2009,kiloyear/megayear axis,PalMod,KNR166_2_1_TS_006,age,yr ka,41,0.815,10.735
KNR166_2_105.Lynch‐Stieglitz.2009,kiloyear/megayear axis,PalMod,KNR166_2_105_TS_001,age,yr ka,69,0.246587199017048,4.63765535008887
KNR166_2_105.Lynch‐Stieglitz.2009,kiloyear/megayear axis,PalMod,KNR166_2_105_TS_003,age,yr ka,69,0.248194999694824,4.63140541505069
KNR166_2_105.Lynch‐Stieglitz.2009,kiloyear/megayear axis,PalMod,KNR166_2_105_TS_006,age,yr ka,69,0.092,4.541
KNR166_2_106.Lynch‐Stieglitz.2009,kiloyear/megayear axis,PalMod,KNR166_2_106_TS_001,age,yr ka,92,0.110613255123153,7.7155667067016
KNR166_2_106.Lynch‐Stieglitz.2009,kiloyear/megayear axis,PalMod,KNR166_2_106_TS_003,age,yr ka,92,0.10097200012207,7.75900475225598
KNR166_2_106.Lynch‐Stieglitz.2009,kiloyear/megayear axis,PalMod,KNR166_2_106_TS_006,age,yr ka,92,0,8.235
KNR166_2_113.Lynch‐Stieglitz.2009,kiloyear/megayear axis,PalMod,KNR166_2_113_TS_001,age,yr ka,123,0.359223208444625,4.47550506527541
KNR166_2_113.Lynch‐Stieglitz.2009,kiloyear/megayear axis,PalMod,KNR166_2_113_TS_003,age,yr ka,123,0.396464492797852,4.4643286639452
KNR166_2_113.Lynch‐Stieglitz.2009,kiloyear/megayear axis,PalMod,KNR166_2_113_TS_006,age,yr ka,123,-0.036,4.395
KNR166_2_119.Lynch‐Stieglitz.2009,kiloyear/megayear axis,PalMod,KNR166_2_119_TS_001,age,yr ka,124,0.168208970823277,9.36530909301177
KNR166_2_119.Lynch‐Stieglitz.2009,kiloyear/megayear axis,PalMod,KNR166_2_119_TS_003,age,yr ka,124,0.181994499206543,9.3826950194779
KNR166_2_119.Lynch‐Stieglitz.2009,kiloyear/megayear axis,PalMod,KNR166_2_119_TS_006,age,yr ka,124,0.206,9.387
KNR166_2_127.Lynch‐Stieglitz.2009,kiloyear/megayear axis,PalMod,KNR166_2_127_TS_001,age,yr ka,94,0.851084627508208,9.81310517511585
KNR166_2_127.Lynch‐Stieglitz.2009,kiloyear/megayear axis,PalMod,KNR166_2_127_TS_003,age,yr ka,94,0.835789537906647,9.8177723816186
KNR166_2_127.Lynch‐Stieglitz.2009,kiloyear/megayear axis,PalMod,KNR166_2_127_TS_006,age,yr ka,94,0.727,146.148
KNR166_2_135.Lynch‐Stieglitz.2009,kiloyear/megayear axis,PalMod,KNR166_2_135_TS_001,age,yr ka,118,0.173585813497156,7.59910677489058
KNR166_2_135.Lynch‐Stieglitz.2009,kiloyear/megayear axis,PalMod,KNR166_2_135_TS_003,age,yr ka,118,0.190627494812012,7.55387277977496
KNR166_2_135.Lynch‐Stieglitz.2009,kiloyear/megayear axis,PalMod,KNR166_2_135_TS_006,age,yr ka,118,0.215,7.326
KNR166_2_2.Lynch‐Stieglitz.2009,kiloyear/megayear axis,PalMod,KNR166_2_2_TS_001,age,yr ka,16,2.77094394804856,9.92865290709012
KNR166_2_2.Lynch‐Stieglitz.2009,kiloyear/megayear axis,PalMod,KNR166_2_2_TS_003,age,yr ka,16,2.71456313514709,9.93491901308298
KNR166_2_2.Lynch‐Stieglitz.2009,kiloyear/megayear axis,PalMod,KNR166_2_2_TS_006,age,yr ka,16,2.19,10.02
KNR166_2_51.Lynch‐Stieglitz.2009,kiloyear/megayear axis,lipdverseTest; PalMod,KNR166_2_51_TS_001,age,yr ka,75,1.47668564990234,10.3818226008259
KNR166_2_51.Lynch‐Stieglitz.2009,kiloyear/megayear axis,lipdverseTest; PalMod,KNR166_2_51_TS_003,age,yr ka,75,1.47454998779297,10.3774987005432
KNR166_2_51.Lynch‐Stieglitz.2009,kiloyear/megayear axis,lipdverseTest; PalMod,KNR166_2_51_TS_006,age,yr ka,75,1.486,10.416
KNR195_5_CDH23.Bova.Palmod.2015,kiloyear/megayear axis,PalMod,KNR195_5_CDH23_TS_001,age,yr ka,521,1.06788111364746,14.3623525220999
KNR195_5_CDH23.Bova.Palmod.2015,kiloyear/megayear axis,PalMod,KNR195_5_CDH23_TS_003,age,yr ka,521,1.05139001464844,14.3003753829839
KNR195_5_CDH23.Bova.Palmod.2015,kiloyear/megayear axis,PalMod,KNR195_5_CDH23_TS_006,age,yr ka,521,1.27,14.09
KNR195_5_CDH23.Bova.Palmod.2015,kiloyear/megayear axis,PalMod,KNR195_5_CDH23_TS_009,age,yr ka,521,1.11,14.09
KNR195_5_CDH26.Bova.Palmod.2015,kiloyear/megayear axis,PalMod,KNR195_5_CDH26_TS_001,age,yr ka,540,3.75461147143555,24.9976499411911
KNR195_5_CDH26.Bova.Palmod.2015,kiloyear/megayear axis,PalMod,KNR195_5_CDH26_TS_003,age,yr ka,540,3.71611499023437,25.0043275616519
KNR195_5_CDH26.Bova.Palmod.2015,kiloyear/megayear axis,PalMod,KNR195_5_CDH26_TS_006,age,yr ka,540,1.37,25.83
KNR195_5_CDH26.Bova.Palmod.2015,kiloyear/megayear axis,PalMod,KNR195_5_CDH26_TS_009,age,yr ka,540,1.92,25.78
KNR31_GPC9.Keigwin.2003,kiloyear/megayear axis,PalMod,KNR31_GPC9_TS_001,age,yr ka,84,73.0833401015625,133.765659252981
KNR31_GPC9.Keigwin.2003,kiloyear/megayear axis,PalMod,KNR31_GPC9_TS_003,age,yr ka,84,73.07309765625,133.793216620016
KNR31_GPC9.Keigwin.2003,kiloyear/megayear axis,PalMod,KNR31_GPC9_TS_006,age,yr ka,84,70.86322,138.71
KNR31_GPC_5.Keigwin.2002,kiloyear/megayear axis,PalMod,KNR31_GPC_5_TS_001,age,yr ka,128,34.7306486310299,42.1209263651052
KNR31_GPC_5.Keigwin.2002,kiloyear/megayear axis,PalMod,KNR31_GPC_5_TS_003,age,yr ka,128,34.7161992672422,42.1509736854735
KT05_7_PC_02.Kawahata.Palmod.2009,kiloyear/megayear axis,PalMod,KT05_7_PC_02_TS_001,age,yr ka,83,0.552129268327433,9.78285620882272
KT05_7_PC_02.Kawahata.Palmod.2009,kiloyear/megayear axis,PalMod,KT05_7_PC_02_TS_003,age,yr ka,83,0.548619006190062,9.76842122202777
KT05_7_PC_02.Kawahata.Palmod.2009,kiloyear/megayear axis,PalMod,KT05_7_PC_02_TS_006,age,yr ka,83,0.914,10.28
KT90_9_21.Oba.2004,kiloyear/megayear axis,PalMod,KT90_9_21_TS_001,age,yr ka,43,4.4086330015344,18.5219783466051
KT90_9_21.Oba.2004,kiloyear/megayear axis,PalMod,KT90_9_21_TS_003,age,yr ka,43,4.38064175081253,18.590579782784
KT90_9_21.Oba.2004,kiloyear/megayear axis,PalMod,KT90_9_21_TS_006,age,yr ka,43,0,18.903
KT90_9_5.Oba.2004,kiloyear/megayear axis,PalMod,KT90_9_5_TS_001,age,yr ka,48,0.503403937469482,23.0342316697347
KT90_9_5.Oba.2004,kiloyear/megayear axis,PalMod,KT90_9_5_TS_003,age,yr ka,48,0.502070495605469,23.0575408982086
KT90_9_5.Oba.2004,kiloyear/megayear axis,PalMod,KT90_9_5_TS_006,age,yr ka,48,0,24.852
KX973_21_2.Jian.2022,kiloyear/megayear axis,PalMod,KX973_21_2_TS_001,age,yr ka,425,3.8339259271934,187.783141130789
KX973_21_2.Jian.2022,kiloyear/megayear axis,PalMod,KX973_21_2_TS_003,age,yr ka,425,3.79051125335693,187.854889979869
KX973_21_2.Jian.2022,kiloyear/megayear axis,PalMod,KX973_21_2_TS_006,age,yr ka,425,3.72,394.21
KX973_21_2.Jian.2022,kiloyear/megayear axis,PalMod,KX973_21_2_TS_012,age,yr ka,425,3.721,392.364
KX973_22_4.Zhang.2022,kiloyear/megayear axis,PalMod,KX973_22_4_TS_001,age,yr ka,621,4.03249199611831,222.89438547224
KX973_22_4.Zhang.2022,kiloyear/megayear axis,PalMod,KX973_22_4_TS_003,age,yr ka,621,4.03323255157471,222.883064035881
KX973_22_4.Zhang.2022,kiloyear/megayear axis,PalMod,KX973_22_4_TS_006,age,yr ka,621,2.76,359.18
KX973_22_4.Zhang.2022,kiloyear/megayear axis,PalMod,KX973_22_4_TS_013,age,yr ka,621,2.76,359.18
KX973_22_4.Zhang.2022,kiloyear/megayear axis,PalMod,KX973_22_4_TS_014,age,yr ka,621,1.98,359.18
KX973_22_4.Zhang.2022,kiloyear/megayear axis,PalMod,KX973_22_4_TS_016,age,yr ka,621,1.98,27.16
LOP.Mann.2002,kiloyear/megayear axis,NA,WEB168bb1e9,age,yr ka,54,8.178,16.067
LPAZ21P.Herbert.2002,kiloyear/megayear axis,PalMod,LPAZ21P_TS_001,age,yr ka,176,0.492899354439735,133.813909717695
LPAZ21P.Herbert.2002,kiloyear/megayear axis,PalMod,LPAZ21P_TS_003,age,yr ka,176,0.493924011230469,133.712363623016
LPAZ21P.Herbert.2002,kiloyear/megayear axis,PalMod,LPAZ21P_TS_006,age,yr ka,176,1.3958,235.7986
LV28_42_4.Nuernberg.2004,kiloyear/megayear axis,PalMod,LV28_42_4_TS_001,age,yr ka,681,2.49421894419363,133.386112249668
LV28_42_4.Nuernberg.2004,kiloyear/megayear axis,PalMod,LV28_42_4_TS_003,age,yr ka,681,2.50055379676819,133.213021488025
LV28_42_4.Nuernberg.2004,kiloyear/megayear axis,PalMod,LV28_42_4_TS_006,age,yr ka,681,2.26,346.26
LV28_42_4.Nuernberg.2004,kiloyear/megayear axis,PalMod,LV28_42_4_TS_010,age,yr ka,681,2.26,350.47
LV29_114_3.Riethdorf.Palmod.2013,kiloyear/megayear axis,PalMod,LV29_114_3_TS_001,age,yr ka,257,0.843395375671387,16.583084142186
LV29_114_3.Riethdorf.Palmod.2013,kiloyear/megayear axis,PalMod,LV29_114_3_TS_003,age,yr ka,257,0.844725006103516,16.5865225841582
LV29_114_3.Riethdorf.Palmod.2013,kiloyear/megayear axis,PalMod,LV29_114_3_TS_006,age,yr ka,257,1.2,20.32
LV29_114_3.Riethdorf.Palmod.2013,kiloyear/megayear axis,PalMod,LV29_114_3_TS_011,age,yr ka,257,1.1,14.61
LV29_114_3.Riethdorf.Palmod.2013,kiloyear/megayear axis,PalMod,LV29_114_3_TS_016,age,yr ka,257,1.12,20.32
LV29_114_3.Riethdorf.Palmod.2013,kiloyear/megayear axis,PalMod,LV29_114_3_TS_020,age,yr ka,257,1.1,26.69
LV29_114_3.Riethdorf.Palmod.2013,kiloyear/megayear axis,PalMod,LV29_114_3_TS_022,age,yr ka,257,1.16,19.78
LaPAS_KF02.Pivel.Palmod.2013,kiloyear/megayear axis,lipdverseTest; PalMod,LaPAS_KF02_TS_001,age,yr ka,101,0.0185550641262531,12.2225343236606
LaPAS_KF02.Pivel.Palmod.2013,kiloyear/megayear axis,lipdverseTest; PalMod,LaPAS_KF02_TS_003,age,yr ka,101,0.00122516195476055,12.2178669809258
LaPAS_KF02.Pivel.Palmod.2013,kiloyear/megayear axis,lipdverseTest; PalMod,LaPAS_KF02_TS_006,age,yr ka,101,0.402,12.958
M125_445_7.Hou.2020,kiloyear/megayear axis,PalMod,M125_445_7_TS_001,age,yr ka,660,8.46129712988281,190.336217526452
M125_445_7.Hou.2020,kiloyear/megayear axis,PalMod,M125_445_7_TS_003,age,yr ka,660,8.45681005859375,190.359301220553
M125_445_7.Hou.2020,kiloyear/megayear axis,PalMod,M125_445_7_TS_006,age,yr ka,660,7.85815,321.65729
M125_445_7.Hou.2020,kiloyear/megayear axis,PalMod,M125_445_7_TS_009,age,yr ka,660,8.513,322.11464
M125_445_7.Hou.2020,kiloyear/megayear axis,PalMod,M125_445_7_TS_012,age,yr ka,660,8.513,322.11464
M125_469_3.Campos.2020,kiloyear/megayear axis,PalMod,M125_469_3_TS_001,age,yr ka,1465,1.45233173901367,66.5719581097589
M125_469_3.Campos.2020,kiloyear/megayear axis,PalMod,M125_469_3_TS_003,age,yr ka,1465,1.45086499023438,66.5574666184235
M125_469_3.Campos.2020,kiloyear/megayear axis,PalMod,M125_469_3_TS_006,age,yr ka,1465,1.47196,71.3852
M125_469_3.Campos.2020,kiloyear/megayear axis,PalMod,M125_469_3_TS_008,age,yr ka,1465,1.47196,71.3852
M25_4_KL11.Emeis.2002,kiloyear/megayear axis,PalMod,M25_4_KL11_TS_001,age,yr ka,311,1.76768609844971,17.658362099055
M25_4_KL11.Emeis.2002,kiloyear/megayear axis,PalMod,M25_4_KL11_TS_003,age,yr ka,311,1.75299499511719,17.6606851051331
M25_4_KL11.Emeis.2002,kiloyear/megayear axis,PalMod,M25_4_KL11_TS_006,age,yr ka,311,0.15,11.16
M25_4_KL11.Emeis.2002,kiloyear/megayear axis,PalMod,M25_4_KL11_TS_009,age,yr ka,311,2.1223,110.8168
M35003_4.Ruehlemann.2002,kiloyear/megayear axis,PalMod,M35003_4_TS_001,age,yr ka,283,0.129677777703524,29.8946293586213
M35003_4.Ruehlemann.2002,kiloyear/megayear axis,PalMod,M35003_4_TS_003,age,yr ka,283,0.115035499572754,29.8999974777699
M35003_4.Ruehlemann.2002,kiloyear/megayear axis,PalMod,M35003_4_TS_010,age,yr ka,283,0,24.54
M35003_4.Ruehlemann.2002,kiloyear/megayear axis,PalMod,M35003_4_TS_011,age,yr ka,283,0,28.78
M35003_4.Ruehlemann.2002,kiloyear/megayear axis,PalMod,M35003_4_TS_019,age,yr ka,283,0,55.397
