dataset,flag,compilations,tsid,variableName,units,n_values,min,max
MD95_2010.Govin.2012,kiloyear/megayear axis,PalMod,MD95_2010_TS_003,age,yr ka,1298,12.14425,125.582405642886
MD95_2010.Govin.2012,kiloyear/megayear axis,PalMod,MD95_2010_TS_006,age,yr ka,1298,10.31,66.93
MD95_2010.Govin.2012,kiloyear/megayear axis,PalMod,MD95_2010_TS_012,age,yr ka,1298,110.1,133.99
MD95_2010.Govin.2012,kiloyear/megayear axis,PalMod,MD95_2010_TS_015,age,yr ka,1298,60.11,125.45
MD95_2015.Marchal.Palmod.2002,kiloyear/megayear axis,PalMod,MD95_2015_TS_001,age,yr ka,133,0.668324797779784,10.9613213345718
MD95_2015.Marchal.Palmod.2002,kiloyear/megayear axis,PalMod,MD95_2015_TS_003,age,yr ka,133,0.664388304948807,11.0189039478196
MD95_2015.Marchal.Palmod.2002,kiloyear/megayear axis,PalMod,MD95_2015_TS_006,age,yr ka,133,0.69,10.98
MD95_2024.Hoogakker.2014,kiloyear/megayear axis,PalMod,MD95_2024_TS_001,age,yr ka,3178,0.952798273254394,12.1902082186898
MD95_2024.Hoogakker.2014,kiloyear/megayear axis,PalMod,MD95_2024_TS_003,age,yr ka,3178,0.954535491943359,12.1698764859369
MD95_2024.Hoogakker.2014,kiloyear/megayear axis,PalMod,MD95_2024_TS_006,age,yr ka,3178,2.536,10.117
MD95_2024.Hoogakker.2014,kiloyear/megayear axis,PalMod,MD95_2024_TS_009,age,yr ka,3178,2.788,12.506
MD95_2024.Hoogakker.2014,kiloyear/megayear axis,PalMod,MD95_2024_TS_013,age,yr ka,3178,1.371,117.01
MD95_2039.Salgueiro.2014,kiloyear/megayear axis,PalMod,MD95_2039_TS_001,age,yr ka,564,6.62494921643013,132.150053632582
MD95_2039.Salgueiro.2014,kiloyear/megayear axis,PalMod,MD95_2039_TS_003,age,yr ka,564,6.62473425483704,132.15318304986
MD95_2039.Salgueiro.2014,kiloyear/megayear axis,PalMod,MD95_2039_TS_008,age,yr ka,564,0.329,32.03
MD95_2039.Salgueiro.2014,kiloyear/megayear axis,PalMod,MD95_2039_TS_010,age,yr ka,564,0,50.568
MD95_2039.Salgueiro.2014,kiloyear/megayear axis,PalMod,MD95_2039_TS_012,age,yr ka,564,0,142.28
MD95_2040.Voelker.2011,kiloyear/megayear axis,PalMod,MD95_2040_TS_001,age,yr ka,2858,12.2633880161148,136.114125701936
MD95_2040.Voelker.2011,kiloyear/megayear axis,PalMod,MD95_2040_TS_003,age,yr ka,2858,12.2602965965271,136.141467584927
MD95_2040.Voelker.2011,kiloyear/megayear axis,PalMod,MD95_2040_TS_006,age,yr ka,2858,0.176,360.182
MD95_2040.Voelker.2011,kiloyear/megayear axis,PalMod,MD95_2040_TS_009,age,yr ka,2858,0,184
MD95_2040.Voelker.2011,kiloyear/megayear axis,PalMod,MD95_2040_TS_014,age,yr ka,2858,0.5,158.4
MD95_2040.Voelker.2011,kiloyear/megayear axis,PalMod,MD95_2040_TS_018,age,yr ka,2858,14.865,31.35
MD95_2040.Voelker.2011,kiloyear/megayear axis,PalMod,MD95_2040_TS_031,age,yr ka,2858,1.927,408.53
MD95_2040.Voelker.2011,kiloyear/megayear axis,PalMod,MD95_2040_TS_033,age,yr ka,2858,-0.08951,43.174
MD95_2041.Voelker.2011,kiloyear/megayear axis,PalMod,MD95_2041_TS_001,age,yr ka,900,18.9020649082031,28.2423916508524
MD95_2041.Voelker.2011,kiloyear/megayear axis,PalMod,MD95_2041_TS_003,age,yr ka,900,18.9119501953125,28.2349501722455
MD95_2041.Voelker.2011,kiloyear/megayear axis,PalMod,MD95_2041_TS_006,age,yr ka,900,2.114,96.723
MD95_2041.Voelker.2011,kiloyear/megayear axis,PalMod,MD95_2041_TS_013,age,yr ka,900,14.5,71.368
MD95_2042.Shackleton.2004,kiloyear/megayear axis,PalMod,MD95_2042_TS_001,age,yr ka,837,1.63523727812147,136.071220685565
MD95_2042.Shackleton.2004,kiloyear/megayear axis,PalMod,MD95_2042_TS_003,age,yr ka,837,1.65027496337891,136.067989903617
MD95_2042.Shackleton.2004,kiloyear/megayear axis,PalMod,MD95_2042_TS_018,age,yr ka,837,0.004,149.794
MD95_2042.Shackleton.2004,kiloyear/megayear axis,PalMod,MD95_2042_TS_019,age,yr ka,837,0.004,159.231
MD95_2042.Shackleton.2004,kiloyear/megayear axis,PalMod,MD95_2042_TS_021,age,yr ka,837,0.4,170.7
MD95_2043.Martrat.2014,kiloyear/megayear axis,PalMod,MD95_2043_TS_001,age,yr ka,360,1.53204677880859,36.7201847840129
MD95_2043.Martrat.2014,kiloyear/megayear axis,PalMod,MD95_2043_TS_003,age,yr ka,360,1.52302496337891,36.695886574172
MD95_2043.Martrat.2014,kiloyear/megayear axis,PalMod,MD95_2043_TS_006,age,yr ka,360,11.21,51.66
MD95_2043.Martrat.2014,kiloyear/megayear axis,PalMod,MD95_2043_TS_011,age,yr ka,360,1.008,51.93
MD96_2048.Caley.2018,kiloyear/megayear axis,PalMod,MD96_2048_TS_001,age,yr ka,576,0.504268193232313,127.465798386921
MD96_2048.Caley.2018,kiloyear/megayear axis,PalMod,MD96_2048_TS_003,age,yr ka,576,0.50589149475097706,127.867422748327
MD96_2048.Caley.2018,kiloyear/megayear axis,PalMod,MD96_2048_TS_006,age,yr ka,576,0.36,790.09
MD96_2048.Caley.2018,kiloyear/megayear axis,PalMod,MD96_2048_TS_010,age,yr ka,576,0,2143.02227
MD96_2098.Pichevin.2005,kiloyear/megayear axis,PalMod,MD96_2098_TS_001,age,yr ka,192,2.53928231591272,131.480644295145
MD96_2098.Pichevin.2005,kiloyear/megayear axis,PalMod,MD96_2098_TS_003,age,yr ka,192,2.52388276290894,131.508204510836
MD96_2098.Pichevin.2005,kiloyear/megayear axis,PalMod,MD96_2098_TS_006,age,yr ka,192,6,193.25
MD97_2120.Pahnke.Palmod.2006,kiloyear/megayear axis,PalMod,MD97_2120_TS_001,age,yr ka,3219,1.95694806152344,130.727336824102
MD97_2120.Pahnke.Palmod.2006,kiloyear/megayear axis,PalMod,MD97_2120_TS_003,age,yr ka,3219,1.95616998291016,130.755043093985
MD97_2120.Pahnke.Palmod.2006,kiloyear/megayear axis,PalMod,MD97_2120_TS_006,age,yr ka,3219,1.951,156.36
MD97_2120.Pahnke.Palmod.2006,kiloyear/megayear axis,PalMod,MD97_2120_TS_012,age,yr ka,3219,1.95,340.84
MD97_2121.Marr.2013,kiloyear/megayear axis,PalMod,MD97_2121_TS_001,age,yr ka,852,0.240216470487505,40.306609334907
MD97_2121.Marr.2013,kiloyear/megayear axis,PalMod,MD97_2121_TS_003,age,yr ka,852,0.268145935893059,40.3615181135342
MD97_2121.Marr.2013,kiloyear/megayear axis,PalMod,MD97_2121_TS_006,age,yr ka,852,3.3162,135.048
MD97_2121.Marr.2013,kiloyear/megayear axis,PalMod,MD97_2121_TS_009,age,yr ka,852,0,25
MD97_2121.Marr.2013,kiloyear/megayear axis,PalMod,MD97_2121_TS_012,age,yr ka,852,1,22.4
MD97_2121.Marr.2013,kiloyear/megayear axis,PalMod,MD97_2121_TS_015,age,yr ka,852,0.16,25.54
MD97_2125_abovehiatus.Tachikawa.2009,kiloyear/megayear axis,PalMod,MD97_2125_abovehiatus_TS_001,age,yr ka,169,5.41097257474709,25.5728103049773
MD97_2125_abovehiatus.Tachikawa.2009,kiloyear/megayear axis,PalMod,MD97_2125_abovehiatus_TS_003,age,yr ka,169,5.33765990638733,25.5837737888336
MD97_2125_abovehiatus.Tachikawa.2009,kiloyear/megayear axis,PalMod,MD97_2125_abovehiatus_TS_006,age,yr ka,169,4.85,360.64
MD97_2125_abovehiatus.Tachikawa.2009,kiloyear/megayear axis,PalMod,MD97_2125_abovehiatus_TS_010,age,yr ka,169,5.6,360.6
MD97_2125_abovehiatus.Tachikawa.2009,kiloyear/megayear axis,PalMod,MD97_2125_abovehiatus_TS_014,age,yr ka,169,57.1,400
MD97_2125_abovehiatus.Tachikawa.2009,kiloyear/megayear axis,PalMod,MD97_2125_abovehiatus_TS_017,age,yr ka,169,4.85,362
MD97_2125_belowhiatus.Tachikawa.2009,kiloyear/megayear axis,lipdverseTest; PalMod,MD97_2125_belowhiatus_TS_001,age,yr ka,169,89.6681190476349,130.059001576335
MD97_2125_belowhiatus.Tachikawa.2009,kiloyear/megayear axis,lipdverseTest; PalMod,MD97_2125_belowhiatus_TS_003,age,yr ka,169,89.5968778576321,130.012498109301
MD97_2125_belowhiatus.Tachikawa.2009,kiloyear/megayear axis,lipdverseTest; PalMod,MD97_2125_belowhiatus_TS_006,age,yr ka,169,4.85,360.64
MD97_2125_belowhiatus.Tachikawa.2009,kiloyear/megayear axis,lipdverseTest; PalMod,MD97_2125_belowhiatus_TS_010,age,yr ka,169,5.6,360.6
MD97_2125_belowhiatus.Tachikawa.2009,kiloyear/megayear axis,lipdverseTest; PalMod,MD97_2125_belowhiatus_TS_014,age,yr ka,169,57.1,400
MD97_2125_belowhiatus.Tachikawa.2009,kiloyear/megayear axis,lipdverseTest; PalMod,MD97_2125_belowhiatus_TS_017,age,yr ka,169,4.85,362
MD97_2138.de Garidel‐Thoron.2007,kiloyear/megayear axis,PalMod,MD97_2138_TS_001,age,yr ka,58,3.15706792529297,28.2396072192943
MD97_2138.de Garidel‐Thoron.2007,kiloyear/megayear axis,PalMod,MD97_2138_TS_003,age,yr ka,58,3.1370849609375,28.2221816242565
MD97_2138.de Garidel‐Thoron.2007,kiloyear/megayear axis,PalMod,MD97_2138_TS_006,age,yr ka,58,3.6665,30.094
MD97_2138.de Garidel‐Thoron.2007,kiloyear/megayear axis,PalMod,MD97_2138_TS_013,age,yr ka,58,3.17,30.269
MD97_2138.de Garidel‐Thoron.2007,kiloyear/megayear axis,PalMod,MD97_2138_TS_017,age,yr ka,58,3.1707,30.691
MD97_2141_abovehiatus.Weiss.2022,kiloyear/megayear axis,PalMod,MD97_2141_abovehiatus_TS_001,age,yr ka,1731,4.27138001757813,21.8362744781171
MD97_2141_abovehiatus.Weiss.2022,kiloyear/megayear axis,PalMod,MD97_2141_abovehiatus_TS_003,age,yr ka,1731,4.266125,21.8627978832874
MD97_2141_abovehiatus.Weiss.2022,kiloyear/megayear axis,PalMod,MD97_2141_abovehiatus_TS_007,age,yr ka,1731,4.286,146.44
MD97_2141_abovehiatus.Weiss.2022,kiloyear/megayear axis,PalMod,MD97_2141_abovehiatus_TS_012,age,yr ka,1731,32.02,127.75
MD97_2141_belowhiatus.Weiss.2022,kiloyear/megayear axis,PalMod,MD97_2141_belowhiatus_TS_001,age,yr ka,1743,31.2285800097656,41.5788523870554
MD97_2141_belowhiatus.Weiss.2022,kiloyear/megayear axis,PalMod,MD97_2141_belowhiatus_TS_003,age,yr ka,1743,31.2117001953125,41.6241766370368
MD97_2141_belowhiatus.Weiss.2022,kiloyear/megayear axis,PalMod,MD97_2141_belowhiatus_TS_007,age,yr ka,1743,0,146.44
MD97_2141_belowhiatus.Weiss.2022,kiloyear/megayear axis,PalMod,MD97_2141_belowhiatus_TS_012,age,yr ka,1743,31.66,127.75
MD97_2142.Ren.2017,kiloyear/megayear axis,PalMod,MD97_2142_TS_001,age,yr ka,738,3.26991516640472,482.275402097835
MD97_2142.Ren.2017,kiloyear/megayear axis,PalMod,MD97_2142_TS_003,age,yr ka,738,3.43535998535156,483.161912325213
MD97_2142.Ren.2017,kiloyear/megayear axis,PalMod,MD97_2142_TS_006,age,yr ka,738,0.97,130.85
MD97_2142.Ren.2017,kiloyear/megayear axis,PalMod,MD97_2142_TS_011,age,yr ka,738,1,857.608
MD97_2151.Zhao.2006,kiloyear/megayear axis,PalMod,MD97_2151_TS_001,age,yr ka,1540,1.15272308831597,22.6349422374974
MD97_2151.Zhao.2006,kiloyear/megayear axis,PalMod,MD97_2151_TS_003,age,yr ka,1540,1.14177483844757,22.6298251987291
MD98_2160.Newton.2006,kiloyear/megayear axis,PalMod,MD98_2160_TS_001,age,yr ka,125,0.135232882698059,1.07431641934164
MD98_2160.Newton.2006,kiloyear/megayear axis,PalMod,MD98_2160_TS_003,age,yr ka,125,0.134993499755859,1.07523528978624
MD98_2160.Newton.2006,kiloyear/megayear axis,PalMod,MD98_2160_TS_006,age,yr ka,125,0.10995,0.94564
MD98_2161.Fan.Palmod.2018,kiloyear/megayear axis,PalMod,MD98_2161_TS_001,age,yr ka,435,0.134988456195115,24.8674198802175
MD98_2161.Fan.Palmod.2018,kiloyear/megayear axis,PalMod,MD98_2161_TS_003,age,yr ka,435,0.135003655433655,24.8828098764718
MD98_2161.Fan.Palmod.2018,kiloyear/megayear axis,PalMod,MD98_2161_TS_006,age,yr ka,435,-0.006,25.0457
MD98_2162.Jian.2022,kiloyear/megayear axis,PalMod,MD98_2162_TS_001,age,yr ka,505,0.587670891260275,31.2086246302584
MD98_2162.Jian.2022,kiloyear/megayear axis,PalMod,MD98_2162_TS_003,age,yr ka,505,0.603584533023834,31.2234116543651
MD98_2162.Jian.2022,kiloyear/megayear axis,PalMod,MD98_2162_TS_006,age,yr ka,505,0.73,220.91
MD98_2165.Levi.Palmod.2007,kiloyear/megayear axis,lipdverseTest; PalMod,MD98_2165_TS_001,age,yr ka,134,0.677082531729311,24.9839170975137
MD98_2165.Levi.Palmod.2007,kiloyear/megayear axis,lipdverseTest; PalMod,MD98_2165_TS_003,age,yr ka,134,0.670933126449585,25.0704052206211
MD98_2165.Levi.Palmod.2007,kiloyear/megayear axis,lipdverseTest; PalMod,MD98_2165_TS_006,age,yr ka,134,0.77,25.83
MD98_2170.Stott.2007,kiloyear/megayear axis,PalMod,MD98_2170_TS_001,age,yr ka,63,7.23541847509766,17.899936240883
MD98_2170.Stott.2007,kiloyear/megayear axis,PalMod,MD98_2170_TS_003,age,yr ka,63,7.26038989257813,17.9162920319902
MD98_2170.Stott.2007,kiloyear/megayear axis,PalMod,MD98_2170_TS_006,age,yr ka,63,1.7953,21.921
MD98_2176.Stott.2004,kiloyear/megayear axis,PalMod,MD98_2176_TS_001,age,yr ka,279,-0.294851163952112,19.5065028276877
MD98_2176.Stott.2004,kiloyear/megayear axis,PalMod,MD98_2176_TS_003,age,yr ka,279,-0.31190950012207,19.4985004783414
MD98_2176.Stott.2004,kiloyear/megayear axis,PalMod,MD98_2176_TS_006,age,yr ka,279,0.1257,20.333
MD98_2178.Fan.Palmod.2018,kiloyear/megayear axis,PalMod,MD98_2178_TS_001,age,yr ka,677,1.6494988293457,24.638645819035
MD98_2178.Fan.Palmod.2018,kiloyear/megayear axis,PalMod,MD98_2178_TS_003,age,yr ka,677,1.64184997558594,24.6684508602619
MD98_2178.Fan.Palmod.2018,kiloyear/megayear axis,PalMod,MD98_2178_TS_006,age,yr ka,677,1.63,25.01
MD98_2181.Saikku.2009,kiloyear/megayear axis,PalMod,MD98_2181_TS_001,age,yr ka,1627,3.08123014435172e-4,28.1348070600904
MD98_2181.Saikku.2009,kiloyear/megayear axis,PalMod,MD98_2181_TS_003,age,yr ka,1627,-0.0121372003555298,28.1112558989731
MD98_2181.Saikku.2009,kiloyear/megayear axis,PalMod,MD98_2181_TS_006,age,yr ka,1627,0.0026,21.869
MD98_2181.Saikku.2009,kiloyear/megayear axis,PalMod,MD98_2181_TS_017,age,yr ka,1627,28.87158,57.64817
MD98_2181.Saikku.2009,kiloyear/megayear axis,PalMod,MD98_2181_TS_022,age,yr ka,1627,0.089012,67.592
MD98_2188.Dang.2011,kiloyear/megayear axis,PalMod,MD98_2188_TS_001,age,yr ka,197,0.0765885772945285,12.3052740207284
MD98_2188.Dang.2011,kiloyear/megayear axis,PalMod,MD98_2188_TS_003,age,yr ka,197,0.0614178009033203,12.31071865955
MD98_2188.Dang.2011,kiloyear/megayear axis,PalMod,MD98_2188_TS_006,age,yr ka,197,0.04,12.93
MD99_2203.Cleroux.2011,kiloyear/megayear axis,PalMod,MD99_2203_TS_001,age,yr ka,451,0.604731828491211,10.1215158228947
MD99_2203.Cleroux.2011,kiloyear/megayear axis,PalMod,MD99_2203_TS_003,age,yr ka,451,0.586377502441406,10.1234433409469
MD99_2236.Jennings.2014,kiloyear/megayear axis,PalMod,MD99_2236_TS_001,age,yr ka,1069,0.097589995978849,11.5197994378835
MD99_2236.Jennings.2014,kiloyear/megayear axis,PalMod,MD99_2236_TS_003,age,yr ka,1069,0.0813390148878098,11.4858863266636
MD99_2236.Jennings.2014,kiloyear/megayear axis,PalMod,MD99_2236_TS_007,age,yr ka,1069,1.94,12.378
MD99_2236.Jennings.2014,kiloyear/megayear axis,PalMod,MD99_2236_TS_008,age,yr ka,1069,0.40923,13.897
MD99_2236.Jennings.2014,kiloyear/megayear axis,PalMod,MD99_2236_TS_010,age,yr ka,1069,7.0049,10.866
MD99_2256.Jennings.2014,kiloyear/megayear axis,PalMod,MD99_2256_TS_001,age,yr ka,456,0.106438658498451,16.9518840747585
MD99_2256.Jennings.2014,kiloyear/megayear axis,PalMod,MD99_2256_TS_003,age,yr ka,456,0.138089400291443,16.8549518859185
MD99_2256.Jennings.2014,kiloyear/megayear axis,PalMod,MD99_2256_TS_006,age,yr ka,456,0.18122,12.399
MD99_2256.Jennings.2014,kiloyear/megayear axis,PalMod,MD99_2256_TS_008,age,yr ka,456,0.18122,12.399
MD99_2256.Jennings.2014,kiloyear/megayear axis,PalMod,MD99_2256_TS_010,age,yr ka,456,0.13856,17.377
MD99_2281.Wary.2015,kiloyear/megayear axis,PalMod,MD99_2281_TS_001,age,yr ka,564,9.70304071191406,37.4005560555815
MD99_2281.Wary.2015,kiloyear/megayear axis,PalMod,MD99_2281_TS_003,age,yr ka,564,9.68858984375,37.3153041050434
MD99_2281.Wary.2015,kiloyear/megayear axis,PalMod,MD99_2281_TS_006,age,yr ka,564,11.1653,43.29
MD99_2284.Risebrobakken.2011,kiloyear/megayear axis,PalMod,MD99_2284_TS_001,age,yr ka,552,1.12206606842041,23.1090918000033
MD99_2284.Risebrobakken.2011,kiloyear/megayear axis,PalMod,MD99_2284_TS_003,age,yr ka,552,1.1225849609375,23.1387046727218
MD99_2284.Risebrobakken.2011,kiloyear/megayear axis,PalMod,MD99_2284_TS_006,age,yr ka,552,0.992,25.77
MD99_2304.Risebrobakken.2011,kiloyear/megayear axis,lipdverseTest; PalMod,MD99_2304_TS_001,age,yr ka,972,0.160377184996843,121.718414026116
MD99_2304.Risebrobakken.2011,kiloyear/megayear axis,lipdverseTest; PalMod,MD99_2304_TS_003,age,yr ka,972,0.139583000183105,121.68152098915
MD99_2304.Risebrobakken.2011,kiloyear/megayear axis,lipdverseTest; PalMod,MD99_2304_TS_006,age,yr ka,972,0.246,14.804
MD99_2304.Risebrobakken.2011,kiloyear/megayear axis,lipdverseTest; PalMod,MD99_2304_TS_008,age,yr ka,972,60.104,125.91
MD99_2331.Salgueiro.2014,kiloyear/megayear axis,PalMod,MD99_2331_TS_001,age,yr ka,71,15.6117443994141,22.1460877067618
MD99_2331.Salgueiro.2014,kiloyear/megayear axis,PalMod,MD99_2331_TS_003,age,yr ka,71,15.61175,22.1526673040237
MD99_2331.Salgueiro.2014,kiloyear/megayear axis,PalMod,MD99_2331_TS_006,age,yr ka,71,15.679,22.024
MD99_2339.Voelker.2011,kiloyear/megayear axis,PalMod,MD99_2339_TS_001,age,yr ka,620,1.94944391264439,44.9183270982029
MD99_2339.Voelker.2011,kiloyear/megayear axis,PalMod,MD99_2339_TS_003,age,yr ka,620,1.93367035245895,44.8230894976848
MD99_2339.Voelker.2011,kiloyear/megayear axis,PalMod,MD99_2339_TS_006,age,yr ka,620,1.121,46.335
MD99_2339.Voelker.2011,kiloyear/megayear axis,PalMod,MD99_2339_TS_009,age,yr ka,620,0.515,47.072
MD99_2339.Voelker.2011,kiloyear/megayear axis,PalMod,MD99_2339_TS_012,age,yr ka,620,20.0632,47.017
MD99_2339.Voelker.2011,kiloyear/megayear axis,PalMod,MD99_2339_TS_017,age,yr ka,620,0.515,47.072
MD99_2339.Voelker.2011,kiloyear/megayear axis,PalMod,MD99_2339_TS_022,age,yr ka,620,12.989,31.131
MD99_2339.Voelker.2011,kiloyear/megayear axis,PalMod,MD99_2339_TS_025,age,yr ka,620,12.989,31.269
MD99_2339.Voelker.2011,kiloyear/megayear axis,PalMod,MD99_2339_TS_038,age,yr ka,620,32.977,42.917
MD99_2343.Frigola.2007,kiloyear/megayear axis,PalMod,MD99_2343_TS_001,age,yr ka,415,0.554820566891134,17.5049777454176
MD99_2343.Frigola.2007,kiloyear/megayear axis,PalMod,MD99_2343_TS_003,age,yr ka,415,0.553315803527832,17.5021146979141
MD99_2343.Frigola.2007,kiloyear/megayear axis,PalMod,MD99_2343_TS_006,age,yr ka,415,10.966,52.138
MD99_2343.Frigola.2007,kiloyear/megayear axis,PalMod,MD99_2343_TS_009,age,yr ka,415,0.062,52.48
ME0005A_24JC.Dubois.2010,kiloyear/megayear axis,PalMod,ME0005A_24JC_TS_001,age,yr ka,567,2.80322230883789,20.528747112257
ME0005A_24JC.Dubois.2010,kiloyear/megayear axis,PalMod,ME0005A_24JC_TS_003,age,yr ka,567,2.78706506347656,20.5351387714574
ME0005A_24JC.Dubois.2010,kiloyear/megayear axis,PalMod,ME0005A_24JC_TS_006,age,yr ka,567,1.56,100.74
ME0005A_24JC.Dubois.2010,kiloyear/megayear axis,PalMod,ME0005A_24JC_TS_007,age,yr ka,567,1.56,109.4
ME0005A_27JC.Dubois.2010,kiloyear/megayear axis,PalMod,ME0005A_27JC_TS_001,age,yr ka,216,7.70295236039162,25.1120758092258
ME0005A_27JC.Dubois.2010,kiloyear/megayear axis,PalMod,ME0005A_27JC_TS_003,age,yr ka,216,7.68297845458984,25.1422682637596
ME0005A_27JC.Dubois.2010,kiloyear/megayear axis,PalMod,ME0005A_27JC_TS_006,age,yr ka,216,1.7,99.29
ME0005A_43JC.Benway.Palmod.2006,kiloyear/megayear axis,PalMod,ME0005A_43JC_TS_001,age,yr ka,126,2.57596833361816,22.0936601968777
ME0005A_43JC.Benway.Palmod.2006,kiloyear/megayear axis,PalMod,ME0005A_43JC_TS_003,age,yr ka,126,2.58588500976562,22.1237614045143
ME0005A_43JC.Benway.Palmod.2006,kiloyear/megayear axis,PalMod,ME0005A_43JC_TS_006,age,yr ka,126,0.492,28.29
MR00_05_2PC.Koizumi.2010,kiloyear/megayear axis,PalMod,MR00_05_2PC_TS_001,age,yr ka,137,9.1230036935654,103.786845683275
MR00_05_2PC.Koizumi.2010,kiloyear/megayear axis,PalMod,MR00_05_2PC_TS_003,age,yr ka,137,9.38357520294189,103.945335942627
MR00_05_2PC.Koizumi.2010,kiloyear/megayear axis,PalMod,MR00_05_2PC_TS_006,age,yr ka,137,0.07,150.05
MR02_03_2PC.Koizumi.2010,kiloyear/megayear axis,PalMod,MR02_03_2PC_TS_001,age,yr ka,94,54.6673370162594,147.07946482182
MR02_03_2PC.Koizumi.2010,kiloyear/megayear axis,PalMod,MR02_03_2PC_TS_003,age,yr ka,94,54.7699868450165,147.015582789612
MR02_03_2PC.Koizumi.2010,kiloyear/megayear axis,PalMod,MR02_03_2PC_TS_006,age,yr ka,94,0,150.58
MR99_04_2PC.Koizumi.2010,kiloyear/megayear axis,PalMod,MR99_04_2PC_TS_001,age,yr ka,101,12.1077463239838,85.1885850783051
MR99_04_2PC.Koizumi.2010,kiloyear/megayear axis,PalMod,MR99_04_2PC_TS_003,age,yr ka,101,12.1756821842194,85.1149605273604
MR99_04_2PC.Koizumi.2010,kiloyear/megayear axis,PalMod,MR99_04_2PC_TS_006,age,yr ka,101,0,129.9
MR99_04_3PC.Koizumi.2010,kiloyear/megayear axis,PalMod,MR99_04_3PC_TS_001,age,yr ka,88,41.1013428934795,87.6391914259949
MR99_04_3PC.Koizumi.2010,kiloyear/megayear axis,PalMod,MR99_04_3PC_TS_003,age,yr ka,88,41.1828228347778,87.6114858163277
MR99_04_3PC.Koizumi.2010,kiloyear/megayear axis,PalMod,MR99_04_3PC_TS_006,age,yr ka,88,1.23,149.01
MSM02_3_666_4.Bartels.2017,kiloyear/megayear axis,PalMod,MSM02_3_666_4_TS_001,age,yr ka,9185,0.105752066065729,13.4048760687518
MSM02_3_666_4.Bartels.2017,kiloyear/megayear axis,PalMod,MSM02_3_666_4_TS_003,age,yr ka,9185,0.0930578994750977,13.3826843818314
MSM02_3_666_4.Bartels.2017,kiloyear/megayear axis,PalMod,MSM02_3_666_4_TS_007,age,yr ka,9185,0.42,15.489
MSM02_3_739_3.Bartels.2018,kiloyear/megayear axis,PalMod,MSM02_3_739_3_TS_001,age,yr ka,19204,0.137403288398658,10.3593604629474
MSM02_3_739_3.Bartels.2018,kiloyear/megayear axis,PalMod,MSM02_3_739_3_TS_003,age,yr ka,19204,0.121632151203603,10.3533292621478
MSM02_3_739_3.Bartels.2018,kiloyear/megayear axis,PalMod,MSM02_3_739_3_TS_008,age,yr ka,19204,0.256,11.298
MSM05_5_712_1.Werner.2011,kiloyear/megayear axis,PalMod,MSM05_5_712_1_TS_001,age,yr ka,178,-0.0862745165691376,1.04532227387062
MSM05_5_712_1.Werner.2011,kiloyear/megayear axis,PalMod,MSM05_5_712_1_TS_003,age,yr ka,178,-0.0857677993774414,1.04117304256372
MSM05_5_712_1.Werner.2011,kiloyear/megayear axis,PalMod,MSM05_5_712_1_TS_006,age,yr ka,178,-0.057,2.07
MSM05_5_712_1.Werner.2011,kiloyear/megayear axis,PalMod,MSM05_5_712_1_TS_012,age,yr ka,178,-0.057,2.07
MSM05_5_712_2.Mueller.2014,kiloyear/megayear axis,PalMod,MSM05_5_712_2_TS_001,age,yr ka,893,0.140140291127887,7.55791113589626
MSM05_5_712_2.Mueller.2014,kiloyear/megayear axis,PalMod,MSM05_5_712_2_TS_003,age,yr ka,893,0.130206123828888,7.5518883692291
MSM05_5_712_2.Mueller.2014,kiloyear/megayear axis,PalMod,MSM05_5_712_2_TS_006,age,yr ka,893,0.421,8.838
MSM05_5_712_2.Mueller.2014,kiloyear/megayear axis,PalMod,MSM05_5_712_2_TS_017,age,yr ka,893,0.388,8.702
MSM05_5_712_2.Mueller.2014,kiloyear/megayear axis,PalMod,MSM05_5_712_2_TS_020,age,yr ka,893,8.66,30.05
MSM05_5_723_2.Werner.2015,kiloyear/megayear axis,PalMod,MSM05_5_723_2_TS_001,age,yr ka,477,0.13642075032565,10.0254203139708
MSM05_5_723_2.Werner.2015,kiloyear/megayear axis,PalMod,MSM05_5_723_2_TS_003,age,yr ka,477,0.119568500518799,9.99698547154665
MSM05_5_723_2.Werner.2015,kiloyear/megayear axis,PalMod,MSM05_5_723_2_TS_006,age,yr ka,477,-0.059,12.032
MSM05_5_723_2.Werner.2015,kiloyear/megayear axis,PalMod,MSM05_5_723_2_TS_013,age,yr ka,477,0.18,12.003
MV0502_4JC.Waddell.2009,kiloyear/megayear axis,PalMod,MV0502_4JC_TS_001,age,yr ka,341,11.7993393016472,133.389994128319
MV0502_4JC.Waddell.2009,kiloyear/megayear axis,PalMod,MV0502_4JC_TS_003,age,yr ka,341,11.7284048461914,133.46322553069
MV0502_4JC.Waddell.2009,kiloyear/megayear axis,PalMod,MV0502_4JC_TS_006,age,yr ka,341,22.7,2975.8
NA87_22.Duplessy.2003,kiloyear/megayear axis,PalMod,NA87_22_TS_001,age,yr ka,137,0.141222450852519,22.207494552553
NA87_22.Duplessy.2003,kiloyear/megayear axis,PalMod,NA87_22_TS_003,age,yr ka,137,0.122229052901268,22.2099380116492
NEAP18K.Cortijo.2002,kiloyear/megayear axis,PalMod,NEAP18K_TS_001,age,yr ka,390,56.9922840546875,129.859715578171
NEAP18K.Cortijo.2002,kiloyear/megayear axis,PalMod,NEAP18K_TS_003,age,yr ka,390,57.051798828125,129.763034554605
